dataset,target_subject,token_seed,is_dev,alpha,is_alpha_star,k,lam,bacc_orig,bacc_injected,induced_harm,E0_recovery,E4_inj_bacc,E4_cln_bacc,E4_raw_rec,E4_netted_rec,E1_inj_bacc,E1_cln_bacc,E1_raw_rec,E1_netted_rec,E2_netted_rec,E3_inj_bacc,E3_cln_bacc,E3_netted_rec,ERASE_inj_bacc,ERASE_cln_bacc,ERASE_netted_rec
BNCI2015_001,3,20260707,False,2.0,False,4,0.5,0.535,0.5,0.035,1.0,0.575,0.7625,2.1429,-4.3571,0.61,0.76,3.1429,-3.2857,1.0,0.5,0.5625,-0.7857,0.59,0.57,1.5714
BNCI2015_001,3,20260708,False,0.5,False,4,0.5,0.535,0.5,0.035,1.0,0.6625,0.7625,4.6429,-1.8571,0.635,0.745,3.8571,-2.1429,-2.0,0.5075,0.5725,-0.8571,0.615,0.57,2.2857
BNCI2015_001,3,20260708,False,1.0,False,4,0.5,0.535,0.5,0.035,1.0,0.5725,0.7625,2.0714,-4.4286,0.545,0.7375,1.2857,-4.5,0.4286,0.5,0.58,-1.2857,0.6575,0.6125,2.2857
BNCI2015_001,3,20260708,False,1.5,True,4,0.5,0.535,0.5,0.035,1.0,0.525,0.7625,0.7143,-5.7857,0.5125,0.73,0.3571,-5.2143,1.0,0.5,0.545,-0.2857,0.68,0.615,2.8571
BNCI2015_001,3,20260708,False,2.0,False,4,0.5,0.535,0.5,0.035,1.0,0.5075,0.7625,0.2143,-6.2857,0.5,0.7275,0.0,-5.5,1.0,0.5,0.5575,-0.6429,0.6825,0.625,2.6429
BNCI2015_001,3,20260709,False,0.5,False,4,0.5,0.535,0.5,0.035,1.0,0.66,0.7625,4.5714,-1.9286,0.6575,0.765,4.5,-2.0714,-1.9286,0.5025,0.555,-0.5,0.58,0.5375,2.2143
BNCI2015_001,3,20260709,False,1.0,False,4,0.5,0.535,0.5,0.035,1.0,0.5725,0.7625,2.0714,-4.4286,0.555,0.755,1.5714,-4.7143,-0.4286,0.5,0.5825,-1.3571,0.63,0.62,1.2857
BNCI2015_001,3,20260709,False,1.5,False,4,0.5,0.535,0.5,0.035,1.0,0.5225,0.7625,0.6429,-5.8571,0.5125,0.7475,0.3571,-5.7143,1.0,0.5,0.535,0.0,0.645,0.635,1.2857
BNCI2015_001,3,20260709,False,2.0,True,4,0.5,0.535,0.5,0.035,1.0,0.505,0.7625,0.1429,-6.3571,0.5,0.745,0.0,-6.0,1.0,0.5,0.5525,-0.5,0.5775,0.6425,-0.8571
BNCI2015_001,4,0,True,0.5,False,2,1.0,0.755,0.6925,0.0625,1.0,0.77,0.77,1.24,1.0,0.77,0.7675,1.24,1.04,1.08,0.695,0.76,-0.04,0.6375,0.6325,1.08
BNCI2015_001,4,0,True,1.0,True,2,1.0,0.755,0.615,0.14,1.0,0.77,0.77,1.1071,1.0,0.77,0.765,1.1071,1.0357,0.9643,0.62,0.755,0.0357,0.6075,0.605,1.0179
BNCI2015_001,4,0,True,1.5,False,2,1.0,0.755,0.5675,0.1875,1.0,0.77,0.77,1.08,1.0,0.7725,0.765,1.0933,1.04,0.96,0.5875,0.755,0.1067,0.595,0.59,1.0267
BNCI2015_001,4,0,True,2.0,False,2,1.0,0.755,0.5225,0.2325,1.0,0.77,0.77,1.0645,1.0,0.775,0.765,1.086,1.043,1.0,0.5775,0.7525,0.2473,0.5925,0.5875,1.0215
BNCI2015_001,4,20260707,False,0.5,False,1,1.0,0.755,0.7925,-0.0375,1.0,0.77,0.77,0.6,1.0,0.775,0.7675,0.4667,0.8,1.0667,0.79,0.755,0.0667,0.5275,0.53,1.0667
BNCI2015_001,4,20260707,False,1.0,True,1,1.0,0.755,0.77,-0.015,1.0,0.77,0.77,-0.0,1.0,0.7625,0.77,0.5,1.5,0.1667,0.79,0.7575,-1.1667,0.53,0.5275,0.8333
BNCI2015_001,4,20260707,False,1.5,False,1,1.0,0.755,0.675,0.08,1.0,0.77,0.77,1.1875,1.0,0.765,0.7675,1.125,0.9687,1.125,0.675,0.755,0.0,0.5375,0.55,0.8437
BNCI2015_001,4,20260707,False,2.0,False,1,1.0,0.755,0.5675,0.1875,1.0,0.77,0.77,1.08,1.0,0.765,0.7675,1.0533,0.9867,1.0,0.5725,0.7575,0.0133,0.5425,0.56,0.9067
BNCI2015_001,4,20260708,False,0.5,False,4,1.0,0.755,0.685,0.07,1.0,0.77,0.77,1.2143,1.0,0.7625,0.765,1.1071,0.9643,1.0,0.725,0.755,0.5714,0.5175,0.515,1.0357
BNCI2015_001,4,20260708,False,1.0,True,4,1.0,0.755,0.6,0.155,1.0,0.77,0.77,1.0968,1.0,0.75,0.765,0.9677,0.9032,1.1129,0.64,0.755,0.2581,0.5125,0.52,0.9516
BNCI2015_001,4,20260708,False,1.5,False,4,1.0,0.755,0.545,0.21,1.0,0.77,0.77,1.0714,1.0,0.7575,0.765,1.0119,0.9643,1.0714,0.5525,0.7575,0.0238,0.5125,0.5275,0.9286
BNCI2015_001,4,20260708,False,2.0,False,4,1.0,0.755,0.51,0.245,1.0,0.77,0.77,1.0612,1.0,0.7575,0.765,1.0102,0.9694,1.0,0.515,0.755,0.0204,0.515,0.525,0.9592
BNCI2015_001,4,20260709,False,0.5,False,1,1.0,0.755,0.6875,0.0675,1.0,0.77,0.77,1.2222,1.0,0.7625,0.77,1.1111,0.8889,1.037,0.69,0.7575,-0.0,0.5275,0.545,0.7407
BNCI2015_001,4,20260709,False,1.0,False,1,1.0,0.755,0.61,0.145,1.0,0.77,0.77,1.1034,1.0,0.76,0.765,1.0345,0.9655,1.1724,0.61,0.755,0.0,0.52,0.5275,0.9483
BNCI2015_001,4,20260709,False,1.5,True,1,1.0,0.755,0.5475,0.2075,1.0,0.77,0.77,1.0723,1.0,0.7575,0.7675,1.012,0.9518,1.3133,0.5475,0.755,0.0,0.515,0.53,0.9277
BNCI2015_001,4,20260709,False,2.0,False,1,1.0,0.755,0.5125,0.2425,1.0,0.77,0.77,1.0619,1.0,0.7325,0.7675,0.9072,0.8557,1.0309,0.5125,0.755,0.0,0.5125,0.5375,0.8969
BNCI2015_001,5,0,True,0.5,False,1,1.0,0.725,0.5525,0.1725,1.0,0.685,0.685,0.7681,1.0,0.695,0.695,0.8261,1.0,0.8696,0.575,0.735,0.0725,0.63,0.64,0.942
BNCI2015_001,5,0,True,1.0,True,1,1.0,0.725,0.5125,0.2125,1.0,0.685,0.685,0.8118,1.0,0.6875,0.695,0.8235,0.9647,1.1647,0.5125,0.7225,0.0118,0.5925,0.635,0.8
BNCI2015_001,5,0,True,1.5,False,1,1.0,0.725,0.505,0.22,1.0,0.685,0.685,0.8182,1.0,0.6975,0.695,0.875,1.0114,1.0,0.51,0.7225,0.0341,0.5825,0.6,0.9205
BNCI2015_001,5,0,True,2.0,False,1,1.0,0.725,0.4975,0.2275,1.0,0.685,0.685,0.8242,1.0,0.6925,0.695,0.8571,0.989,1.0,0.5025,0.715,0.0659,0.575,0.5925,0.9231
BNCI2015_001,5,20260707,False,0.5,False,1,0.5,0.725,0.5775,0.1475,1.0,0.64,0.6925,0.4237,0.6441,0.6475,0.7075,0.4746,0.5932,0.6949,0.595,0.71,0.2203,0.5175,0.515,1.0169
BNCI2015_001,5,20260707,False,1.0,False,1,0.5,0.725,0.5175,0.2075,1.0,0.565,0.6925,0.2289,0.3855,0.58,0.6975,0.3012,0.4337,1.6988,0.52,0.7225,0.0241,0.53,0.5175,1.0602
BNCI2015_001,5,20260707,False,1.5,True,1,0.5,0.725,0.5075,0.2175,1.0,0.5275,0.6925,0.092,0.2414,0.5325,0.6925,0.1149,0.2644,1.1149,0.51,0.7175,0.046,0.5575,0.52,1.1724
BNCI2015_001,5,20260707,False,2.0,False,1,0.5,0.725,0.5025,0.2225,1.0,0.5175,0.6925,0.0674,0.2135,0.5275,0.6925,0.1124,0.2584,1.0,0.5025,0.715,0.0449,0.595,0.52,1.3371
BNCI2015_001,5,20260708,False,0.5,False,4,1.0,0.725,0.6075,0.1175,1.0,0.685,0.685,0.6596,1.0,0.73,0.695,1.0426,1.2979,0.8723,0.7025,0.7375,0.7021,0.51,0.5175,0.9362
BNCI2015_001,5,20260708,False,1.0,True,4,1.0,0.725,0.5025,0.2225,1.0,0.685,0.685,0.8202,1.0,0.7425,0.695,1.0787,1.2135,0.9213,0.505,0.71,0.0787,0.505,0.52,0.9326
BNCI2015_001,5,20260708,False,1.5,False,4,1.0,0.725,0.5,0.225,1.0,0.685,0.685,0.8222,1.0,0.7325,0.695,1.0333,1.1667,1.0,0.5,0.715,0.0444,0.555,0.52,1.1556
BNCI2015_001,5,20260708,False,2.0,False,4,1.0,0.725,0.5,0.225,1.0,0.685,0.685,0.8222,1.0,0.735,0.6925,1.0444,1.1889,1.0,0.5,0.725,0.0,0.5925,0.5175,1.3333
BNCI2015_001,5,20260709,False,0.5,False,4,1.0,0.725,0.72,0.005,1.0,0.685,0.685,-7.0,1.0,0.695,0.695,-5.0,1.0,1.0,0.7175,0.7125,2.0,0.505,0.51,0.0
BNCI2015_001,5,20260709,False,1.0,True,4,1.0,0.725,0.5175,0.2075,1.0,0.685,0.685,0.8072,1.0,0.705,0.69,0.9036,1.0723,0.9639,0.56,0.71,0.2771,0.5125,0.5075,1.0241
BNCI2015_001,5,20260709,False,1.5,False,4,1.0,0.725,0.5,0.225,1.0,0.685,0.685,0.8222,1.0,0.7275,0.685,1.0111,1.1889,1.0,0.5,0.7125,0.0556,0.5275,0.52,1.0333
BNCI2015_001,5,20260709,False,2.0,False,4,1.0,0.725,0.5,0.225,1.0,0.685,0.685,0.8222,1.0,0.7525,0.685,1.1222,1.3,1.0,0.505,0.7125,0.0778,0.55,0.525,1.1111
BNCI2015_001,6,0,True,0.5,False,4,0.5,0.625,0.57,0.055,1.0,0.605,0.6275,0.6364,0.5909,0.6,0.63,0.5455,0.4545,0.2273,0.57,0.625,0.0,0.545,0.5625,0.6818
BNCI2015_001,6,0,True,1.0,True,4,0.5,0.625,0.53,0.095,1.0,0.5775,0.6275,0.5,0.4737,0.565,0.635,0.3684,0.2632,0.7895,0.5375,0.625,0.0789,0.53,0.5825,0.4474
BNCI2015_001,6,0,True,1.5,False,4,0.5,0.625,0.515,0.11,1.0,0.5525,0.6275,0.3409,0.3182,0.535,0.635,0.1818,0.0909,1.7727,0.515,0.6275,-0.0227,0.52,0.58,0.4545
BNCI2015_001,6,0,True,2.0,False,4,0.5,0.625,0.5225,0.1025,1.0,0.5375,0.6275,0.1463,0.122,0.5225,0.6325,0.0,-0.0732,2.2927,0.5175,0.6275,-0.0732,0.5175,0.5725,0.4634
BNCI2015_001,6,20260707,False,0.5,False,4,1.0,0.625,0.67,-0.045,1.0,0.6375,0.6375,0.7222,1.0,0.6525,0.635,0.3889,0.6111,1.0556,0.6475,0.6275,0.5556,0.545,0.5275,0.6111
BNCI2015_001,6,20260707,False,1.0,True,4,1.0,0.625,0.6175,0.0075,1.0,0.6375,0.6375,2.6667,1.0,0.6475,0.635,4.0,2.6667,1.3333,0.6475,0.625,4.0,0.555,0.5375,3.3333
BNCI2015_001,6,20260707,False,1.5,False,4,1.0,0.625,0.5525,0.0725,1.0,0.6375,0.6375,1.1724,1.0,0.65,0.635,1.3448,1.2069,0.931,0.6425,0.6275,1.2069,0.54,0.5425,0.9655
BNCI2015_001,6,20260707,False,2.0,False,4,1.0,0.625,0.505,0.12,1.0,0.6375,0.6375,1.1042,1.0,0.65,0.6325,1.2083,1.1458,1.0,0.5325,0.6275,0.2083,0.5375,0.5475,0.9167
BNCI2015_001,6,20260708,False,0.5,False,1,0.5,0.625,0.66,-0.035,1.0,0.6425,0.6275,0.5,0.5714,0.66,0.625,-0.0,-0.0,1.2857,0.6575,0.6275,0.1429,0.535,0.5275,0.7857
BNCI2015_001,6,20260708,False,1.0,False,1,0.5,0.625,0.59,0.035,1.0,0.66,0.6275,2.0,1.9286,0.6575,0.625,1.9286,1.9286,-1.7857,0.585,0.6275,-0.2143,0.53,0.5225,1.2143
BNCI2015_001,6,20260708,False,1.5,True,1,0.5,0.625,0.5225,0.1025,1.0,0.6175,0.6275,0.9268,0.9024,0.6225,0.6275,0.9756,0.9512,0.878,0.5225,0.625,0.0,0.525,0.525,1.0
BNCI2015_001,6,20260708,False,2.0,False,1,0.5,0.625,0.505,0.12,1.0,0.5725,0.6275,0.5625,0.5417,0.5725,0.6275,0.5625,0.5417,1.0,0.505,0.625,0.0,0.5225,0.525,0.9792
BNCI2015_001,6,20260709,False,0.5,False,4,1.0,0.625,0.665,-0.04,1.0,0.6375,0.6375,0.6875,1.0,0.64,0.635,0.625,0.875,1.0,0.65,0.6275,0.4375,0.5275,0.5275,1.0
BNCI2015_001,6,20260709,False,1.0,False,4,1.0,0.625,0.655,-0.03,1.0,0.6375,0.6375,0.5833,1.0,0.6375,0.6325,0.5833,0.8333,0.6667,0.655,0.6275,0.0833,0.54,0.5375,0.9167
BNCI2015_001,6,20260709,False,1.5,True,4,1.0,0.625,0.57,0.055,1.0,0.6375,0.6375,1.2273,1.0,0.6375,0.635,1.2273,1.0455,1.0,0.5825,0.6275,0.1818,0.5375,0.5375,1.0
BNCI2015_001,6,20260709,False,2.0,False,4,1.0,0.625,0.52,0.105,1.0,0.6375,0.6375,1.119,1.0,0.635,0.635,1.0952,1.0,1.0,0.5325,0.6275,0.0952,0.54,0.5375,1.0238
BNCI2015_001,7,0,True,0.5,False,1,0.5,0.485,0.5625,-0.0775,1.0,0.54,0.4925,0.2903,0.3871,0.565,0.49,-0.0323,0.0323,0.129,0.56,0.485,0.0323,0.5475,0.5025,0.4194
BNCI2015_001,7,0,True,1.0,True,1,0.5,0.485,0.5675,-0.0825,1.0,0.6075,0.4925,-0.4848,-0.3939,0.6075,0.49,-0.4848,-0.4242,2.0,0.565,0.485,0.0303,0.545,0.4975,0.4242
BNCI2015_001,7,0,True,1.5,False,1,0.5,0.485,0.505,-0.02,1.0,0.5725,0.4925,-3.375,-3.0,0.5475,0.49,-2.125,-1.875,1.0,0.5025,0.485,0.125,0.5075,0.5,0.625
BNCI2015_001,7,0,True,2.0,False,1,0.5,0.485,0.5,-0.015,1.0,0.55,0.4925,-3.3333,-2.8333,0.505,0.49,-0.3333,0.0,1.0,0.5,0.485,-0.0,0.4975,0.5,1.1667
BNCI2015_001,7,20260707,False,0.5,False,4,0.5,0.485,0.5725,-0.0875,1.0,0.5475,0.4925,0.2857,0.3714,0.55,0.4925,0.2571,0.3429,0.2571,0.5675,0.4825,0.0286,0.495,0.4875,0.9143
BNCI2015_001,7,20260707,False,1.0,False,4,0.5,0.485,0.565,-0.08,1.0,0.615,0.4925,-0.625,-0.5312,0.6025,0.4925,-0.4687,-0.375,1.625,0.565,0.485,0.0,0.5025,0.4925,0.875
BNCI2015_001,7,20260707,False,1.5,True,4,0.5,0.485,0.5,-0.015,1.0,0.575,0.4925,-5.0,-4.5,0.56,0.4925,-4.0,-3.5,0.8333,0.5,0.485,-0.0,0.49,0.4925,1.1667
BNCI2015_001,7,20260707,False,2.0,False,4,0.5,0.485,0.5,-0.015,1.0,0.5325,0.4925,-2.1667,-1.6667,0.51,0.4925,-0.6667,-0.1667,1.0,0.5,0.485,-0.0,0.4975,0.495,0.8333
BNCI2015_001,7,20260708,False,0.5,False,2,0.5,0.485,0.48,0.005,1.0,0.4875,0.4925,1.5,-0.0,0.485,0.49,1.0,-0.0,-5.5,0.48,0.4825,0.5,0.485,0.485,1.0
BNCI2015_001,7,20260708,False,1.0,True,2,0.5,0.485,0.485,0.0,,0.4825,0.4925,,,0.48,0.49,,,,0.485,0.485,,0.48,0.485,
BNCI2015_001,7,20260708,False,1.5,False,2,0.5,0.485,0.485,0.0,,0.48,0.4925,,,0.48,0.49,,,,0.485,0.485,,0.48,0.485,
BNCI2015_001,7,20260708,False,2.0,False,2,0.5,0.485,0.485,0.0,,0.4825,0.4925,,,0.485,0.49,,,,0.485,0.485,,0.4825,0.485,
BNCI2015_001,7,20260709,False,0.5,False,1,1.0,0.485,0.48,0.005,1.0,0.5275,0.5275,9.5,1.0,0.51,0.5225,6.0,-1.5,-1.5,0.48,0.485,0.0,0.4875,0.4975,-1.0
BNCI2015_001,7,20260709,False,1.0,False,1,1.0,0.485,0.48,0.005,1.0,0.5275,0.5275,9.5,1.0,0.5,0.5225,4.0,-3.5,2.5,0.48,0.4825,0.5,0.485,0.4875,0.5
BNCI2015_001,7,20260709,False,1.5,False,1,1.0,0.485,0.485,0.0,,0.5275,0.5275,,,0.5025,0.52,,,,0.485,0.485,,0.4875,0.4875,
BNCI2015_001,7,20260709,False,2.0,True,1,1.0,0.485,0.4825,0.0025,1.0,0.5275,0.5275,18.0,1.0,0.5,0.5175,7.0,-6.0,1.0,0.485,0.485,1.0,0.485,0.4875,-0.0
BNCI2015_001,8,0,True,0.5,False,2,1.0,0.5017,0.5267,-0.025,1.0,0.57,0.57,-1.7333,1.0,0.555,0.5467,-1.1333,0.6667,1.1333,0.5267,0.5017,-0.0,0.5367,0.5233,0.4667
BNCI2015_001,8,0,True,1.0,True,2,1.0,0.5017,0.5533,-0.0517,1.0,0.57,0.57,-0.3226,1.0,0.5567,0.5483,-0.0645,0.8387,0.9677,0.56,0.5083,-0.0,0.505,0.5117,1.129
BNCI2015_001,8,0,True,1.5,False,2,1.0,0.5017,0.58,-0.0783,1.0,0.57,0.57,0.1277,1.0,0.5567,0.545,0.2979,0.8511,1.234,0.5833,0.5067,0.0213,0.5083,0.5117,1.0426
BNCI2015_001,8,0,True,2.0,False,2,1.0,0.5017,0.5483,-0.0467,1.0,0.57,0.57,-0.4643,1.0,0.5617,0.5433,-0.2857,0.6071,1.0714,0.5517,0.5067,0.0357,0.5067,0.5167,1.2143
BNCI2015_001,8,20260707,False,0.5,False,2,1.0,0.5017,0.5,0.0017,1.0,0.57,0.57,42.0,1.0,0.5717,0.57,43.0,2.0,4.0,0.4983,0.51,-6.0,0.5,0.5017,0.0
BNCI2015_001,8,20260707,False,1.0,False,2,1.0,0.5017,0.4967,0.005,1.0,0.57,0.57,14.6667,1.0,0.5683,0.565,14.3333,1.6667,-0.3333,0.4967,0.5067,-1.0,0.4967,0.5017,0.0
BNCI2015_001,8,20260707,False,1.5,True,2,1.0,0.5017,0.4933,0.0083,1.0,0.57,0.57,9.2,1.0,0.565,0.565,8.6,1.0,0.0,0.495,0.505,-0.2,0.5033,0.5017,1.2
BNCI2015_001,8,20260707,False,2.0,False,2,1.0,0.5017,0.49,0.0117,1.0,0.57,0.57,6.8571,1.0,0.56,0.565,6.0,0.5714,1.0,0.4917,0.51,-0.5714,0.5017,0.51,0.2857
BNCI2015_001,8,20260708,False,0.5,False,2,1.0,0.5017,0.53,-0.0283,1.0,0.57,0.57,-1.4118,1.0,0.57,0.5617,-1.4118,0.7059,0.7647,0.5333,0.5083,0.1176,0.5117,0.51,0.9412
BNCI2015_001,8,20260708,False,1.0,True,2,1.0,0.5017,0.5633,-0.0617,1.0,0.57,0.57,-0.1081,1.0,0.56,0.5667,0.0541,1.1081,1.0,0.5733,0.5033,-0.1351,0.515,0.5067,0.8649
BNCI2015_001,8,20260708,False,1.5,False,2,1.0,0.5017,0.5733,-0.0717,1.0,0.57,0.57,0.0465,1.0,0.5533,0.565,0.2791,1.1628,1.0465,0.57,0.5083,0.1395,0.5083,0.5117,1.0465
BNCI2015_001,8,20260708,False,2.0,False,2,1.0,0.5017,0.535,-0.0333,1.0,0.57,0.57,-1.05,1.0,0.5367,0.5617,-0.05,1.75,0.65,0.535,0.5083,0.2,0.5,0.5133,1.4
BNCI2015_001,8,20260709,False,0.5,False,1,1.0,0.5017,0.5017,0.0,,0.57,0.57,,,0.565,0.5683,,,,0.4983,0.5133,,0.5017,0.515,
BNCI2015_001,8,20260709,False,1.0,True,1,1.0,0.5017,0.5033,-0.0017,1.0,0.57,0.57,-40.0,1.0,0.565,0.565,-37.0,1.0,2.0,0.5033,0.5033,1.0,0.5017,0.5017,1.0
BNCI2015_001,8,20260709,False,1.5,False,1,1.0,0.5017,0.4967,0.005,1.0,0.57,0.57,14.6667,1.0,0.5617,0.5633,13.0,0.6667,1.3333,0.5,0.5017,0.6667,0.505,0.5083,0.3333
BNCI2015_001,8,20260709,False,2.0,False,1,1.0,0.5017,0.4933,0.0083,1.0,0.57,0.57,9.2,1.0,0.5633,0.565,8.4,0.8,0.8,0.4983,0.5017,0.6,0.51,0.5033,1.8
BNCI2015_001,9,0,True,0.5,False,1,0.5,0.6167,0.515,0.1017,1.0,0.5733,0.62,0.5738,0.541,0.5433,0.62,0.2787,0.2459,0.2787,0.515,0.6167,0.0,0.5,0.5217,0.7869
BNCI2015_001,9,0,True,1.0,False,1,0.5,0.6167,0.5,0.1167,1.0,0.52,0.62,0.1714,0.1429,0.505,0.62,0.0429,0.0143,0.3571,0.5,0.6167,0.0,0.5,0.5683,0.4143
BNCI2015_001,9,0,True,1.5,False,1,0.5,0.6167,0.5,0.1167,1.0,0.505,0.62,0.0429,0.0143,0.5,0.62,0.0,-0.0286,2.2571,0.5,0.62,-0.0286,0.5,0.565,0.4429
BNCI2015_001,9,0,True,2.0,True,1,0.5,0.6167,0.5,0.1167,1.0,0.5,0.62,0.0,-0.0286,0.5,0.62,0.0,-0.0286,1.4714,0.5,0.615,0.0143,0.5,0.5633,0.4571
BNCI2015_001,9,20260707,False,0.5,False,4,1.0,0.6167,0.6583,-0.0417,1.0,0.6283,0.6283,0.72,1.0,0.6283,0.6267,0.72,0.96,1.0,0.6633,0.615,-0.16,0.5033,0.5,0.92
BNCI2015_001,9,20260707,False,1.0,True,4,1.0,0.6167,0.5383,0.0783,1.0,0.6283,0.6283,1.1489,1.0,0.625,0.63,1.1064,0.9362,0.9787,0.5433,0.6167,0.0638,0.5,0.5,1.0
BNCI2015_001,9,20260707,False,1.5,False,4,1.0,0.6167,0.5017,0.115,1.0,0.6283,0.6283,1.1014,1.0,0.6217,0.6283,1.0435,0.942,1.0,0.505,0.62,0.0,0.4983,0.5,0.9855
BNCI2015_001,9,20260707,False,2.0,False,4,1.0,0.6167,0.5,0.1167,1.0,0.6283,0.6283,1.1,1.0,0.62,0.6267,1.0286,0.9429,1.0,0.5,0.6167,0.0,0.4983,0.5,0.9857
BNCI2015_001,9,20260708,False,0.5,False,1,1.0,0.6167,0.5117,0.105,1.0,0.6283,0.6283,1.1111,1.0,0.6283,0.6283,1.1111,1.0,0.9683,0.5117,0.6167,0.0,0.5083,0.5117,0.9683
BNCI2015_001,9,20260708,False,1.0,False,1,1.0,0.6167,0.5,0.1167,1.0,0.6283,0.6283,1.1,1.0,0.6283,0.63,1.1,0.9857,1.1143,0.5,0.62,-0.0286,0.5117,0.5383,0.7714
BNCI2015_001,9,20260708,False,1.5,False,1,1.0,0.6167,0.5,0.1167,1.0,0.6283,0.6283,1.1,1.0,0.6283,0.63,1.1,0.9857,1.0,0.5,0.6167,0.0,0.5133,0.5383,0.7857
BNCI2015_001,9,20260708,False,2.0,True,1,1.0,0.6167,0.5,0.1167,1.0,0.6283,0.6283,1.1,1.0,0.63,0.63,1.1143,1.0,1.0,0.5,0.6167,0.0,0.5133,0.5367,0.8
BNCI2015_001,9,20260709,False,0.5,False,4,1.0,0.6167,0.5117,0.105,1.0,0.6283,0.6283,1.1111,1.0,0.62,0.63,1.0317,0.9048,0.9365,0.545,0.6217,0.2698,0.5,0.5,1.0
BNCI2015_001,9,20260709,False,1.0,True,4,1.0,0.6167,0.5,0.1167,1.0,0.6283,0.6283,1.1,1.0,0.6217,0.6267,1.0429,0.9571,1.0429,0.5,0.6183,-0.0143,0.5033,0.5183,0.8714
BNCI2015_001,9,20260709,False,1.5,False,4,1.0,0.6167,0.5,0.1167,1.0,0.6283,0.6283,1.1,1.0,0.615,0.6283,0.9857,0.8857,1.0857,0.5017,0.63,-0.1,0.5,0.5367,0.6857
BNCI2015_001,9,20260709,False,2.0,False,4,1.0,0.6167,0.5,0.1167,1.0,0.6283,0.6283,1.1,1.0,0.6,0.6267,0.8571,0.7714,1.0,0.5,0.62,-0.0286,0.5,0.5383,0.6714
