feature_set,path,kernel,bandwidth_factor,statistic,level,association,group_count,positive_group_fraction,status
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,centered_hsic,within_target,0.24494214290742564,9,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,centered_hsic,within_target_x_trajectory,0.5767826554175505,54,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,centered_hsic,within_regime,0.01580266483149603,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,centered_hsic,trajectory_template,0.11521493036357618,6,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,normalized_alignment,pooled,-0.004696680486482115,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,normalized_alignment,within_target,-0.035456194059660405,9,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,normalized_alignment,within_target_x_trajectory,-0.3886607650917813,54,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,normalized_alignment,within_regime,-0.004696680486482115,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,normalized_alignment,trajectory_template,-0.027498801339049524,6,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,centered_hsic,pooled,0.013069307701883096,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,centered_hsic,within_target,0.22602632538639986,9,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,centered_hsic,within_target_x_trajectory,0.5685234400427444,54,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,centered_hsic,within_regime,0.013069307701883096,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,centered_hsic,trajectory_template,0.10290955845640931,6,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,rbf,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,normalized_alignment,pooled,-0.0015328254112140442,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,normalized_alignment,within_target,0.028594332436577028,9,0.6666666666666666,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,normalized_alignment,within_target_x_trajectory,-0.31739962318425397,54,0.018518518518518517,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,normalized_alignment,within_regime,-0.0015328254112140442,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,normalized_alignment,trajectory_template,-0.006543633720363175,6,0.16666666666666666,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,centered_hsic,pooled,0.05031273260111579,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,centered_hsic,within_target,0.2540307524987721,9,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,centered_hsic,within_target_x_trajectory,0.5880271457059776,54,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,centered_hsic,within_regime,0.05031273260111579,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,centered_hsic,trajectory_template,0.17090215982360543,6,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,normalized_alignment,pooled,-0.00386399052268335,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,normalized_alignment,within_target,-0.006430117052218839,9,0.4444444444444444,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,normalized_alignment,within_target_x_trajectory,-0.36120534396970566,54,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,normalized_alignment,within_regime,-0.00386399052268335,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,normalized_alignment,trajectory_template,-0.01941211793583287,6,0.16666666666666666,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,centered_hsic,pooled,0.036333410927587156,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,centered_hsic,within_target,0.26324570765672817,9,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,centered_hsic,within_target_x_trajectory,0.5905055972527882,54,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,centered_hsic,within_regime,0.036333410927587156,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,centered_hsic,trajectory_template,0.15844839053940837,6,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,normalized_alignment,pooled,-0.004440618570434862,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,normalized_alignment,within_target,-0.025686453076018825,9,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,normalized_alignment,within_target_x_trajectory,-0.3800187797396201,54,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,normalized_alignment,within_regime,-0.004440618570434862,1,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,normalized_alignment,trajectory_template,-0.02482266942254799,6,0.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,centered_hsic,pooled,0.02968131670514212,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,centered_hsic,within_target,0.262427755878888,9,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,centered_hsic,within_target_x_trajectory,0.5903390234459392,54,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,centered_hsic,within_regime,0.02968131670514212,1,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,centered_hsic,trajectory_template,0.1484722401947443,6,1.0,
target_unlabeled_full_C75_mixed_diagnostic,target_unlabeled,laplacian,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,normalized_alignment,pooled,-0.0012334465416489909,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,normalized_alignment,within_target,0.006623207177542365,9,0.5555555555555556,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,normalized_alignment,within_target_x_trajectory,-0.2793735912997463,54,0.12962962962962962,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,normalized_alignment,within_regime,-0.0012334465416489909,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,normalized_alignment,trajectory_template,-0.000858530066391814,6,0.3333333333333333,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,centered_hsic,pooled,0.031135140551224644,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,centered_hsic,within_target,0.20334183604148504,9,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,centered_hsic,within_target_x_trajectory,0.579416455455929,54,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,centered_hsic,within_regime,0.031135140551224644,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,centered_hsic,trajectory_template,0.14418377629128507,6,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,normalized_alignment,pooled,-0.004762229433745788,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,normalized_alignment,within_target,-0.03407909239408587,9,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,normalized_alignment,within_target_x_trajectory,-0.3722508043707029,54,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,normalized_alignment,within_regime,-0.004762229433745788,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,normalized_alignment,trajectory_template,-0.023357123161201063,6,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,centered_hsic,pooled,0.015307735650313199,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,centered_hsic,within_target,0.15739227792637067,9,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,centered_hsic,within_target_x_trajectory,0.557659546122436,54,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,centered_hsic,within_regime,0.015307735650313199,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,centered_hsic,trajectory_template,0.1054127017787514,6,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,normalized_alignment,pooled,-0.0048561895497724735,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,normalized_alignment,within_target,-0.04296986840492357,9,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,normalized_alignment,within_target_x_trajectory,-0.3908100368088044,54,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,normalized_alignment,within_regime,-0.0048561895497724735,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,normalized_alignment,trajectory_template,-0.02815613729149467,6,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,centered_hsic,pooled,0.009620048125555943,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,centered_hsic,within_target,0.1297974159167644,9,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,centered_hsic,within_target_x_trajectory,0.5439755499417329,54,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,centered_hsic,within_regime,0.009620048125555943,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,centered_hsic,trajectory_template,0.08724196485332099,6,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,rbf,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,normalized_alignment,pooled,-0.0019040307837686454,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,normalized_alignment,within_target,-0.010232218606940595,9,0.3333333333333333,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,normalized_alignment,within_target_x_trajectory,-0.3334600551646742,54,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,normalized_alignment,within_regime,-0.0019040307837686454,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,normalized_alignment,trajectory_template,-0.00922794660260086,6,0.16666666666666666,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,centered_hsic,pooled,0.04900793038373241,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,centered_hsic,within_target,0.21724136251553838,9,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,centered_hsic,within_target_x_trajectory,0.583171596760059,54,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,centered_hsic,within_regime,0.04900793038373241,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,centered_hsic,trajectory_template,0.16713487616466083,6,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,0.5,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,normalized_alignment,pooled,-0.004027537336300678,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,normalized_alignment,within_target,-0.029912853359623355,9,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,normalized_alignment,within_target_x_trajectory,-0.3696434217672216,54,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,normalized_alignment,within_regime,-0.004027537336300678,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,normalized_alignment,trajectory_template,-0.02095474880027223,6,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,centered_hsic,pooled,0.03566562551588609,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,centered_hsic,within_target,0.2062077200149113,9,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,centered_hsic,within_target_x_trajectory,0.5822274185633307,54,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,centered_hsic,within_regime,0.03566562551588609,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,centered_hsic,trajectory_template,0.15240094959344136,6,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,1.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,normalized_alignment,pooled,-0.004572838720096335,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,normalized_alignment,within_target,-0.03846582119317094,9,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,normalized_alignment,within_target_x_trajectory,-0.38440537893123267,54,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,normalized_alignment,within_regime,-0.004572838720096335,1,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,normalized_alignment,trajectory_template,-0.0257327434004274,6,0.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,normalized_alignment,cross_regime_transfer,nan,1,nan,unavailable_single_regime
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,centered_hsic,pooled,0.028583400463914242,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,centered_hsic,within_target,0.19461309387656628,9,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,centered_hsic,within_target_x_trajectory,0.579633300757234,54,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,centered_hsic,within_regime,0.028583400463914242,1,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,centered_hsic,trajectory_template,0.14043381257523999,6,1.0,
target_unlabeled_G4_coordinates,target_unlabeled,laplacian,2.0,centered_hsic,cross_regime_transfer,nan,1,nan,unavailable_single_regime
