replicate,case,residual_block_correlation,permutation_p,detected_at_0.05,stable_descriptor,truly_incremental,redundant_with_functional
281,stable_endpoint_irrelevant,-0.028449406493641062,0.74,0,1,0,0
281,incremental_representation,0.562884524036425,0.02,1,0,1,0
281,functionally_redundant,0.0012464586695205629,0.46,0,0,0,1
282,stable_endpoint_irrelevant,-0.022519580992987245,0.7,0,1,0,0
282,incremental_representation,0.6453014472395401,0.02,1,0,1,0
282,functionally_redundant,0.07772802215535188,0.04,1,0,0,1
283,stable_endpoint_irrelevant,-0.024770161626459456,0.8,0,1,0,0
283,incremental_representation,0.6509868745101208,0.02,1,0,1,0
283,functionally_redundant,0.0053325016509411256,0.42,0,0,0,1
284,stable_endpoint_irrelevant,-0.02520544304099266,0.74,0,1,0,0
284,incremental_representation,0.6272963583645275,0.02,1,0,1,0
284,functionally_redundant,-0.023603019075610597,0.72,0,0,0,1
285,stable_endpoint_irrelevant,0.05666013611800539,0.16,0,1,0,0
285,incremental_representation,0.6298167283474722,0.02,1,0,1,0
285,functionally_redundant,-0.018352550458775558,0.88,0,0,0,1
286,stable_endpoint_irrelevant,0.018694850671244843,0.24,0,1,0,0
286,incremental_representation,0.6534513790038924,0.02,1,0,1,0
286,functionally_redundant,-0.0634222747888085,0.96,0,0,0,1
287,stable_endpoint_irrelevant,0.036355699175401227,0.22,0,1,0,0
287,incremental_representation,0.6584505762240479,0.02,1,0,1,0
287,functionally_redundant,-0.023421665723967373,0.7,0,0,0,1
288,stable_endpoint_irrelevant,0.026452174274305698,0.3,0,1,0,0
288,incremental_representation,0.6878646405539082,0.02,1,0,1,0
288,functionally_redundant,0.0840495054869046,0.06,0,0,0,1
289,stable_endpoint_irrelevant,0.012459408318598621,0.4,0,1,0,0
289,incremental_representation,0.6499659894147461,0.02,1,0,1,0
289,functionally_redundant,-0.07908816523276375,1.0,0,0,0,1
290,stable_endpoint_irrelevant,0.06086006214369574,0.1,0,1,0,0
290,incremental_representation,0.6762760426135466,0.02,1,0,1,0
290,functionally_redundant,0.08682249155289973,0.06,0,0,0,1
291,stable_endpoint_irrelevant,-0.0093441948876338,0.5,0,1,0,0
291,incremental_representation,0.5810632020388438,0.02,1,0,1,0
291,functionally_redundant,-0.008443466794810362,0.6,0,0,0,1
292,stable_endpoint_irrelevant,0.0023208501359409696,0.4,0,1,0,0
292,incremental_representation,0.6519656477002032,0.02,1,0,1,0
292,functionally_redundant,0.020933535699910775,0.34,0,0,0,1
293,stable_endpoint_irrelevant,-0.02782209859661551,0.72,0,1,0,0
293,incremental_representation,0.659976145844447,0.02,1,0,1,0
293,functionally_redundant,0.028655373792970736,0.34,0,0,0,1
294,stable_endpoint_irrelevant,0.023977446047886306,0.28,0,1,0,0
294,incremental_representation,0.6819780963355248,0.02,1,0,1,0
294,functionally_redundant,-0.08216268631152951,0.96,0,0,0,1
295,stable_endpoint_irrelevant,0.06660697382213471,0.08,0,1,0,0
295,incremental_representation,0.661031833039659,0.02,1,0,1,0
295,functionally_redundant,0.010217729450848763,0.42,0,0,0,1
296,stable_endpoint_irrelevant,0.02882913231676187,0.34,0,1,0,0
296,incremental_representation,0.6833140977786296,0.02,1,0,1,0
296,functionally_redundant,0.0015906190327208119,0.5,0,0,0,1
297,stable_endpoint_irrelevant,-0.0164126142927547,0.54,0,1,0,0
297,incremental_representation,0.6346252383455908,0.02,1,0,1,0
297,functionally_redundant,0.02444528810007136,0.28,0,0,0,1
298,stable_endpoint_irrelevant,0.054902710343331565,0.08,0,1,0,0
298,incremental_representation,0.6063959804960308,0.02,1,0,1,0
298,functionally_redundant,0.008522438483504653,0.48,0,0,0,1
299,stable_endpoint_irrelevant,0.004451773638755638,0.52,0,1,0,0
299,incremental_representation,0.6561346043448549,0.02,1,0,1,0
299,functionally_redundant,0.02324928193836107,0.38,0,0,0,1
300,stable_endpoint_irrelevant,-0.008161391142918122,0.48,0,1,0,0
300,incremental_representation,0.6665956211113988,0.02,1,0,1,0
300,functionally_redundant,-0.037964082270338304,0.76,0,0,0,1
301,stable_endpoint_irrelevant,-0.054385973524242216,0.84,0,1,0,0
301,incremental_representation,0.6182675931564274,0.02,1,0,1,0
301,functionally_redundant,0.0061819751880596106,0.46,0,0,0,1
302,stable_endpoint_irrelevant,0.01558294104438224,0.46,0,1,0,0
302,incremental_representation,0.6636617682459225,0.02,1,0,1,0
302,functionally_redundant,-0.027105182537671267,0.8,0,0,0,1
303,stable_endpoint_irrelevant,-0.08916239180796798,0.98,0,1,0,0
303,incremental_representation,0.6573654348038259,0.02,1,0,1,0
303,functionally_redundant,0.042882358135337355,0.16,0,0,0,1
304,stable_endpoint_irrelevant,0.030535520094277624,0.42,0,1,0,0
304,incremental_representation,0.6493510924258463,0.02,1,0,1,0
304,functionally_redundant,-0.002733623287765506,0.52,0,0,0,1
305,stable_endpoint_irrelevant,0.07729849134342184,0.06,0,1,0,0
305,incremental_representation,0.6762586930447627,0.02,1,0,1,0
305,functionally_redundant,-0.01721977735716119,0.5,0,0,0,1
306,stable_endpoint_irrelevant,0.02170971887348505,0.32,0,1,0,0
306,incremental_representation,0.663897140780644,0.02,1,0,1,0
306,functionally_redundant,-0.06541635622206386,0.94,0,0,0,1
307,stable_endpoint_irrelevant,-0.09939700317414307,1.0,0,1,0,0
307,incremental_representation,0.6612878696010405,0.02,1,0,1,0
307,functionally_redundant,-0.021803284576440953,0.64,0,0,0,1
308,stable_endpoint_irrelevant,0.04941032254607362,0.18,0,1,0,0
308,incremental_representation,0.6571029065061524,0.02,1,0,1,0
308,functionally_redundant,-0.04769102865282855,0.88,0,0,0,1
309,stable_endpoint_irrelevant,0.02554709095057752,0.26,0,1,0,0
309,incremental_representation,0.6417933314028748,0.02,1,0,1,0
309,functionally_redundant,-0.07238494340780935,0.96,0,0,0,1
310,stable_endpoint_irrelevant,-0.0024038288915228185,0.44,0,1,0,0
310,incremental_representation,0.6421133247750581,0.02,1,0,1,0
310,functionally_redundant,-0.030190069564373555,0.78,0,0,0,1
311,stable_endpoint_irrelevant,0.011815428499973392,0.52,0,1,0,0
311,incremental_representation,0.6601090395358158,0.02,1,0,1,0
311,functionally_redundant,-0.01513107644521276,0.64,0,0,0,1
312,stable_endpoint_irrelevant,-0.03363604568268284,0.86,0,1,0,0
312,incremental_representation,0.6679004446039263,0.02,1,0,1,0
312,functionally_redundant,-0.028007664686316845,0.74,0,0,0,1
313,stable_endpoint_irrelevant,0.04748889693959976,0.1,0,1,0,0
313,incremental_representation,0.6110996467356142,0.02,1,0,1,0
313,functionally_redundant,-0.014191170313693765,0.62,0,0,0,1
314,stable_endpoint_irrelevant,-0.010465458640809455,0.62,0,1,0,0
314,incremental_representation,0.6581647170069107,0.02,1,0,1,0
314,functionally_redundant,-0.04114527634306947,0.8,0,0,0,1
315,stable_endpoint_irrelevant,-0.06178304482150529,0.92,0,1,0,0
315,incremental_representation,0.6397844402464754,0.02,1,0,1,0
315,functionally_redundant,-0.05620954259409843,0.9,0,0,0,1
316,stable_endpoint_irrelevant,-0.054306020784577844,0.92,0,1,0,0
316,incremental_representation,0.6380658052709232,0.02,1,0,1,0
316,functionally_redundant,0.021498359373211214,0.32,0,0,0,1
317,stable_endpoint_irrelevant,-0.014365948021466565,0.66,0,1,0,0
317,incremental_representation,0.6353146459689982,0.02,1,0,1,0
317,functionally_redundant,0.03485576154041915,0.22,0,0,0,1
318,stable_endpoint_irrelevant,-0.0007501016384979312,0.46,0,1,0,0
318,incremental_representation,0.6611135096887079,0.02,1,0,1,0
318,functionally_redundant,0.05501280733923657,0.08,0,0,0,1
319,stable_endpoint_irrelevant,-0.06016328197186329,0.96,0,1,0,0
319,incremental_representation,0.670320494791892,0.02,1,0,1,0
319,functionally_redundant,-0.04606705264424228,0.92,0,0,0,1
320,stable_endpoint_irrelevant,0.05750556630030547,0.14,0,1,0,0
320,incremental_representation,0.6356989100106705,0.02,1,0,1,0
320,functionally_redundant,0.010716824296787785,0.44,0,0,0,1
321,stable_endpoint_irrelevant,0.05272436200312225,0.22,0,1,0,0
321,incremental_representation,0.7100076847441762,0.02,1,0,1,0
321,functionally_redundant,0.05067869564269613,0.16,0,0,0,1
322,stable_endpoint_irrelevant,0.007307352268092648,0.36,0,1,0,0
322,incremental_representation,0.6753394158294628,0.02,1,0,1,0
322,functionally_redundant,-0.08951481887335948,1.0,0,0,0,1
323,stable_endpoint_irrelevant,-0.03197926205641278,0.76,0,1,0,0
323,incremental_representation,0.672626401660434,0.02,1,0,1,0
323,functionally_redundant,0.01862172224438681,0.26,0,0,0,1
324,stable_endpoint_irrelevant,-0.012108465856453629,0.58,0,1,0,0
324,incremental_representation,0.634822442313449,0.02,1,0,1,0
324,functionally_redundant,0.01657741890672257,0.4,0,0,0,1
325,stable_endpoint_irrelevant,0.0313908789525433,0.34,0,1,0,0
325,incremental_representation,0.6542783690194965,0.02,1,0,1,0
325,functionally_redundant,-0.04605101100286817,0.92,0,0,0,1
326,stable_endpoint_irrelevant,-0.022779435131765963,0.56,0,1,0,0
326,incremental_representation,0.6430417062250977,0.02,1,0,1,0
326,functionally_redundant,-0.019883373265431853,0.7,0,0,0,1
327,stable_endpoint_irrelevant,0.007181924340494663,0.54,0,1,0,0
327,incremental_representation,0.6409315972135649,0.02,1,0,1,0
327,functionally_redundant,-0.04203175951365129,0.88,0,0,0,1
328,stable_endpoint_irrelevant,0.024903360056702437,0.22,0,1,0,0
328,incremental_representation,0.645622956436831,0.02,1,0,1,0
328,functionally_redundant,0.019123444401197377,0.34,0,0,0,1
329,stable_endpoint_irrelevant,-0.011774913105160687,0.52,0,1,0,0
329,incremental_representation,0.6211121094439847,0.02,1,0,1,0
329,functionally_redundant,-0.06420726051750204,0.94,0,0,0,1
330,stable_endpoint_irrelevant,0.09498389000547655,0.02,1,1,0,0
330,incremental_representation,0.6597834071444215,0.02,1,0,1,0
330,functionally_redundant,0.006704477584066053,0.52,0,0,0,1
331,stable_endpoint_irrelevant,0.01561100527076124,0.42,0,1,0,0
331,incremental_representation,0.6792794376585387,0.02,1,0,1,0
331,functionally_redundant,-0.06443899212265772,0.92,0,0,0,1
332,stable_endpoint_irrelevant,-0.032140542644237054,0.72,0,1,0,0
332,incremental_representation,0.6679283308237918,0.02,1,0,1,0
332,functionally_redundant,-0.00044801484326407147,0.58,0,0,0,1
333,stable_endpoint_irrelevant,0.042599186483872634,0.3,0,1,0,0
333,incremental_representation,0.6207054239464079,0.02,1,0,1,0
333,functionally_redundant,-0.013326349272892769,0.64,0,0,0,1
334,stable_endpoint_irrelevant,0.05909800438486224,0.12,0,1,0,0
334,incremental_representation,0.6211073074842289,0.02,1,0,1,0
334,functionally_redundant,0.023881503881344163,0.24,0,0,0,1
335,stable_endpoint_irrelevant,0.05080445457293281,0.12,0,1,0,0
335,incremental_representation,0.6711168945514172,0.02,1,0,1,0
335,functionally_redundant,0.015725399697221715,0.42,0,0,0,1
336,stable_endpoint_irrelevant,-0.03363010204064067,0.8,0,1,0,0
336,incremental_representation,0.6562128180297415,0.02,1,0,1,0
336,functionally_redundant,-0.006436541770891112,0.58,0,0,0,1
337,stable_endpoint_irrelevant,0.03247699276397996,0.14,0,1,0,0
337,incremental_representation,0.6490702021993053,0.02,1,0,1,0
337,functionally_redundant,0.04642144097484749,0.12,0,0,0,1
338,stable_endpoint_irrelevant,0.03918955772760928,0.24,0,1,0,0
338,incremental_representation,0.6151430511758257,0.02,1,0,1,0
338,functionally_redundant,-0.0037093367869124576,0.56,0,0,0,1
339,stable_endpoint_irrelevant,0.025482386506802637,0.28,0,1,0,0
339,incremental_representation,0.6212913337067121,0.02,1,0,1,0
339,functionally_redundant,0.014700324924317252,0.34,0,0,0,1
340,stable_endpoint_irrelevant,-0.0012122170806820607,0.52,0,1,0,0
340,incremental_representation,0.6179785535966079,0.02,1,0,1,0
340,functionally_redundant,-0.0073155068513130386,0.58,0,0,0,1
341,stable_endpoint_irrelevant,0.002812134472450231,0.56,0,1,0,0
341,incremental_representation,0.639197217967312,0.02,1,0,1,0
341,functionally_redundant,0.009472810239162391,0.48,0,0,0,1
342,stable_endpoint_irrelevant,-0.09923653118894472,0.96,0,1,0,0
342,incremental_representation,0.6635411461106164,0.02,1,0,1,0
342,functionally_redundant,-0.004194155314522009,0.66,0,0,0,1
343,stable_endpoint_irrelevant,-0.03072865035416417,0.74,0,1,0,0
343,incremental_representation,0.6230792108513158,0.02,1,0,1,0
343,functionally_redundant,0.037171947858771086,0.24,0,0,0,1
344,stable_endpoint_irrelevant,-0.04443513287811432,0.86,0,1,0,0
344,incremental_representation,0.6320209662185396,0.02,1,0,1,0
344,functionally_redundant,0.007228132950034189,0.5,0,0,0,1
345,stable_endpoint_irrelevant,0.0009964158104472844,0.48,0,1,0,0
345,incremental_representation,0.6318619971744326,0.02,1,0,1,0
345,functionally_redundant,0.03170909266039718,0.28,0,0,0,1
346,stable_endpoint_irrelevant,-0.04713589214224997,0.88,0,1,0,0
346,incremental_representation,0.6299067165076988,0.02,1,0,1,0
346,functionally_redundant,-0.033037572186853575,0.64,0,0,0,1
347,stable_endpoint_irrelevant,0.043398107821507693,0.14,0,1,0,0
347,incremental_representation,0.6174362322397765,0.02,1,0,1,0
347,functionally_redundant,0.021316162792579505,0.38,0,0,0,1
348,stable_endpoint_irrelevant,0.03291757041309591,0.24,0,1,0,0
348,incremental_representation,0.6365777350262327,0.02,1,0,1,0
348,functionally_redundant,-0.042138209844845675,0.8,0,0,0,1
349,stable_endpoint_irrelevant,-0.05339463626411446,0.92,0,1,0,0
349,incremental_representation,0.6506722755625577,0.02,1,0,1,0
349,functionally_redundant,0.029431953385658405,0.24,0,0,0,1
350,stable_endpoint_irrelevant,0.01630207651351394,0.3,0,1,0,0
350,incremental_representation,0.6480656065804626,0.02,1,0,1,0
350,functionally_redundant,-0.09531954219896763,0.98,0,0,0,1
351,stable_endpoint_irrelevant,-0.05439065249584618,0.9,0,1,0,0
351,incremental_representation,0.6255398139723314,0.02,1,0,1,0
351,functionally_redundant,-0.04700773235531018,0.8,0,0,0,1
352,stable_endpoint_irrelevant,-0.011093369802676455,0.72,0,1,0,0
352,incremental_representation,0.6173305507243345,0.02,1,0,1,0
352,functionally_redundant,0.04603262121004457,0.14,0,0,0,1
353,stable_endpoint_irrelevant,-0.029806948729881464,0.76,0,1,0,0
353,incremental_representation,0.6578870604419074,0.02,1,0,1,0
353,functionally_redundant,-0.005641860563892459,0.54,0,0,0,1
354,stable_endpoint_irrelevant,-0.05083047615947519,0.86,0,1,0,0
354,incremental_representation,0.6748563552012188,0.02,1,0,1,0
354,functionally_redundant,0.06069482214796455,0.18,0,0,0,1
355,stable_endpoint_irrelevant,0.009836027625213104,0.48,0,1,0,0
355,incremental_representation,0.6622498472225327,0.02,1,0,1,0
355,functionally_redundant,-0.05016695077591432,0.9,0,0,0,1
356,stable_endpoint_irrelevant,0.013353941319762586,0.4,0,1,0,0
356,incremental_representation,0.6402595711481617,0.02,1,0,1,0
356,functionally_redundant,0.0015396455761181463,0.52,0,0,0,1
357,stable_endpoint_irrelevant,-0.046329645850317985,0.78,0,1,0,0
357,incremental_representation,0.6422188784885863,0.02,1,0,1,0
357,functionally_redundant,-0.03828305917750679,0.84,0,0,0,1
358,stable_endpoint_irrelevant,0.031625582801748285,0.3,0,1,0,0
358,incremental_representation,0.6198602262182955,0.02,1,0,1,0
358,functionally_redundant,-0.05575337592700455,0.88,0,0,0,1
359,stable_endpoint_irrelevant,-0.031427809107846295,0.8,0,1,0,0
359,incremental_representation,0.6283947560399583,0.02,1,0,1,0
359,functionally_redundant,0.05026565861200842,0.18,0,0,0,1
360,stable_endpoint_irrelevant,-0.009198888276779602,0.58,0,1,0,0
360,incremental_representation,0.6817918516370881,0.02,1,0,1,0
360,functionally_redundant,0.06772230082010429,0.12,0,0,0,1
361,stable_endpoint_irrelevant,0.014586137472254231,0.44,0,1,0,0
361,incremental_representation,0.6575956591758,0.02,1,0,1,0
361,functionally_redundant,-0.0011927524882860644,0.42,0,0,0,1
362,stable_endpoint_irrelevant,-0.06660710356139242,0.94,0,1,0,0
362,incremental_representation,0.6199698819044521,0.02,1,0,1,0
362,functionally_redundant,-0.04089166902893285,0.96,0,0,0,1
363,stable_endpoint_irrelevant,0.03902441255102828,0.22,0,1,0,0
363,incremental_representation,0.6362010427680027,0.02,1,0,1,0
363,functionally_redundant,0.054065006054794966,0.1,0,0,0,1
364,stable_endpoint_irrelevant,-0.0356490642801066,0.82,0,1,0,0
364,incremental_representation,0.6423492602734739,0.02,1,0,1,0
364,functionally_redundant,0.017242445782314465,0.38,0,0,0,1
365,stable_endpoint_irrelevant,0.051013393375770794,0.1,0,1,0,0
365,incremental_representation,0.6710259143804073,0.02,1,0,1,0
365,functionally_redundant,-0.05885205128387644,0.88,0,0,0,1
366,stable_endpoint_irrelevant,0.010380807514923141,0.32,0,1,0,0
366,incremental_representation,0.6690467240249892,0.02,1,0,1,0
366,functionally_redundant,0.02875168137366109,0.2,0,0,0,1
367,stable_endpoint_irrelevant,-0.04509046130793296,0.84,0,1,0,0
367,incremental_representation,0.6769040491532621,0.02,1,0,1,0
367,functionally_redundant,-0.01426277076084444,0.64,0,0,0,1
368,stable_endpoint_irrelevant,-0.036658928410611136,0.82,0,1,0,0
368,incremental_representation,0.6397704403446369,0.02,1,0,1,0
368,functionally_redundant,0.038515937081471115,0.2,0,0,0,1
369,stable_endpoint_irrelevant,0.08060680506981294,0.06,0,1,0,0
369,incremental_representation,0.6577902502090738,0.02,1,0,1,0
369,functionally_redundant,0.04287737278805902,0.22,0,0,0,1
370,stable_endpoint_irrelevant,0.022742153259722946,0.3,0,1,0,0
370,incremental_representation,0.6573062817812989,0.02,1,0,1,0
370,functionally_redundant,-0.032190840599098235,0.76,0,0,0,1
371,stable_endpoint_irrelevant,0.014286667475092928,0.42,0,1,0,0
371,incremental_representation,0.6184190667815618,0.02,1,0,1,0
371,functionally_redundant,0.04432829849243555,0.26,0,0,0,1
372,stable_endpoint_irrelevant,-0.08190613682723098,0.96,0,1,0,0
372,incremental_representation,0.6419279622204914,0.02,1,0,1,0
372,functionally_redundant,0.002126245201452834,0.5,0,0,0,1
373,stable_endpoint_irrelevant,0.027056239781310148,0.4,0,1,0,0
373,incremental_representation,0.6326646437120369,0.02,1,0,1,0
373,functionally_redundant,-0.059163103178835996,0.88,0,0,0,1
374,stable_endpoint_irrelevant,0.08199238327528292,0.06,0,1,0,0
374,incremental_representation,0.6275446825880792,0.02,1,0,1,0
374,functionally_redundant,0.05678849108418742,0.1,0,0,0,1
375,stable_endpoint_irrelevant,-0.04183530418490396,0.84,0,1,0,0
375,incremental_representation,0.6679757307246139,0.02,1,0,1,0
375,functionally_redundant,-0.0326054358684427,0.86,0,0,0,1
376,stable_endpoint_irrelevant,0.01590312853192908,0.32,0,1,0,0
376,incremental_representation,0.6517644865002165,0.02,1,0,1,0
376,functionally_redundant,-0.0020098889037196838,0.48,0,0,0,1
377,stable_endpoint_irrelevant,-0.06327651608724802,0.92,0,1,0,0
377,incremental_representation,0.6705458879588995,0.02,1,0,1,0
377,functionally_redundant,-0.06573107564695199,0.96,0,0,0,1
378,stable_endpoint_irrelevant,0.013216445858498748,0.34,0,1,0,0
378,incremental_representation,0.6554857038681976,0.02,1,0,1,0
378,functionally_redundant,0.05628296256782217,0.12,0,0,0,1
379,stable_endpoint_irrelevant,0.017321362806741812,0.34,0,1,0,0
379,incremental_representation,0.6931563365384739,0.02,1,0,1,0
379,functionally_redundant,0.0014803777687053214,0.5,0,0,0,1
380,stable_endpoint_irrelevant,-0.007247596621485813,0.64,0,1,0,0
380,incremental_representation,0.6675710671318815,0.02,1,0,1,0
380,functionally_redundant,0.00622253954451641,0.36,0,0,0,1
381,stable_endpoint_irrelevant,0.040838725295150424,0.24,0,1,0,0
381,incremental_representation,0.6578348400891069,0.02,1,0,1,0
381,functionally_redundant,0.0669526629912527,0.08,0,0,0,1
382,stable_endpoint_irrelevant,-0.041165364393263404,0.84,0,1,0,0
382,incremental_representation,0.637716689855565,0.02,1,0,1,0
382,functionally_redundant,0.03382517578179547,0.16,0,0,0,1
383,stable_endpoint_irrelevant,0.10028940797899545,0.02,1,1,0,0
383,incremental_representation,0.654492547535257,0.02,1,0,1,0
383,functionally_redundant,-0.010886198714674073,0.6,0,0,0,1
384,stable_endpoint_irrelevant,-0.02142973914569652,0.54,0,1,0,0
384,incremental_representation,0.6704740580155452,0.02,1,0,1,0
384,functionally_redundant,0.07575098939592517,0.14,0,0,0,1
385,stable_endpoint_irrelevant,0.025458314047967955,0.32,0,1,0,0
385,incremental_representation,0.6247285582175766,0.02,1,0,1,0
385,functionally_redundant,-0.07813920253137127,0.98,0,0,0,1
386,stable_endpoint_irrelevant,0.016722019218953083,0.34,0,1,0,0
386,incremental_representation,0.6429750976316475,0.02,1,0,1,0
386,functionally_redundant,0.04168551563669757,0.26,0,0,0,1
387,stable_endpoint_irrelevant,0.03524805679498923,0.22,0,1,0,0
387,incremental_representation,0.6504967492153738,0.02,1,0,1,0
387,functionally_redundant,0.035552291647716214,0.3,0,0,0,1
388,stable_endpoint_irrelevant,-0.002912614492608186,0.58,0,1,0,0
388,incremental_representation,0.6045545423272625,0.02,1,0,1,0
388,functionally_redundant,0.061538482630328066,0.16,0,0,0,1
389,stable_endpoint_irrelevant,0.06661226285449964,0.04,1,1,0,0
389,incremental_representation,0.6596938847943752,0.02,1,0,1,0
389,functionally_redundant,-0.02849600383457928,0.78,0,0,0,1
390,stable_endpoint_irrelevant,-0.020257353066801646,0.72,0,1,0,0
390,incremental_representation,0.62585194076176,0.02,1,0,1,0
390,functionally_redundant,-0.040847053850765105,0.94,0,0,0,1
391,stable_endpoint_irrelevant,-0.012769348298182218,0.64,0,1,0,0
391,incremental_representation,0.6432618156979626,0.02,1,0,1,0
391,functionally_redundant,-0.013032599668965228,0.68,0,0,0,1
392,stable_endpoint_irrelevant,-0.015621666904359987,0.64,0,1,0,0
392,incremental_representation,0.6008973772635673,0.02,1,0,1,0
392,functionally_redundant,-0.006881467594644459,0.58,0,0,0,1
393,stable_endpoint_irrelevant,-0.005942416601510705,0.5,0,1,0,0
393,incremental_representation,0.6392830930453416,0.02,1,0,1,0
393,functionally_redundant,0.01337329836486541,0.44,0,0,0,1
394,stable_endpoint_irrelevant,-0.02630706284520282,0.72,0,1,0,0
394,incremental_representation,0.6542396317687635,0.02,1,0,1,0
394,functionally_redundant,-0.03297435083893621,0.76,0,0,0,1
395,stable_endpoint_irrelevant,0.07984112623062248,0.02,1,1,0,0
395,incremental_representation,0.6311256575335109,0.02,1,0,1,0
395,functionally_redundant,0.0019452621523070729,0.5,0,0,0,1
396,stable_endpoint_irrelevant,-0.06385641778869469,0.94,0,1,0,0
396,incremental_representation,0.6100377952769669,0.02,1,0,1,0
396,functionally_redundant,0.029620881343224083,0.22,0,0,0,1
397,stable_endpoint_irrelevant,0.0788888029951044,0.02,1,1,0,0
397,incremental_representation,0.6319563420036394,0.02,1,0,1,0
397,functionally_redundant,0.01995857266492311,0.28,0,0,0,1
398,stable_endpoint_irrelevant,0.008326654889091192,0.38,0,1,0,0
398,incremental_representation,0.6692670668966436,0.02,1,0,1,0
398,functionally_redundant,-0.02630462090832563,0.72,0,0,0,1
399,stable_endpoint_irrelevant,-0.028472143209069208,0.78,0,1,0,0
399,incremental_representation,0.6363082223189194,0.02,1,0,1,0
399,functionally_redundant,0.02864774174916939,0.22,0,0,0,1
400,stable_endpoint_irrelevant,-0.03251463116408191,0.8,0,1,0,0
400,incremental_representation,0.6106471922964569,0.02,1,0,1,0
400,functionally_redundant,-0.010974215885141851,0.6,0,0,0,1
401,stable_endpoint_irrelevant,-0.006240367173089226,0.7,0,1,0,0
401,incremental_representation,0.6554190210985033,0.02,1,0,1,0
401,functionally_redundant,-0.020947452956497893,0.72,0,0,0,1
402,stable_endpoint_irrelevant,-0.049632577733158365,0.82,0,1,0,0
402,incremental_representation,0.6248767608203825,0.02,1,0,1,0
402,functionally_redundant,-0.012246482452736237,0.56,0,0,0,1
403,stable_endpoint_irrelevant,-0.08063324702747642,0.92,0,1,0,0
403,incremental_representation,0.5843570781883984,0.02,1,0,1,0
403,functionally_redundant,-0.013218576425936865,0.66,0,0,0,1
404,stable_endpoint_irrelevant,0.03844492658679642,0.18,0,1,0,0
404,incremental_representation,0.6053047803627054,0.02,1,0,1,0
404,functionally_redundant,0.05991179216513307,0.12,0,0,0,1
405,stable_endpoint_irrelevant,0.03831235825568177,0.3,0,1,0,0
405,incremental_representation,0.644024366326416,0.02,1,0,1,0
405,functionally_redundant,-0.02131533093666578,0.72,0,0,0,1
406,stable_endpoint_irrelevant,-0.04422025928536101,0.76,0,1,0,0
406,incremental_representation,0.6883283566376277,0.02,1,0,1,0
406,functionally_redundant,-0.02733904925146473,0.74,0,0,0,1
407,stable_endpoint_irrelevant,-0.041231078524670645,0.78,0,1,0,0
407,incremental_representation,0.5956143302464325,0.02,1,0,1,0
407,functionally_redundant,-0.04898676648951317,0.86,0,0,0,1
408,stable_endpoint_irrelevant,-0.004208393770840417,0.62,0,1,0,0
408,incremental_representation,0.6492658631512946,0.02,1,0,1,0
408,functionally_redundant,0.02055687501194047,0.48,0,0,0,1
409,stable_endpoint_irrelevant,-0.014190460493363553,0.7,0,1,0,0
409,incremental_representation,0.640523825422211,0.02,1,0,1,0
409,functionally_redundant,-0.05600025596436557,0.92,0,0,0,1
410,stable_endpoint_irrelevant,-0.02304947329501393,0.64,0,1,0,0
410,incremental_representation,0.6780142333019583,0.02,1,0,1,0
410,functionally_redundant,0.023505828897739167,0.36,0,0,0,1
411,stable_endpoint_irrelevant,-0.06674427919736806,0.98,0,1,0,0
411,incremental_representation,0.6450179172687114,0.02,1,0,1,0
411,functionally_redundant,0.0032190769459397375,0.56,0,0,0,1
412,stable_endpoint_irrelevant,-0.07812633583132816,0.92,0,1,0,0
412,incremental_representation,0.6616164348637048,0.02,1,0,1,0
412,functionally_redundant,-0.03208196588156103,0.78,0,0,0,1
413,stable_endpoint_irrelevant,0.006578540051878155,0.54,0,1,0,0
413,incremental_representation,0.6503435960016987,0.02,1,0,1,0
413,functionally_redundant,0.01603961211022662,0.3,0,0,0,1
414,stable_endpoint_irrelevant,0.006994314008725452,0.46,0,1,0,0
414,incremental_representation,0.6880580820328682,0.02,1,0,1,0
414,functionally_redundant,-0.095917206858677,1.0,0,0,0,1
415,stable_endpoint_irrelevant,0.013372980958907224,0.28,0,1,0,0
415,incremental_representation,0.670046056147621,0.02,1,0,1,0
415,functionally_redundant,-0.039883588867628154,0.82,0,0,0,1
416,stable_endpoint_irrelevant,-0.07925432628480181,0.94,0,1,0,0
416,incremental_representation,0.654698728915903,0.02,1,0,1,0
416,functionally_redundant,-0.0678890098939483,0.96,0,0,0,1
417,stable_endpoint_irrelevant,-0.03220898788075831,0.74,0,1,0,0
417,incremental_representation,0.5998420354793799,0.02,1,0,1,0
417,functionally_redundant,-0.014806051206065797,0.64,0,0,0,1
418,stable_endpoint_irrelevant,0.07620531954364439,0.04,1,1,0,0
418,incremental_representation,0.6217147331264149,0.02,1,0,1,0
418,functionally_redundant,-0.024201781080338734,0.76,0,0,0,1
419,stable_endpoint_irrelevant,0.007439857866341295,0.52,0,1,0,0
419,incremental_representation,0.6381284032120278,0.02,1,0,1,0
419,functionally_redundant,-0.02257225900587364,0.76,0,0,0,1
420,stable_endpoint_irrelevant,0.007102363713192471,0.4,0,1,0,0
420,incremental_representation,0.5933326993569799,0.02,1,0,1,0
420,functionally_redundant,-0.05474769575798958,0.9,0,0,0,1
421,stable_endpoint_irrelevant,0.008996469324365796,0.5,0,1,0,0
421,incremental_representation,0.6557471474680915,0.02,1,0,1,0
