dataset,target_subject,token_seed,is_confirm4f,alpha,is_alpha_star,k,lam,bacc_orig,bacc_injected,induced_harm,E0_recovery,E4_inj_bacc,E4_cln_bacc,E4_raw_rec,E4_netted_rec,E1_inj_bacc,E1_cln_bacc,E1_raw_rec,E1_netted_rec,E2_netted_rec,E3_inj_bacc,E3_cln_bacc,E3_raw_rec,E3_netted_rec,ERASE_inj_bacc,ERASE_cln_bacc,ERASE_raw_rec,ERASE_netted_rec
BNCI2014_001,6,20260727,True,2.0,False,2,0.5,0.2865,0.2743,0.0122,1.0,0.3194,0.2986,3.7143,2.7143,0.3073,0.2951,2.7143,2.0,0.8571,0.2674,0.2882,-0.5714,-0.7143,0.2448,0.2448,-2.4286,1.0
BNCI2014_001,6,20260728,True,0.5,False,2,0.5,0.2865,0.2934,-0.0069,1.0,0.3003,0.2986,-1.0,0.75,0.3003,0.2969,-1.0,0.5,0.75,0.2917,0.2882,0.25,0.5,0.2865,0.2847,1.0,0.75
BNCI2014_001,6,20260728,True,1.0,True,2,0.5,0.2865,0.2934,-0.0069,1.0,0.3056,0.2986,-1.75,-0.0,0.2934,0.2986,-0.0,1.75,0.5,0.2951,0.2899,-0.25,0.25,0.2865,0.283,1.0,0.5
BNCI2014_001,6,20260728,True,1.5,False,2,0.5,0.2865,0.2865,-0.0,,0.3108,0.2986,,,0.2986,0.3038,,,,0.2865,0.2882,,,0.2726,0.2708,,
BNCI2014_001,6,20260728,True,2.0,False,2,0.5,0.2865,0.2865,-0.0,,0.3125,0.2986,,,0.2986,0.3021,,,,0.2882,0.2882,,,0.2708,0.2691,,
BNCI2014_001,7,0,False,0.5,False,2,1.0,0.2587,0.2604,-0.0017,1.0,0.2778,0.2778,-10.0,1.0,0.2656,0.2674,-3.0,2.0,3.0,0.2622,0.2587,-1.0,-1.0,0.2743,0.276,-8.0,2.0
BNCI2014_001,7,0,False,1.0,True,2,1.0,0.2587,0.2778,-0.0191,1.0,0.2778,0.2778,-0.0,1.0,0.2708,0.2726,0.3636,1.0909,0.3636,0.2726,0.2587,0.2727,0.2727,0.2587,0.2726,1.0,1.7273
BNCI2014_001,7,0,False,1.5,False,2,1.0,0.2587,0.2639,-0.0052,1.0,0.2778,0.2778,-2.6667,1.0,0.2639,0.2691,-0.0,2.0,3.6667,0.2726,0.2604,-1.6667,-1.3333,0.2396,0.2656,4.6667,6.0
BNCI2014_001,7,0,False,2.0,False,2,1.0,0.2587,0.2517,0.0069,1.0,0.2778,0.2778,3.75,1.0,0.2604,0.2708,1.25,-0.5,-5.25,0.2535,0.2569,0.25,0.5,0.2465,0.2691,-0.75,-2.25
BNCI2014_001,7,20260721,True,0.5,False,2,1.0,0.2587,0.2691,-0.0104,1.0,0.2778,0.2778,-0.8333,1.0,0.2656,0.2656,0.3333,1.0,0.6667,0.2656,0.2587,0.3333,0.3333,0.2569,0.2604,1.1667,1.3333
BNCI2014_001,7,20260721,True,1.0,False,2,1.0,0.2587,0.2726,-0.0139,1.0,0.2778,0.2778,-0.375,1.0,0.2726,0.2726,-0.0,1.0,-0.625,0.276,0.2604,-0.25,-0.125,0.2552,0.2656,1.25,1.75
BNCI2014_001,7,20260721,True,1.5,True,2,1.0,0.2587,0.2899,-0.0312,1.0,0.2778,0.2778,0.3889,1.0,0.2865,0.2743,0.1111,0.6111,0.7778,0.2899,0.2569,-0.0,-0.0556,0.2951,0.2812,-0.1667,0.5556
BNCI2014_001,7,20260721,True,2.0,False,2,1.0,0.2587,0.3021,-0.0434,1.0,0.2778,0.2778,0.56,1.0,0.3021,0.2691,-0.0,0.24,0.68,0.2986,0.2604,0.08,0.12,0.3056,0.2604,-0.08,-0.04
BNCI2014_001,7,20260722,True,0.5,False,4,1.0,0.2587,0.2726,-0.0139,1.0,0.2778,0.2778,-0.375,1.0,0.2743,0.2708,-0.125,0.75,0.25,0.2726,0.2674,-0.0,0.625,0.2674,0.2674,0.375,1.0
BNCI2014_001,7,20260722,True,1.0,False,4,1.0,0.2587,0.2795,-0.0208,1.0,0.2778,0.2778,0.0833,1.0,0.2812,0.2604,-0.0833,-0.0,0.5833,0.2726,0.2569,0.3333,0.25,0.2778,0.2778,0.0833,1.0
BNCI2014_001,7,20260722,True,1.5,True,4,1.0,0.2587,0.2639,-0.0052,1.0,0.2778,0.2778,-2.6667,1.0,0.283,0.2708,-3.6667,-1.3333,0.6667,0.2847,0.2604,-4.0,-3.6667,0.2639,0.2639,-0.0,1.0
BNCI2014_001,7,20260722,True,2.0,False,4,1.0,0.2587,0.2448,0.0139,1.0,0.2778,0.2778,2.375,1.0,0.2587,0.2708,1.0,0.125,-1.25,0.2465,0.2656,0.125,-0.375,0.2569,0.2795,0.875,-0.625
BNCI2014_001,7,20260723,True,0.5,False,4,1.0,0.2587,0.2639,-0.0052,1.0,0.2778,0.2778,-2.6667,1.0,0.2726,0.276,-1.6667,1.6667,0.3333,0.2726,0.2604,-1.6667,-1.3333,0.2708,0.2691,-1.3333,0.6667
BNCI2014_001,7,20260723,True,1.0,True,4,1.0,0.2587,0.2847,-0.026,1.0,0.2778,0.2778,0.2667,1.0,0.283,0.2708,0.0667,0.5333,0.8667,0.2865,0.2569,-0.0667,-0.1333,0.2656,0.2656,0.7333,1.0
BNCI2014_001,7,20260723,True,1.5,False,4,1.0,0.2587,0.3125,-0.0538,1.0,0.2778,0.2778,0.6452,1.0,0.2865,0.2708,0.4839,0.7097,0.8387,0.3194,0.2622,-0.129,-0.0645,0.2708,0.2726,0.7742,1.0323
BNCI2014_001,7,20260723,True,2.0,False,4,1.0,0.2587,0.3247,-0.066,1.0,0.2778,0.2778,0.7105,1.0,0.2847,0.2743,0.6053,0.8421,1.2368,0.3264,0.2604,-0.0263,-0.0,0.2743,0.2552,0.7632,0.7105
BNCI2014_001,7,20260724,True,0.5,False,1,0.5,0.2587,0.2691,-0.0104,1.0,0.2622,0.2743,0.6667,2.1667,0.2674,0.2604,0.1667,0.3333,1.0,0.2656,0.2587,0.3333,0.3333,0.2795,0.2726,-1.0,0.3333
BNCI2014_001,7,20260724,True,1.0,True,1,0.5,0.2587,0.2812,-0.0226,1.0,0.2795,0.2743,0.0769,0.7692,0.2795,0.2639,0.0769,0.3077,0.3077,0.2795,0.2587,0.0769,0.0769,0.2865,0.2674,-0.2308,0.1538
BNCI2014_001,7,20260724,True,1.5,False,1,0.5,0.2587,0.2986,-0.0399,1.0,0.2865,0.2743,0.3043,0.6957,0.2899,0.2604,0.2174,0.2609,0.7391,0.2969,0.2587,0.0435,0.0435,0.2917,0.2604,0.1739,0.2174
BNCI2014_001,7,20260724,True,2.0,False,1,0.5,0.2587,0.3073,-0.0486,1.0,0.2986,0.2743,0.1786,0.5,0.3003,0.2604,0.1429,0.1786,0.4643,0.2986,0.2587,0.1786,0.1786,0.3073,0.2535,-0.0,-0.1071
BNCI2014_001,7,20260725,True,0.5,False,2,0.5,0.2587,0.2604,-0.0017,1.0,0.2708,0.2743,-6.0,3.0,0.2674,0.2691,-4.0,2.0,-0.0,0.2622,0.2587,-1.0,-1.0,0.2587,0.2604,1.0,2.0
BNCI2014_001,7,20260725,True,1.0,False,2,0.5,0.2587,0.2569,0.0017,1.0,0.2622,0.2743,3.0,-6.0,0.2604,0.2656,2.0,-2.0,-3.0,0.2552,0.2604,-1.0,-2.0,0.2569,0.2674,-0.0,-5.0
BNCI2014_001,7,20260725,True,1.5,True,2,0.5,0.2587,0.2552,0.0035,1.0,0.2622,0.2743,2.0,-2.5,0.2622,0.2656,2.0,0.0,-6.0,0.2552,0.2604,0.0,-0.5,0.2517,0.2726,-1.0,-5.0
BNCI2014_001,7,20260725,True,2.0,False,2,0.5,0.2587,0.2517,0.0069,1.0,0.2587,0.2743,1.0,-1.25,0.2622,0.2691,1.5,0.0,-2.0,0.25,0.2587,-0.25,-0.25,0.2517,0.2726,0.0,-2.0
BNCI2014_001,7,20260726,True,0.5,False,4,0.5,0.2587,0.2552,0.0035,1.0,0.2726,0.2743,5.0,0.5,0.2708,0.2656,4.5,2.5,3.0,0.2604,0.2622,1.5,0.5,0.2656,0.2726,3.0,-1.0
BNCI2014_001,7,20260726,True,1.0,True,4,0.5,0.2587,0.2552,0.0035,1.0,0.276,0.2743,6.0,1.5,0.2656,0.2708,3.0,-0.5,3.0,0.2604,0.2604,1.5,1.0,0.2569,0.2674,0.5,-2.0
BNCI2014_001,7,20260726,True,1.5,False,4,0.5,0.2587,0.2552,0.0035,1.0,0.2674,0.2743,3.5,-1.0,0.2587,0.2708,1.0,-2.5,-3.0,0.2622,0.2604,2.0,1.5,0.2517,0.2535,-1.0,0.5
BNCI2014_001,7,20260726,True,2.0,False,4,0.5,0.2587,0.2569,0.0017,1.0,0.2587,0.2743,1.0,-8.0,0.2622,0.2708,3.0,-4.0,-19.0,0.2517,0.2604,-3.0,-4.0,0.2483,0.2517,-5.0,-1.0
BNCI2014_001,7,20260727,True,0.5,False,1,1.0,0.2587,0.2639,-0.0052,1.0,0.2778,0.2778,-2.6667,1.0,0.2656,0.2656,-0.3333,1.0,2.0,0.2656,0.2587,-0.3333,-0.3333,0.2552,0.2604,1.6667,2.0
BNCI2014_001,7,20260727,True,1.0,False,1,1.0,0.2587,0.276,-0.0174,1.0,0.2778,0.2778,-0.1,1.0,0.2708,0.2622,0.3,0.5,0.7,0.2795,0.2587,-0.2,-0.2,0.2569,0.2535,1.1,0.8
BNCI2014_001,7,20260727,True,1.5,False,1,1.0,0.2587,0.2743,-0.0156,1.0,0.2778,0.2778,-0.2222,1.0,0.2917,0.2708,-1.1111,-0.3333,0.6667,0.2743,0.2604,-0.0,0.1111,0.25,0.2587,1.5556,1.5556
BNCI2014_001,7,20260727,True,2.0,True,1,1.0,0.2587,0.2465,0.0122,1.0,0.2778,0.2778,2.5714,1.0,0.2743,0.2674,2.2857,1.5714,-0.8571,0.2517,0.2587,0.4286,0.4286,0.25,0.2622,0.2857,0.0
BNCI2014_001,7,20260728,True,0.5,False,1,1.0,0.2587,0.2639,-0.0052,1.0,0.2778,0.2778,-2.6667,1.0,0.2604,0.2622,0.6667,1.3333,1.0,0.2604,0.2587,0.6667,0.6667,0.2795,0.283,-3.0,1.6667
BNCI2014_001,7,20260728,True,1.0,True,1,1.0,0.2587,0.2726,-0.0139,1.0,0.2778,0.2778,-0.375,1.0,0.2639,0.2587,0.625,0.625,0.875,0.2743,0.2587,-0.125,-0.125,0.2674,0.2726,0.375,1.375
BNCI2014_001,7,20260728,True,1.5,False,1,1.0,0.2587,0.2604,-0.0017,1.0,0.2778,0.2778,-10.0,1.0,0.2778,0.2587,-10.0,-10.0,-2.0,0.2587,0.2587,1.0,1.0,0.2535,0.2691,4.0,10.0
BNCI2014_001,7,20260728,True,2.0,False,1,1.0,0.2587,0.25,0.0087,1.0,0.2778,0.2778,3.2,1.0,0.2587,0.2569,1.0,1.2,-0.6,0.25,0.2604,0.0,-0.2,0.2431,0.2708,-0.8,-2.2
BNCI2014_001,8,0,False,0.5,False,1,0.5,0.4965,0.5,-0.0035,1.0,0.5243,0.5226,-7.0,0.5,0.5208,0.5243,-6.0,2.0,1.5,0.5035,0.5,-1.0,-0.0,0.4688,0.4809,9.0,4.5
BNCI2014_001,8,0,False,1.0,True,1,0.5,0.4965,0.5104,-0.0139,1.0,0.5295,0.5226,-1.375,0.5,0.5174,0.5243,-0.5,1.5,1.625,0.5104,0.4948,-0.0,-0.125,0.4531,0.4757,4.125,2.625
BNCI2014_001,8,0,False,1.5,False,1,0.5,0.4965,0.5,-0.0035,1.0,0.5226,0.5226,-6.5,1.0,0.5122,0.5278,-3.5,5.5,5.5,0.5,0.4965,-0.0,-0.0,0.441,0.4792,17.0,12.0
BNCI2014_001,8,0,False,2.0,False,1,0.5,0.4965,0.4931,0.0035,1.0,0.5243,0.5226,9.0,1.5,0.4983,0.5278,1.5,-7.5,-4.5,0.4913,0.4948,-0.5,0.0,0.4323,0.4757,-17.5,-11.5
BNCI2014_001,8,20260721,True,0.5,False,4,1.0,0.4965,0.5017,-0.0052,1.0,0.5174,0.5174,-3.0,1.0,0.5139,0.5122,-2.3333,0.6667,0.0,0.5052,0.4913,-0.6667,-1.6667,0.4427,0.4253,11.3333,-2.3333
BNCI2014_001,8,20260721,True,1.0,True,4,1.0,0.4965,0.5052,-0.0087,1.0,0.5174,0.5174,-1.4,1.0,0.5122,0.5139,-0.8,1.2,1.2,0.4983,0.4896,0.8,0.0,0.4271,0.4219,9.0,0.4
BNCI2014_001,8,20260721,True,1.5,False,4,1.0,0.4965,0.5156,-0.0191,1.0,0.5174,0.5174,-0.0909,1.0,0.5122,0.5139,0.1818,1.0909,1.1818,0.5139,0.4913,0.0909,-0.1818,0.408,0.4028,5.6364,0.7273
BNCI2014_001,8,20260721,True,2.0,False,4,1.0,0.4965,0.5035,-0.0069,1.0,0.5174,0.5174,-2.0,1.0,0.5156,0.5122,-1.75,0.5,1.5,0.5174,0.5087,-2.0,-0.25,0.3958,0.3924,15.5,0.5
BNCI2014_001,8,20260722,True,0.5,False,4,0.5,0.4965,0.5017,-0.0052,1.0,0.5226,0.5226,-4.0,1.0,0.5278,0.5312,-5.0,1.6667,1.3333,0.4983,0.4965,0.6667,0.6667,0.4531,0.4618,9.3333,2.6667
BNCI2014_001,8,20260722,True,1.0,True,4,0.5,0.4965,0.5122,-0.0156,1.0,0.5278,0.5226,-1.0,0.6667,0.5226,0.5278,-0.6667,1.3333,0.6667,0.5122,0.4913,-0.0,-0.3333,0.4705,0.4566,2.6667,0.1111
BNCI2014_001,8,20260722,True,1.5,False,4,0.5,0.4965,0.5069,-0.0104,1.0,0.5226,0.5226,-1.5,1.0,0.5208,0.5174,-1.3333,0.6667,2.0,0.5017,0.4983,0.5,0.6667,0.4601,0.4479,4.5,-0.1667
BNCI2014_001,8,20260722,True,2.0,False,4,0.5,0.4965,0.4983,-0.0017,1.0,0.5278,0.5226,-17.0,-2.0,0.5104,0.5208,-7.0,7.0,4.0,0.5,0.4948,-1.0,-2.0,0.4792,0.4479,11.0,-17.0
BNCI2014_001,8,20260723,True,0.5,False,4,0.5,0.4965,0.4722,0.0243,1.0,0.5191,0.5226,1.9286,0.8571,0.5208,0.5295,2.0,0.6429,0.5714,0.4861,0.4965,0.5714,0.5714,0.4323,0.434,-1.6429,0.9286
BNCI2014_001,8,20260723,True,1.0,True,4,0.5,0.4965,0.4549,0.0417,1.0,0.5104,0.5226,1.3333,0.7083,0.5087,0.5312,1.2917,0.4583,0.4583,0.4549,0.4983,0.0,-0.0417,0.4236,0.4306,-0.75,0.8333
BNCI2014_001,8,20260723,True,1.5,False,4,0.5,0.4965,0.4323,0.0642,1.0,0.5087,0.5226,1.1892,0.7838,0.4948,0.526,0.973,0.5135,0.3514,0.4444,0.4948,0.1892,0.2162,0.4201,0.4358,-0.1892,0.7568
BNCI2014_001,8,20260723,True,2.0,False,4,0.5,0.4965,0.4045,0.092,1.0,0.4913,0.5226,0.9434,0.6604,0.4705,0.526,0.717,0.3962,0.434,0.4219,0.5,0.1887,0.1509,0.4097,0.4358,0.0566,0.717
BNCI2014_001,8,20260724,True,0.5,False,2,1.0,0.4965,0.4757,0.0208,1.0,0.5174,0.5174,2.0,1.0,0.5104,0.5122,1.6667,0.9167,1.0833,0.474,0.4965,-0.0833,-0.0833,0.474,0.4722,-0.0833,1.0833
BNCI2014_001,8,20260724,True,1.0,True,2,1.0,0.4965,0.4566,0.0399,1.0,0.5174,0.5174,1.5217,1.0,0.5087,0.5069,1.3043,1.0435,0.9565,0.4566,0.4965,0.0,0.0,0.4705,0.4757,0.3478,0.8696
BNCI2014_001,8,20260724,True,1.5,False,2,1.0,0.4965,0.4115,0.0851,1.0,0.5174,0.5174,1.2449,1.0,0.5191,0.5069,1.2653,1.1429,1.0204,0.4306,0.4896,0.2245,0.3061,0.4705,0.467,0.6939,1.0408
BNCI2014_001,8,20260724,True,2.0,False,2,1.0,0.4965,0.3976,0.099,1.0,0.5174,0.5174,1.2105,1.0,0.5174,0.5156,1.2105,1.0175,0.9649,0.3976,0.4948,0.0,0.0175,0.4705,0.4688,0.7368,1.0175
BNCI2014_001,8,20260725,True,0.5,False,2,0.5,0.4965,0.4722,0.0243,1.0,0.5208,0.5226,2.0,0.9286,0.5208,0.526,2.0,0.7857,0.7857,0.4774,0.4913,0.2143,0.4286,0.4514,0.4583,-0.8571,0.7143
BNCI2014_001,8,20260725,True,1.0,False,2,0.5,0.4965,0.4531,0.0434,1.0,0.5139,0.5226,1.4,0.8,0.5139,0.526,1.4,0.72,0.6,0.4549,0.4965,0.04,0.04,0.4253,0.4549,-0.64,0.32
BNCI2014_001,8,20260725,True,1.5,True,2,0.5,0.4965,0.4271,0.0694,1.0,0.5104,0.5226,1.2,0.825,0.5035,0.5312,1.1,0.6,0.525,0.4375,0.4965,0.15,0.15,0.3941,0.4115,-0.475,0.75
BNCI2014_001,8,20260725,True,2.0,False,2,0.5,0.4965,0.4028,0.0938,1.0,0.5017,0.5226,1.0556,0.7778,0.4861,0.5278,0.8889,0.5556,0.6111,0.4097,0.4896,0.0741,0.1481,0.3924,0.4045,-0.1111,0.8704
BNCI2014_001,8,20260726,True,0.5,False,1,1.0,0.4965,0.5035,-0.0069,1.0,0.5174,0.5174,-2.0,1.0,0.5104,0.5226,-1.0,2.75,2.0,0.5035,0.4965,-0.0,-0.0,0.4826,0.4774,3.0,0.25
BNCI2014_001,8,20260726,True,1.0,False,1,1.0,0.4965,0.5087,-0.0122,1.0,0.5174,0.5174,-0.7143,1.0,0.5174,0.5156,-0.7143,0.8571,1.7143,0.5052,0.4965,0.2857,0.2857,0.4757,0.4809,2.7143,1.4286
BNCI2014_001,8,20260726,True,1.5,True,1,1.0,0.4965,0.5104,-0.0139,1.0,0.5174,0.5174,-0.5,1.0,0.5174,0.5174,-0.5,1.0,1.25,0.526,0.5139,-1.125,0.125,0.4809,0.474,2.125,0.5
BNCI2014_001,8,20260726,True,2.0,False,1,1.0,0.4965,0.5139,-0.0174,1.0,0.5174,0.5174,-0.2,1.0,0.5104,0.5191,0.2,1.5,0.6,0.5069,0.4948,0.4,0.3,0.4913,0.4705,1.3,-0.2
BNCI2014_001,8,20260727,True,0.5,False,2,1.0,0.4965,0.4965,0.0,,0.5174,0.5174,,,0.5122,0.5087,,,,0.5069,0.5,,,0.4826,0.467,,
BNCI2014_001,8,20260727,True,1.0,True,2,1.0,0.4965,0.5,-0.0035,1.0,0.5174,0.5174,-5.0,1.0,0.5156,0.5069,-4.5,-1.5,0.5,0.5017,0.4931,-0.5,-1.5,0.4774,0.4653,6.5,-2.5
BNCI2014_001,8,20260727,True,1.5,False,2,1.0,0.4965,0.5087,-0.0122,1.0,0.5174,0.5174,-0.7143,1.0,0.5087,0.5208,-0.0,2.0,0.5714,0.5069,0.4965,0.1429,0.1429,0.4097,0.4149,8.1429,1.4286
BNCI2014_001,8,20260727,True,2.0,False,2,1.0,0.4965,0.5035,-0.0069,1.0,0.5174,0.5174,-2.0,1.0,0.5122,0.5191,-1.25,2.0,-0.0,0.5017,0.4931,0.25,-0.25,0.3889,0.3941,16.5,1.75
BNCI2014_001,8,20260728,True,0.5,False,4,0.5,0.4965,0.5017,-0.0052,1.0,0.5226,0.5226,-4.0,1.0,0.5295,0.5278,-5.3333,0.6667,1.0,0.5069,0.4931,-1.0,-1.6667,0.4306,0.4479,13.6667,4.3333
BNCI2014_001,8,20260728,True,1.0,True,4,0.5,0.4965,0.5104,-0.0139,1.0,0.5295,0.5226,-1.375,0.5,0.5278,0.5243,-1.25,0.75,1.125,0.5139,0.4931,-0.25,-0.5,0.4444,0.4479,4.75,1.25
BNCI2014_001,8,20260728,True,1.5,False,4,0.5,0.4965,0.5052,-0.0087,1.0,0.526,0.5226,-2.4,0.6,0.5208,0.5226,-1.8,1.2,0.8,0.5122,0.4948,-0.8,-1.0,0.434,0.4201,8.2,-0.6
BNCI2014_001,8,20260728,True,2.0,False,4,0.5,0.4965,0.5035,-0.0069,1.0,0.526,0.5226,-3.25,0.5,0.5208,0.5226,-2.5,1.25,2.0,0.5052,0.4896,-0.25,-1.25,0.4184,0.4028,12.25,-1.25
BNCI2014_001,9,0,False,0.5,False,4,0.5,0.4115,0.4271,-0.0156,1.0,0.4201,0.4253,0.4444,1.3333,0.4219,0.4271,0.3333,1.3333,1.6667,0.4236,0.4097,0.2222,0.1111,0.3056,0.309,7.7778,1.2222
BNCI2014_001,9,0,False,1.0,True,4,0.5,0.4115,0.4288,-0.0174,1.0,0.4201,0.4253,0.5,1.3,0.4184,0.4271,0.6,1.5,1.2,0.4288,0.4149,-0.0,0.2,0.3108,0.3038,6.8,0.6
BNCI2014_001,9,0,False,1.5,False,4,0.5,0.4115,0.4288,-0.0174,1.0,0.4219,0.4253,0.4,1.2,0.4062,0.4271,1.3,2.2,1.7,0.4253,0.4184,0.2,0.6,0.2934,0.2986,7.8,1.3
BNCI2014_001,9,0,False,2.0,False,4,0.5,0.4115,0.4132,-0.0017,1.0,0.4097,0.4253,2.0,10.0,0.3993,0.4253,8.0,16.0,8.0,0.4097,0.4201,2.0,7.0,0.2934,0.2917,69.0,-0.0
BNCI2014_001,9,20260721,True,0.5,False,2,1.0,0.4115,0.4062,0.0052,1.0,0.4028,0.4028,-0.6667,1.0,0.3889,0.3767,-3.3333,3.3333,2.3333,0.4149,0.4201,1.6667,0.0,0.3316,0.3316,-14.3333,1.0
BNCI2014_001,9,20260721,True,1.0,True,2,1.0,0.4115,0.4097,0.0017,1.0,0.4028,0.4028,-4.0,1.0,0.3906,0.3854,-11.0,4.0,10.0,0.4149,0.4201,3.0,-2.0,0.3212,0.3316,-51.0,-5.0
BNCI2014_001,9,20260721,True,1.5,False,2,1.0,0.4115,0.4184,-0.0069,1.0,0.4028,0.4028,2.25,1.0,0.3889,0.3837,4.25,0.25,-1.25,0.4184,0.408,-0.0,-0.5,0.3247,0.3351,13.5,2.5
BNCI2014_001,9,20260721,True,2.0,False,2,1.0,0.4115,0.4184,-0.0069,1.0,0.4028,0.4028,2.25,1.0,0.3889,0.3976,4.25,2.25,-0.75,0.4236,0.4115,-0.75,-0.75,0.3194,0.3368,14.25,3.5
BNCI2014_001,9,20260722,True,0.5,False,4,1.0,0.4115,0.3941,0.0174,1.0,0.4028,0.4028,0.5,1.0,0.3976,0.3976,0.2,1.0,1.2,0.434,0.4271,2.3,1.4,0.3142,0.3108,-4.6,1.2
BNCI2014_001,9,20260722,True,1.0,True,4,1.0,0.4115,0.3802,0.0312,1.0,0.4028,0.4028,0.7222,1.0,0.4149,0.4028,1.1111,1.3889,0.9444,0.3767,0.4149,-0.1111,-0.2222,0.3281,0.3299,-1.6667,0.9444
BNCI2014_001,9,20260722,True,1.5,False,4,1.0,0.4115,0.3681,0.0434,1.0,0.4028,0.4028,0.8,1.0,0.4062,0.4184,0.88,0.72,0.76,0.375,0.4184,0.16,0.0,0.3351,0.3333,-0.76,1.04
BNCI2014_001,9,20260722,True,2.0,False,4,1.0,0.4115,0.3559,0.0556,1.0,0.4028,0.4028,0.8437,1.0,0.408,0.4184,0.9375,0.8125,0.6875,0.3785,0.4115,0.4062,0.4062,0.3264,0.3507,-0.5313,0.5625
BNCI2014_001,9,20260723,True,0.5,False,2,0.5,0.4115,0.4201,-0.0087,1.0,0.4115,0.4253,1.0,2.6,0.4184,0.4132,0.2,0.4,1.0,0.4201,0.4149,0.0,0.4,0.3212,0.3281,11.4,1.8
BNCI2014_001,9,20260723,True,1.0,True,2,0.5,0.4115,0.4219,-0.0104,1.0,0.4132,0.4253,0.8333,2.1667,0.4062,0.4236,1.5,2.6667,2.8333,0.4184,0.4115,0.3333,0.3333,0.3264,0.3368,9.1667,2.0
BNCI2014_001,9,20260723,True,1.5,False,2,0.5,0.4115,0.4219,-0.0104,1.0,0.4115,0.4253,1.0,2.3333,0.4028,0.4236,1.8333,3.0,2.5,0.4219,0.4132,-0.0,0.1667,0.3247,0.3455,9.3333,3.0
BNCI2014_001,9,20260723,True,2.0,False,2,0.5,0.4115,0.3993,0.0122,1.0,0.4028,0.4253,0.2857,-0.8571,0.3941,0.4253,-0.4286,-1.5714,0.0,0.3958,0.4115,-0.2857,-0.2857,0.3385,0.349,-5.0,0.1429
BNCI2014_001,9,20260724,True,0.5,False,2,0.5,0.4115,0.4097,0.0017,1.0,0.4253,0.4253,9.0,1.0,0.4115,0.4132,1.0,0.0,3.0,0.4097,0.4115,0.0,0.0,0.3247,0.3264,-49.0,0.0
BNCI2014_001,9,20260724,True,1.0,False,2,0.5,0.4115,0.4115,0.0,,0.4219,0.4253,,,0.4132,0.4201,,,,0.4132,0.4132,,,0.3177,0.3299,,
BNCI2014_001,9,20260724,True,1.5,False,2,0.5,0.4115,0.4184,-0.0069,1.0,0.4219,0.4253,-0.5,1.5,0.4167,0.4219,0.25,1.75,2.5,0.4236,0.4236,-0.75,1.0,0.3281,0.3333,13.0,1.75
BNCI2014_001,9,20260724,True,2.0,True,2,0.5,0.4115,0.4167,-0.0052,1.0,0.434,0.4253,-3.3333,-0.6667,0.408,0.4219,1.6667,3.6667,2.3333,0.4184,0.4184,-0.3333,1.0,0.3385,0.3351,15.0,0.3333
BNCI2014_001,9,20260725,True,0.5,False,1,1.0,0.4115,0.4201,-0.0087,1.0,0.4028,0.4028,2.0,1.0,0.3715,0.3698,5.6,0.8,1.2,0.4201,0.4149,-0.0,0.4,0.3108,0.3142,12.6,1.4
BNCI2014_001,9,20260725,True,1.0,True,1,1.0,0.4115,0.4201,-0.0087,1.0,0.4028,0.4028,2.0,1.0,0.3698,0.3698,5.8,1.0,1.6,0.4219,0.4201,-0.2,0.8,0.3038,0.3073,13.4,1.4
BNCI2014_001,9,20260725,True,1.5,False,1,1.0,0.4115,0.4149,-0.0035,1.0,0.4028,0.4028,3.5,1.0,0.3611,0.3681,15.5,3.0,4.0,0.4236,0.408,-2.5,-3.5,0.2986,0.3003,33.5,1.5
BNCI2014_001,9,20260725,True,2.0,False,1,1.0,0.4115,0.4045,0.0069,1.0,0.4028,0.4028,-0.25,1.0,0.3594,0.3733,-6.5,-1.0,-2.75,0.4045,0.4149,0.0,-0.5,0.3038,0.2986,-14.5,1.75
BNCI2014_001,9,20260726,True,0.5,False,4,0.5,0.4115,0.4201,-0.0087,1.0,0.4115,0.4253,1.0,2.6,0.4132,0.4219,0.8,2.0,1.6,0.4271,0.4149,-0.8,-0.4,0.3073,0.3003,13.0,0.2
BNCI2014_001,9,20260726,True,1.0,False,4,0.5,0.4115,0.4219,-0.0104,1.0,0.4132,0.4253,0.8333,2.1667,0.4149,0.4201,0.6667,1.5,2.1667,0.4236,0.4219,-0.1667,0.8333,0.3142,0.3038,10.3333,-0.0
BNCI2014_001,9,20260726,True,1.5,True,4,0.5,0.4115,0.4184,-0.0069,1.0,0.408,0.4253,1.5,3.5,0.4062,0.4184,1.75,2.75,3.5,0.4149,0.4167,0.5,1.25,0.316,0.3056,14.75,-0.5
BNCI2014_001,9,20260726,True,2.0,False,4,0.5,0.4115,0.4062,0.0052,1.0,0.408,0.4253,0.3333,-2.3333,0.3976,0.4219,-1.6667,-3.6667,-1.6667,0.4028,0.4167,-0.6667,-1.6667,0.316,0.3038,-17.3333,3.3333
BNCI2014_001,9,20260727,True,0.5,False,4,1.0,0.4115,0.4184,-0.0069,1.0,0.4028,0.4028,2.25,1.0,0.3785,0.3872,5.75,2.25,3.0,0.4236,0.4184,-0.75,0.25,0.2969,0.3021,17.5,1.75
BNCI2014_001,9,20260727,True,1.0,False,4,1.0,0.4115,0.4288,-0.0174,1.0,0.4028,0.4028,1.5,1.0,0.3767,0.3889,3.0,1.7,1.1,0.4253,0.4271,0.2,1.1,0.309,0.2865,6.9,-0.3
