dataset,panel,seed,level,regime,epoch,trajectory_order,historical_blocked_unit_id,v2_unit_id,identity_changed,interface_id,montage_sha256
Cho2017,A,6,1,OACI,144,29,c84_e59e62a5a26c640e5af4587e,c84v2_ac4c1c023cf4fc53e6ff23b74299be9e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,149,30,c84_5bb75ea69d7de0c37dbd953f,c84v2_22b45c06640d363ac53332379786f843,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,154,31,c84_56a1010f49f5dfebb0f8108b,c84v2_e39c719117c9f86df727e85000cd5aab,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,159,32,c84_b3fae84ac583e86a31a40733,c84v2_5fe3af4fcc6f875d9c288fda7a177a43,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,164,33,c84_5dd69b8d06e2952d341c3a64,c84v2_c03b6d7cf73af1c77182cefabdc1a1d6,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,169,34,c84_a7b6a631130aef26139f9903,c84v2_35bd4fc2489a0c508d87fc85ccd74347,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,174,35,c84_9b94a155dfa7e23cac3e3da9,c84v2_fb8fb96bdc6d281ba8b7918146c80ee2,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,179,36,c84_435aeae29f7db542f16e898b,c84v2_98c9a0eec3ae5dc3379150298642c788,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,184,37,c84_74b31180d0f524169cf8e865,c84v2_7bdf4d213ed9ea58d1819e0dfe45abed,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,189,38,c84_feca0a694971eb53ff526943,c84v2_8db6a86d2ed677be03b2d6001649bc63,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,194,39,c84_71e45d27fdb1a1b6d73dd8c2,c84v2_e51c1f880a7a37d497c55060d6262cc6,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,OACI,199,40,c84_cc2c0d738615f9c8f4a93452,c84v2_70d4735f77552b96e32011ba4a806705,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,4,1,c84_28b4210346313a89aa46f76e,c84v2_ca4fc9172186061d4bf2872e3a7757d1,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,9,2,c84_7533e11e4c8e97865e98f1c1,c84v2_c1668bd3de38833d3ef6080a5e51455f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,14,3,c84_6881fe8bd14782768b790d08,c84v2_e9d40cf0e314928305eba4ff2cc77bf5,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,19,4,c84_1d0b6461b39e670df0085acd,c84v2_2509990298121e173131f739091709fb,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,24,5,c84_7f889cf4609f4f66d8f42d3e,c84v2_bbb2f71c927095e76d62158492f6aada,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,29,6,c84_df9a26be222cfc0c620dfc30,c84v2_62f1d60eec68ccec82cb18e447fbaf12,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,34,7,c84_4b2f8a5f8a482f58d558ff06,c84v2_582707fa647f4063be87b59b259bdda8,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,39,8,c84_b039f134bf8c13add81e8790,c84v2_31daf752ed1c64019d60c5f14e435574,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,44,9,c84_c1a948d745de1694a9be3f4e,c84v2_a087c0955c53f7d22642d3ae8d81e333,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,49,10,c84_fff9e8d04bcdba9baa598c7f,c84v2_89aabfea1020858a7e911461eff7fe17,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,54,11,c84_c2db547205f0bf2855c1d70b,c84v2_c4fc104f8c5e85b50ea77288463e7871,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,59,12,c84_0da96bb38fdeb2a8a51e0252,c84v2_d41de261620cd19b888eb2e024551212,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,64,13,c84_a63a1459b55d689232d78bd9,c84v2_ac670cf2fd0cde0d360a1161fe2e7708,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,69,14,c84_0bbac82a841590ee4878528e,c84v2_a7fd857857751d142963c658d6849193,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,74,15,c84_c19bd6d8eeb69172672282e2,c84v2_ac796ac360b5f87119251a8d10d89b15,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,79,16,c84_0e3ae862118c30405d4e6498,c84v2_ff2ab4ba9fe74c20e2e38293a639c76b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,84,17,c84_ae6f9950e8cb6375a46f4fd5,c84v2_6e53bdbfb3ffa4f1b63089a174752cfc,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,89,18,c84_e43cdda5c19cbaa02fe14804,c84v2_4a3aa2e7aab803f6af1258a968558f07,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,94,19,c84_d6ffbe0ac9624b081319bdec,c84v2_cf7e851c506a6cbbec3e77da15e90b2d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,99,20,c84_9c1fd5475fd38ea12f2103bf,c84v2_9fc22bc2f06524992b89303554b303d2,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,104,21,c84_a591b18caf8dc078973a0977,c84v2_d75d9d4c528fb8e572a62f5c4bc5dc43,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,109,22,c84_a390901552e516cce46c5a2c,c84v2_0a1180dbfae1490752a18319f0927a01,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,114,23,c84_b3152403aee82536428d610c,c84v2_d7e2e7b8266ede0e275923083cf3e698,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,119,24,c84_d93e2c9a8266666bf2a9b329,c84v2_c9c3e1f6e28c0e4d53304d7d1a860959,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,124,25,c84_97a376bf8ab8991853cd3ced,c84v2_1dc206b54c2a3f3213c26b6436d41212,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,129,26,c84_3527393c98865373da6b1f67,c84v2_731c54f04ced76a96a3b887d597a34a1,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,134,27,c84_2f10c6e7be5f56dc3d17ef7c,c84v2_358a5ef45f43119f8f1c27dbaa988004,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,139,28,c84_8e366526f644aed6b5b75533,c84v2_c7e8fc893d5070066ab160ef00ae3cb0,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,144,29,c84_4ed6b053ba1dcffe15b9dc1c,c84v2_7c40d2f0ecb8d2d12230018095b62c49,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,149,30,c84_c2c3d593a9ae27c4dc5bcd9d,c84v2_00f5d7010a2f09298db1fd6462b89924,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,154,31,c84_1038fa5979c556dd59485c1e,c84v2_0aceb73405cf9fd35a109141505c7968,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,159,32,c84_50f8c2c58b192f7bf2ebf309,c84v2_91cbd99aabf40ffdc9b6c61d1b6cbb3d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,164,33,c84_0cdeba39d86f2035a8b1ae03,c84v2_cc2df6521de48c3f5c5ad2dd8521d0bf,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,169,34,c84_a20587ae51eb01137c370b07,c84v2_7ba389473d4f8a4a4b44ea29966d2e7d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,174,35,c84_d2e7048299b267512cda21dc,c84v2_927994e58b5b1bdbe576b246c7f4af56,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,179,36,c84_ffb65020ba49dfd2ef871b70,c84v2_7d3ee74f40f4fee1fdd8193f3b173d99,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,184,37,c84_f482a314ae212913701732ce,c84v2_e12153d28aae3ed0a23de7a8af95d773,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,189,38,c84_e9f10652d72b83fa34265da5,c84v2_54215469295900073d6a0229d9e5c50b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,194,39,c84_ef0e5adb294a894f303e6352,c84v2_9a173d417a6d81decca911fd4bb4aff5,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,A,6,1,SRC,199,40,c84_55acd71886dcf041a89dac8d,c84v2_4a600239fedc654c229ae77c4dcd5715,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,ERM,199,0,c84_19f511e58321cb13d353cdf6,c84v2_1f74d33b736aa36b3cacd1fcfd0d6ff8,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,4,1,c84_0df7c8398b9cef2999bfe25b,c84v2_e087a845514dfe986f8918a5d14c09f3,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,9,2,c84_f99fa3b2d541d4ad3042b8aa,c84v2_ea05ddc5357b09793fcbe17f3363fb62,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,14,3,c84_6cf85ed27292ba82fd1a93a9,c84v2_b476b3c1d93912c4a82f3138a234a156,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,19,4,c84_4a1817262c42837b8a86cce4,c84v2_b650476d73caf0e9a448c2021ce8de03,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,24,5,c84_ef1f5800f618a2372fb2d987,c84v2_e2ade0a9e32f2aaa41cdc66439bb02fb,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,29,6,c84_a066534decdc8f3cce7fd6e7,c84v2_d69cc235c4f475828821151fd35d562b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,34,7,c84_3293c75a61cbc85d58002076,c84v2_77c2917a810352a6673057e053424320,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,39,8,c84_4be274fb09b80cf7ef89dc2a,c84v2_361503ee18f484ab7b632b5bf5ae0e41,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,44,9,c84_cf84ee3d7c7e70abc2419274,c84v2_c8419a4c07fc87fc8a94aafdd336681d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,49,10,c84_5095682d95ab2f102394ae1e,c84v2_b6554789935ebbfc5cc833d7c1fdaffa,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,54,11,c84_6534ebd22989d513e1577f78,c84v2_82f61d9901d58b60b8f54fe485869efc,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,59,12,c84_5dc23bc38c5086314e597658,c84v2_1115fbc042246ce708519afe246c3d81,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,64,13,c84_db701230d07f28881ae8eee2,c84v2_b2c3a60b02470e9c0126dfacd0c8aed6,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,69,14,c84_9d27610336a8188ab4e1f208,c84v2_c5d07d417f3889aa22d75cbfb32faa91,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,74,15,c84_02d7451af6f44a7a812dec13,c84v2_ec8e9d296d46fac8beeda954de69bc4d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,79,16,c84_ac29a4899caeddf4937e5a2a,c84v2_13418cf104480e94dfbe082ffb8f84ed,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,84,17,c84_c389b9288a7e6908e88e4abc,c84v2_61f2d5227d480e210e78be01fef1da9f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,89,18,c84_5b6ad900a06eeafd0bf26f49,c84v2_d903225b2a4d24b525fcd39381a6b87a,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,94,19,c84_e37b3df804eead688f6b0ee1,c84v2_2209444f5e198401b44a2ac47b29e1a7,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,99,20,c84_d211781fb5603931721a816e,c84v2_8969e20cba0c016d340704d87e42cf1d,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,104,21,c84_76b52d090b1b0cb9c9b31b40,c84v2_1a1fab7cb2bd225c4b9ccec47fbe83d4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,109,22,c84_f463979a548c80e36b661de3,c84v2_7b3a290a39a8027074071ee6a7c1a232,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,114,23,c84_399094cceee21b4ebdec877a,c84v2_4e7d13e390c20957ed81759f8ad43b50,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,119,24,c84_ea09f9d646af95907a8b2b8e,c84v2_ca0645e06501b4bfb2f535dcea13a403,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,124,25,c84_a33262cf1eb98e91e77b8149,c84v2_fd5f679edafe90856cefeac09f55767e,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,129,26,c84_e0f910f712fa3c4f7d8b7c3c,c84v2_99fd833cae99a47bdc66609dcf0f8ece,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,134,27,c84_614285e28045e9bb444d5ca7,c84v2_ad7dfdc391b6e33fe62944f120b4b942,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,139,28,c84_73d51c6f469596c73611aab7,c84v2_e439c1f632ea3b78f3aa02f11238b0f1,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,144,29,c84_b721a8c365adc0e9f4591aeb,c84v2_ec44b89cf7cb6cdad4548fe5fcac200f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,149,30,c84_0b1f39d1c0c426b0273cb534,c84v2_f234e5940e3cbba4fdc777a466d614bc,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,154,31,c84_3fe67ad3b88e7f46ff99b102,c84v2_17218891c59f936ca0ffae5198f979e4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,159,32,c84_7c10cebf9a1e5c5f7c454dc1,c84v2_7c1989a323b2e3d99b92328ff69dac6b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,164,33,c84_4c0d525b27f3d82d06592099,c84v2_7b87afb058ac1a236c72d33f714dee04,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,169,34,c84_c0fdf4a0ccc7fa253b4a290f,c84v2_aa892055d893b87807737e104eb1803b,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,174,35,c84_4fccafe8b3d0cd51d046d53a,c84v2_06db048a19bc4f7c8526369a6147301a,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,179,36,c84_94a593ed435e964a9fce4a63,c84v2_67ce83272d257646524d3ff56f07f911,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,184,37,c84_ed603880791a3bf951b8fcd0,c84v2_2533f39b8d8299009f7ff9c6011e5029,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,189,38,c84_6435d19c8e4fa5979f4a5ac8,c84v2_3e81f674c9615fa191b7258d8274b9f4,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,194,39,c84_fdbaa95c008002dca1998d2e,c84v2_6d08c6fbc7733d254b0c51622d87ffea,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,OACI,199,40,c84_e43b879aaeaa86f67463bd9f,c84v2_43fe30452ed7483788853e4678deacb8,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,SRC,4,1,c84_c2208d6c3e0a84e8b5a56d31,c84v2_67eb2c415a6acbc48266c0452b20b531,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,SRC,9,2,c84_bc3ed51e2df41968e4e86276,c84v2_843b24096ed17628d31897c022ecf4ed,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,SRC,14,3,c84_52f5fe380b7e2830718da960,c84v2_4e343fca824d5fcc775aa00cdfa131b8,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
Cho2017,B,5,0,SRC,19,4,c84_e1da0cdc54cd35a2398f4216,c84v2_6546ea72cc1853588a5821a24b2d405f,1,C84_LEFT_RIGHT_20CH_160HZ_0_3S_V2,988e8f89c3001a5144172a10f3a8b30eb50c28d485b900210b91ed1a0cf04f04
