unit_id,target_id,model_factory,input_shape,representation_shape,W_shape,b_shape,checkpoint_file_sha256,state_hash_after,state_hash_unchanged,passed
c74u_ccd73cf6b909719d,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],79216a53725b228edc4640cbec32eaa8a660de35bd865421286769481ac12992,d997009cb8403a10d973cdae09a0f163b47ca903ea7af43bc73124de98b26a51,1,1
c74u_84d920b691eb0fff,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ffac47376767aa56f36e7efb17876987650197e03518e0b701d9ac49ed77a16f,0514606452fcfeffe6e6bb61509983b53aa59618c7c1e07d23259a39bcb1531e,1,1
c74u_ba011adb3b6d81b0,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b742c35d87063f95f36ab64853558f00ace7e49e2da325b84cd4b77f1cf98bac,2c2aa0944c36314a5f5dd28e7153e81b659e565f73fe084fea55ae5d101a9eb7,1,1
c74u_21310f835514b746,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],ccd632197e8f3be677becf628691644c450877b6064e5eec98884124bf53d7c5,7460c3db39d2bf5a4dad1cb7e4f6a92a8ac35c627e8bf39c37a5243642d28d26,1,1
c74u_24c18afd3094fed8,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],de60dfe2347da1875c18c4921cb1414f7ad133001f71581eaa3e54552a8a3006,ec3b6e5e5bda9741b85f00187b964fbb22a442d18c0261afba95d32a9ea2e7a5,1,1
c74u_a6f21ca908418e63,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],5c7f8220dbb022208223a70bd676c24055403126dd3bd67ccbe8fea0f06d5cea,d7c097c4708b24e1431e4c95c83c6348403dbd2b14fc073bf922be050f5e5c4e,1,1
c74u_6e4a4a0061fd1a6c,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],5017f4cd265f868b2adde80fc69d783d8bb12fa138e17bdaba59e14829c6f1ca,8211e4c83c640ef1089fffba71c78bbfac22b4f68a55e97784cae3a5445cf5ff,1,1
c74u_47d3f0126011ebf7,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],e5fa46abf8194b5f81354fdc41fb152ff1b91a65b1f23b2d11de65474c1910e4,b4a4ee1f6bcb727c3efa09c4425825e0944349eeb8f26dbe08817b6fd6b75229,1,1
c74u_57a2844c0838741f,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],b81c3e26a39bde5583872b90c6df173b19ba6c0feb5b713a3d6a2189c6ae9859,57477773172647622df3ef3da6fb933542059eed4821085322f648339483c140,1,1
c74u_69fddd535308197b,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],3c84beca0ab42f8d6ff1e1cbeea814071d8113e2320647a31037f98ef01c52b7,9119506e85e120b5eaa5e8eaac59e0d8458342076b4bbf7df87708aa52ed1143,1,1
c74u_54a0d2cb79d5cb97,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],2ea69e86e9db79ef0022659abb38781bedfdefe2a05ff4ea86e07d883268c242,b0bd784291510ff73a633b5234b064066d23d7b9cceb0a8b20a308ed13e2b64f,1,1
c74u_3302b41e38f65c21,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],bda5d59470a26782c3cce214f12d256b5626996138a5e692131eae4487d1b2b4,903611af9876be8b27d63d9577a7ec6c4a531b2d90f4a60ae5720b877d4fecef,1,1
c74u_af64aece1e3d9126,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],3799224c174a1f7482b5c4a05b4ad24afcc2e5e18a6d72846b2316c77247c800,409afa6077f02d352bc3bc4ec16122cf039a89f6eda299c07c017f26f30230c9,1,1
c74u_76bbbdafa75474ea,9,shallow_convnet,"[22, 385]",[800],"[4, 800]",[4],1b0198e9ed318c9fed00112e93310360d3f600295ea0b145d42d4633eef9eefb,fe720a4b5c90b9a15e27a06a66fd373e61e123dd0cdef6e7c4d4f1d738696fc4,1,1
