dataset,outer_seed,fold,recording,subject,label,role
sleepdep,123,0,51,27,0,heldout_final_score
sleepdep,123,0,52,29,0,source
sleepdep,123,0,53,29,1,source
sleepdep,123,0,54,30,0,source
sleepdep,123,0,55,30,1,source
sleepdep,123,0,56,31,0,source
sleepdep,123,0,57,31,1,source
sleepdep,123,0,58,32,0,source
sleepdep,123,0,59,32,1,source
sleepdep,123,0,60,33,0,heldout_final_score
sleepdep,123,0,61,33,1,heldout_final_score
sleepdep,123,0,62,34,0,source
sleepdep,123,0,63,34,1,source
sleepdep,123,0,64,35,0,source
sleepdep,123,0,65,35,1,source
sleepdep,123,0,66,36,0,source
sleepdep,123,0,67,36,1,source
sleepdep,123,0,68,37,0,source
sleepdep,123,0,69,37,1,source
sleepdep,123,0,70,38,0,heldout_final_score
sleepdep,123,0,71,38,1,heldout_final_score
sleepdep,123,1,0,1,0,source
sleepdep,123,1,1,1,1,source
sleepdep,123,1,2,2,0,heldout_final_score
sleepdep,123,1,3,2,1,heldout_final_score
sleepdep,123,1,4,4,0,source
sleepdep,123,1,5,4,1,source
sleepdep,123,1,6,5,0,source
sleepdep,123,1,7,5,1,source
sleepdep,123,1,8,6,0,source
sleepdep,123,1,9,6,1,source
sleepdep,123,1,10,7,0,source
sleepdep,123,1,11,7,1,source
sleepdep,123,1,12,8,1,heldout_final_score
sleepdep,123,1,13,8,0,heldout_final_score
sleepdep,123,1,14,9,1,source
sleepdep,123,1,15,9,0,source
sleepdep,123,1,16,10,1,source
sleepdep,123,1,17,10,0,source
sleepdep,123,1,18,11,1,source
sleepdep,123,1,19,11,0,source
sleepdep,123,1,20,12,1,source
sleepdep,123,1,21,12,0,source
sleepdep,123,1,22,13,1,source
sleepdep,123,1,23,13,0,source
sleepdep,123,1,24,14,1,source
sleepdep,123,1,25,14,0,source
sleepdep,123,1,26,15,1,heldout_final_score
sleepdep,123,1,27,15,0,heldout_final_score
sleepdep,123,1,28,16,1,source
sleepdep,123,1,29,16,0,source
sleepdep,123,1,30,17,1,source
sleepdep,123,1,31,17,0,source
sleepdep,123,1,32,18,1,source
sleepdep,123,1,33,18,0,source
sleepdep,123,1,34,19,1,heldout_final_score
sleepdep,123,1,35,19,0,heldout_final_score
sleepdep,123,1,36,20,1,source
sleepdep,123,1,37,20,0,source
sleepdep,123,1,38,21,1,source
sleepdep,123,1,39,21,0,source
sleepdep,123,1,40,22,1,source
sleepdep,123,1,41,22,0,source
sleepdep,123,1,42,23,0,heldout_final_score
sleepdep,123,1,43,23,1,heldout_final_score
sleepdep,123,1,44,24,1,source
sleepdep,123,1,45,24,0,source
sleepdep,123,1,46,25,1,source
sleepdep,123,1,47,25,0,source
sleepdep,123,1,48,26,1,source
sleepdep,123,1,49,26,0,source
sleepdep,123,1,50,27,1,source
sleepdep,123,1,51,27,0,source
sleepdep,123,1,52,29,0,heldout_final_score
sleepdep,123,1,53,29,1,heldout_final_score
sleepdep,123,1,54,30,0,source
sleepdep,123,1,55,30,1,source
sleepdep,123,1,56,31,0,source
sleepdep,123,1,57,31,1,source
sleepdep,123,1,58,32,0,source
sleepdep,123,1,59,32,1,source
sleepdep,123,1,60,33,0,source
sleepdep,123,1,61,33,1,source
sleepdep,123,1,62,34,0,heldout_final_score
sleepdep,123,1,63,34,1,heldout_final_score
sleepdep,123,1,64,35,0,source
sleepdep,123,1,65,35,1,source
sleepdep,123,1,66,36,0,source
sleepdep,123,1,67,36,1,source
sleepdep,123,1,68,37,0,source
sleepdep,123,1,69,37,1,source
sleepdep,123,1,70,38,0,source
sleepdep,123,1,71,38,1,source
sleepdep,123,2,0,1,0,source
sleepdep,123,2,1,1,1,source
sleepdep,123,2,2,2,0,source
sleepdep,123,2,3,2,1,source
sleepdep,123,2,4,4,0,heldout_final_score
sleepdep,123,2,5,4,1,heldout_final_score
sleepdep,123,2,6,5,0,source
sleepdep,123,2,7,5,1,source
sleepdep,123,2,8,6,0,source
sleepdep,123,2,9,6,1,source
sleepdep,123,2,10,7,0,source
sleepdep,123,2,11,7,1,source
sleepdep,123,2,12,8,1,source
sleepdep,123,2,13,8,0,source
sleepdep,123,2,14,9,1,heldout_final_score
sleepdep,123,2,15,9,0,heldout_final_score
sleepdep,123,2,16,10,1,source
sleepdep,123,2,17,10,0,source
sleepdep,123,2,18,11,1,source
sleepdep,123,2,19,11,0,source
sleepdep,123,2,20,12,1,heldout_final_score
sleepdep,123,2,21,12,0,heldout_final_score
sleepdep,123,2,22,13,1,source
sleepdep,123,2,23,13,0,source
sleepdep,123,2,24,14,1,source
sleepdep,123,2,25,14,0,source
sleepdep,123,2,26,15,1,source
sleepdep,123,2,27,15,0,source
sleepdep,123,2,28,16,1,source
sleepdep,123,2,29,16,0,source
sleepdep,123,2,30,17,1,source
sleepdep,123,2,31,17,0,source
sleepdep,123,2,32,18,1,heldout_final_score
sleepdep,123,2,33,18,0,heldout_final_score
sleepdep,123,2,34,19,1,source
sleepdep,123,2,35,19,0,source
sleepdep,123,2,36,20,1,source
sleepdep,123,2,37,20,0,source
sleepdep,123,2,38,21,1,source
sleepdep,123,2,39,21,0,source
sleepdep,123,2,40,22,1,source
sleepdep,123,2,41,22,0,source
sleepdep,123,2,42,23,0,source
sleepdep,123,2,43,23,1,source
sleepdep,123,2,44,24,1,heldout_final_score
sleepdep,123,2,45,24,0,heldout_final_score
sleepdep,123,2,46,25,1,source
sleepdep,123,2,47,25,0,source
sleepdep,123,2,48,26,1,source
sleepdep,123,2,49,26,0,source
sleepdep,123,2,50,27,1,source
sleepdep,123,2,51,27,0,source
sleepdep,123,2,52,29,0,source
sleepdep,123,2,53,29,1,source
sleepdep,123,2,54,30,0,heldout_final_score
sleepdep,123,2,55,30,1,heldout_final_score
sleepdep,123,2,56,31,0,source
sleepdep,123,2,57,31,1,source
sleepdep,123,2,58,32,0,source
sleepdep,123,2,59,32,1,source
sleepdep,123,2,60,33,0,source
sleepdep,123,2,61,33,1,source
sleepdep,123,2,62,34,0,source
sleepdep,123,2,63,34,1,source
sleepdep,123,2,64,35,0,heldout_final_score
sleepdep,123,2,65,35,1,heldout_final_score
sleepdep,123,2,66,36,0,source
sleepdep,123,2,67,36,1,source
sleepdep,123,2,68,37,0,source
sleepdep,123,2,69,37,1,source
sleepdep,123,2,70,38,0,source
sleepdep,123,2,71,38,1,source
sleepdep,123,3,0,1,0,source
sleepdep,123,3,1,1,1,source
sleepdep,123,3,2,2,0,source
sleepdep,123,3,3,2,1,source
sleepdep,123,3,4,4,0,source
sleepdep,123,3,5,4,1,source
sleepdep,123,3,6,5,0,heldout_final_score
sleepdep,123,3,7,5,1,heldout_final_score
sleepdep,123,3,8,6,0,source
sleepdep,123,3,9,6,1,source
sleepdep,123,3,10,7,0,source
sleepdep,123,3,11,7,1,source
sleepdep,123,3,12,8,1,source
sleepdep,123,3,13,8,0,source
sleepdep,123,3,14,9,1,source
sleepdep,123,3,15,9,0,source
sleepdep,123,3,16,10,1,heldout_final_score
sleepdep,123,3,17,10,0,heldout_final_score
sleepdep,123,3,18,11,1,source
sleepdep,123,3,19,11,0,source
sleepdep,123,3,20,12,1,source
sleepdep,123,3,21,12,0,source
sleepdep,123,3,22,13,1,heldout_final_score
sleepdep,123,3,23,13,0,heldout_final_score
sleepdep,123,3,24,14,1,source
sleepdep,123,3,25,14,0,source
sleepdep,123,3,26,15,1,source
sleepdep,123,3,27,15,0,source
sleepdep,123,3,28,16,1,source
sleepdep,123,3,29,16,0,source
sleepdep,123,3,30,17,1,source
sleepdep,123,3,31,17,0,source
sleepdep,123,3,32,18,1,source
sleepdep,123,3,33,18,0,source
sleepdep,123,3,34,19,1,source
sleepdep,123,3,35,19,0,source
sleepdep,123,3,36,20,1,heldout_final_score
sleepdep,123,3,37,20,0,heldout_final_score
sleepdep,123,3,38,21,1,source
sleepdep,123,3,39,21,0,source
sleepdep,123,3,40,22,1,source
sleepdep,123,3,41,22,0,source
sleepdep,123,3,42,23,0,source
sleepdep,123,3,43,23,1,source
sleepdep,123,3,44,24,1,source
sleepdep,123,3,45,24,0,source
sleepdep,123,3,46,25,1,heldout_final_score
sleepdep,123,3,47,25,0,heldout_final_score
sleepdep,123,3,48,26,1,source
sleepdep,123,3,49,26,0,source
sleepdep,123,3,50,27,1,source
sleepdep,123,3,51,27,0,source
sleepdep,123,3,52,29,0,source
sleepdep,123,3,53,29,1,source
sleepdep,123,3,54,30,0,source
sleepdep,123,3,55,30,1,source
sleepdep,123,3,56,31,0,heldout_final_score
sleepdep,123,3,57,31,1,heldout_final_score
sleepdep,123,3,58,32,0,source
sleepdep,123,3,59,32,1,source
sleepdep,123,3,60,33,0,source
sleepdep,123,3,61,33,1,source
sleepdep,123,3,62,34,0,source
sleepdep,123,3,63,34,1,source
sleepdep,123,3,64,35,0,source
sleepdep,123,3,65,35,1,source
sleepdep,123,3,66,36,0,heldout_final_score
sleepdep,123,3,67,36,1,heldout_final_score
sleepdep,123,3,68,37,0,source
sleepdep,123,3,69,37,1,source
sleepdep,123,3,70,38,0,source
sleepdep,123,3,71,38,1,source
sleepdep,123,4,0,1,0,source
sleepdep,123,4,1,1,1,source
sleepdep,123,4,2,2,0,source
sleepdep,123,4,3,2,1,source
sleepdep,123,4,4,4,0,source
sleepdep,123,4,5,4,1,source
sleepdep,123,4,6,5,0,source
sleepdep,123,4,7,5,1,source
sleepdep,123,4,8,6,0,heldout_final_score
sleepdep,123,4,9,6,1,heldout_final_score
sleepdep,123,4,10,7,0,source
sleepdep,123,4,11,7,1,source
sleepdep,123,4,12,8,1,source
sleepdep,123,4,13,8,0,source
sleepdep,123,4,14,9,1,source
sleepdep,123,4,15,9,0,source
sleepdep,123,4,16,10,1,source
sleepdep,123,4,17,10,0,source
sleepdep,123,4,18,11,1,heldout_final_score
sleepdep,123,4,19,11,0,heldout_final_score
sleepdep,123,4,20,12,1,source
sleepdep,123,4,21,12,0,source
sleepdep,123,4,22,13,1,source
sleepdep,123,4,23,13,0,source
sleepdep,123,4,24,14,1,source
sleepdep,123,4,25,14,0,source
sleepdep,123,4,26,15,1,source
sleepdep,123,4,27,15,0,source
sleepdep,123,4,28,16,1,heldout_final_score
sleepdep,123,4,29,16,0,heldout_final_score
sleepdep,123,4,30,17,1,source
sleepdep,123,4,31,17,0,source
sleepdep,123,4,32,18,1,source
sleepdep,123,4,33,18,0,source
sleepdep,123,4,34,19,1,source
sleepdep,123,4,35,19,0,source
sleepdep,123,4,36,20,1,source
sleepdep,123,4,37,20,0,source
sleepdep,123,4,38,21,1,heldout_final_score
sleepdep,123,4,39,21,0,heldout_final_score
sleepdep,123,4,40,22,1,source
sleepdep,123,4,41,22,0,source
sleepdep,123,4,42,23,0,source
sleepdep,123,4,43,23,1,source
sleepdep,123,4,44,24,1,source
sleepdep,123,4,45,24,0,source
sleepdep,123,4,46,25,1,source
sleepdep,123,4,47,25,0,source
sleepdep,123,4,48,26,1,heldout_final_score
sleepdep,123,4,49,26,0,heldout_final_score
sleepdep,123,4,50,27,1,source
sleepdep,123,4,51,27,0,source
sleepdep,123,4,52,29,0,source
sleepdep,123,4,53,29,1,source
sleepdep,123,4,54,30,0,source
sleepdep,123,4,55,30,1,source
sleepdep,123,4,56,31,0,source
sleepdep,123,4,57,31,1,source
sleepdep,123,4,58,32,0,heldout_final_score
sleepdep,123,4,59,32,1,heldout_final_score
sleepdep,123,4,60,33,0,source
sleepdep,123,4,61,33,1,source
sleepdep,123,4,62,34,0,source
sleepdep,123,4,63,34,1,source
sleepdep,123,4,64,35,0,source
sleepdep,123,4,65,35,1,source
sleepdep,123,4,66,36,0,source
sleepdep,123,4,67,36,1,source
sleepdep,123,4,68,37,0,heldout_final_score
sleepdep,123,4,69,37,1,heldout_final_score
sleepdep,123,4,70,38,0,source
sleepdep,123,4,71,38,1,source
sleepdep,2024,0,0,1,0,heldout_final_score
sleepdep,2024,0,1,1,1,heldout_final_score
sleepdep,2024,0,2,2,0,source
sleepdep,2024,0,3,2,1,source
sleepdep,2024,0,4,4,0,source
sleepdep,2024,0,5,4,1,source
sleepdep,2024,0,6,5,0,source
sleepdep,2024,0,7,5,1,source
sleepdep,2024,0,8,6,0,source
sleepdep,2024,0,9,6,1,source
sleepdep,2024,0,10,7,0,heldout_final_score
sleepdep,2024,0,11,7,1,heldout_final_score
sleepdep,2024,0,12,8,1,source
sleepdep,2024,0,13,8,0,source
sleepdep,2024,0,14,9,1,source
sleepdep,2024,0,15,9,0,source
sleepdep,2024,0,16,10,1,source
sleepdep,2024,0,17,10,0,source
sleepdep,2024,0,18,11,1,source
sleepdep,2024,0,19,11,0,source
sleepdep,2024,0,20,12,1,source
sleepdep,2024,0,21,12,0,source
sleepdep,2024,0,22,13,1,source
sleepdep,2024,0,23,13,0,source
sleepdep,2024,0,24,14,1,heldout_final_score
sleepdep,2024,0,25,14,0,heldout_final_score
sleepdep,2024,0,26,15,1,source
sleepdep,2024,0,27,15,0,source
sleepdep,2024,0,28,16,1,source
sleepdep,2024,0,29,16,0,source
sleepdep,2024,0,30,17,1,heldout_final_score
sleepdep,2024,0,31,17,0,heldout_final_score
sleepdep,2024,0,32,18,1,source
sleepdep,2024,0,33,18,0,source
sleepdep,2024,0,34,19,1,source
sleepdep,2024,0,35,19,0,source
sleepdep,2024,0,36,20,1,source
sleepdep,2024,0,37,20,0,source
sleepdep,2024,0,38,21,1,source
sleepdep,2024,0,39,21,0,source
sleepdep,2024,0,40,22,1,heldout_final_score
sleepdep,2024,0,41,22,0,heldout_final_score
sleepdep,2024,0,42,23,0,source
sleepdep,2024,0,43,23,1,source
sleepdep,2024,0,44,24,1,source
sleepdep,2024,0,45,24,0,source
sleepdep,2024,0,46,25,1,source
sleepdep,2024,0,47,25,0,source
sleepdep,2024,0,48,26,1,source
sleepdep,2024,0,49,26,0,source
sleepdep,2024,0,50,27,1,heldout_final_score
sleepdep,2024,0,51,27,0,heldout_final_score
sleepdep,2024,0,52,29,0,source
sleepdep,2024,0,53,29,1,source
sleepdep,2024,0,54,30,0,source
sleepdep,2024,0,55,30,1,source
sleepdep,2024,0,56,31,0,source
sleepdep,2024,0,57,31,1,source
sleepdep,2024,0,58,32,0,source
sleepdep,2024,0,59,32,1,source
sleepdep,2024,0,60,33,0,heldout_final_score
sleepdep,2024,0,61,33,1,heldout_final_score
sleepdep,2024,0,62,34,0,source
sleepdep,2024,0,63,34,1,source
sleepdep,2024,0,64,35,0,source
sleepdep,2024,0,65,35,1,source
sleepdep,2024,0,66,36,0,source
sleepdep,2024,0,67,36,1,source
sleepdep,2024,0,68,37,0,source
sleepdep,2024,0,69,37,1,source
sleepdep,2024,0,70,38,0,heldout_final_score
sleepdep,2024,0,71,38,1,heldout_final_score
sleepdep,2024,1,0,1,0,source
sleepdep,2024,1,1,1,1,source
sleepdep,2024,1,2,2,0,heldout_final_score
sleepdep,2024,1,3,2,1,heldout_final_score
sleepdep,2024,1,4,4,0,source
sleepdep,2024,1,5,4,1,source
sleepdep,2024,1,6,5,0,source
sleepdep,2024,1,7,5,1,source
sleepdep,2024,1,8,6,0,source
sleepdep,2024,1,9,6,1,source
sleepdep,2024,1,10,7,0,source
sleepdep,2024,1,11,7,1,source
sleepdep,2024,1,12,8,1,heldout_final_score
sleepdep,2024,1,13,8,0,heldout_final_score
sleepdep,2024,1,14,9,1,source
sleepdep,2024,1,15,9,0,source
sleepdep,2024,1,16,10,1,source
sleepdep,2024,1,17,10,0,source
sleepdep,2024,1,18,11,1,source
sleepdep,2024,1,19,11,0,source
sleepdep,2024,1,20,12,1,source
sleepdep,2024,1,21,12,0,source
sleepdep,2024,1,22,13,1,source
sleepdep,2024,1,23,13,0,source
sleepdep,2024,1,24,14,1,source
sleepdep,2024,1,25,14,0,source
sleepdep,2024,1,26,15,1,heldout_final_score
sleepdep,2024,1,27,15,0,heldout_final_score
sleepdep,2024,1,28,16,1,source
sleepdep,2024,1,29,16,0,source
sleepdep,2024,1,30,17,1,source
sleepdep,2024,1,31,17,0,source
sleepdep,2024,1,32,18,1,source
sleepdep,2024,1,33,18,0,source
sleepdep,2024,1,34,19,1,heldout_final_score
sleepdep,2024,1,35,19,0,heldout_final_score
sleepdep,2024,1,36,20,1,source
sleepdep,2024,1,37,20,0,source
sleepdep,2024,1,38,21,1,source
sleepdep,2024,1,39,21,0,source
sleepdep,2024,1,40,22,1,source
sleepdep,2024,1,41,22,0,source
sleepdep,2024,1,42,23,0,heldout_final_score
sleepdep,2024,1,43,23,1,heldout_final_score
sleepdep,2024,1,44,24,1,source
sleepdep,2024,1,45,24,0,source
sleepdep,2024,1,46,25,1,source
sleepdep,2024,1,47,25,0,source
sleepdep,2024,1,48,26,1,source
sleepdep,2024,1,49,26,0,source
sleepdep,2024,1,50,27,1,source
sleepdep,2024,1,51,27,0,source
sleepdep,2024,1,52,29,0,heldout_final_score
sleepdep,2024,1,53,29,1,heldout_final_score
sleepdep,2024,1,54,30,0,source
sleepdep,2024,1,55,30,1,source
sleepdep,2024,1,56,31,0,source
sleepdep,2024,1,57,31,1,source
sleepdep,2024,1,58,32,0,source
sleepdep,2024,1,59,32,1,source
sleepdep,2024,1,60,33,0,source
sleepdep,2024,1,61,33,1,source
sleepdep,2024,1,62,34,0,heldout_final_score
sleepdep,2024,1,63,34,1,heldout_final_score
sleepdep,2024,1,64,35,0,source
sleepdep,2024,1,65,35,1,source
sleepdep,2024,1,66,36,0,source
sleepdep,2024,1,67,36,1,source
sleepdep,2024,1,68,37,0,source
sleepdep,2024,1,69,37,1,source
sleepdep,2024,1,70,38,0,source
sleepdep,2024,1,71,38,1,source
sleepdep,2024,2,0,1,0,source
sleepdep,2024,2,1,1,1,source
sleepdep,2024,2,2,2,0,source
sleepdep,2024,2,3,2,1,source
sleepdep,2024,2,4,4,0,heldout_final_score
sleepdep,2024,2,5,4,1,heldout_final_score
sleepdep,2024,2,6,5,0,source
sleepdep,2024,2,7,5,1,source
sleepdep,2024,2,8,6,0,source
sleepdep,2024,2,9,6,1,source
sleepdep,2024,2,10,7,0,source
sleepdep,2024,2,11,7,1,source
sleepdep,2024,2,12,8,1,source
sleepdep,2024,2,13,8,0,source
sleepdep,2024,2,14,9,1,heldout_final_score
sleepdep,2024,2,15,9,0,heldout_final_score
sleepdep,2024,2,16,10,1,source
sleepdep,2024,2,17,10,0,source
sleepdep,2024,2,18,11,1,source
sleepdep,2024,2,19,11,0,source
sleepdep,2024,2,20,12,1,heldout_final_score
sleepdep,2024,2,21,12,0,heldout_final_score
sleepdep,2024,2,22,13,1,source
sleepdep,2024,2,23,13,0,source
sleepdep,2024,2,24,14,1,source
sleepdep,2024,2,25,14,0,source
sleepdep,2024,2,26,15,1,source
sleepdep,2024,2,27,15,0,source
sleepdep,2024,2,28,16,1,source
sleepdep,2024,2,29,16,0,source
sleepdep,2024,2,30,17,1,source
sleepdep,2024,2,31,17,0,source
sleepdep,2024,2,32,18,1,heldout_final_score
sleepdep,2024,2,33,18,0,heldout_final_score
sleepdep,2024,2,34,19,1,source
sleepdep,2024,2,35,19,0,source
sleepdep,2024,2,36,20,1,source
sleepdep,2024,2,37,20,0,source
sleepdep,2024,2,38,21,1,source
sleepdep,2024,2,39,21,0,source
sleepdep,2024,2,40,22,1,source
sleepdep,2024,2,41,22,0,source
sleepdep,2024,2,42,23,0,source
sleepdep,2024,2,43,23,1,source
sleepdep,2024,2,44,24,1,heldout_final_score
sleepdep,2024,2,45,24,0,heldout_final_score
sleepdep,2024,2,46,25,1,source
sleepdep,2024,2,47,25,0,source
sleepdep,2024,2,48,26,1,source
sleepdep,2024,2,49,26,0,source
sleepdep,2024,2,50,27,1,source
sleepdep,2024,2,51,27,0,source
sleepdep,2024,2,52,29,0,source
sleepdep,2024,2,53,29,1,source
sleepdep,2024,2,54,30,0,heldout_final_score
sleepdep,2024,2,55,30,1,heldout_final_score
sleepdep,2024,2,56,31,0,source
sleepdep,2024,2,57,31,1,source
sleepdep,2024,2,58,32,0,source
sleepdep,2024,2,59,32,1,source
sleepdep,2024,2,60,33,0,source
sleepdep,2024,2,61,33,1,source
sleepdep,2024,2,62,34,0,source
sleepdep,2024,2,63,34,1,source
sleepdep,2024,2,64,35,0,heldout_final_score
sleepdep,2024,2,65,35,1,heldout_final_score
sleepdep,2024,2,66,36,0,source
sleepdep,2024,2,67,36,1,source
sleepdep,2024,2,68,37,0,source
sleepdep,2024,2,69,37,1,source
sleepdep,2024,2,70,38,0,source
sleepdep,2024,2,71,38,1,source
sleepdep,2024,3,0,1,0,source
sleepdep,2024,3,1,1,1,source
sleepdep,2024,3,2,2,0,source
sleepdep,2024,3,3,2,1,source
sleepdep,2024,3,4,4,0,source
sleepdep,2024,3,5,4,1,source
sleepdep,2024,3,6,5,0,heldout_final_score
sleepdep,2024,3,7,5,1,heldout_final_score
sleepdep,2024,3,8,6,0,source
sleepdep,2024,3,9,6,1,source
sleepdep,2024,3,10,7,0,source
sleepdep,2024,3,11,7,1,source
sleepdep,2024,3,12,8,1,source
sleepdep,2024,3,13,8,0,source
sleepdep,2024,3,14,9,1,source
sleepdep,2024,3,15,9,0,source
sleepdep,2024,3,16,10,1,heldout_final_score
sleepdep,2024,3,17,10,0,heldout_final_score
sleepdep,2024,3,18,11,1,source
sleepdep,2024,3,19,11,0,source
sleepdep,2024,3,20,12,1,source
sleepdep,2024,3,21,12,0,source
sleepdep,2024,3,22,13,1,heldout_final_score
sleepdep,2024,3,23,13,0,heldout_final_score
sleepdep,2024,3,24,14,1,source
sleepdep,2024,3,25,14,0,source
sleepdep,2024,3,26,15,1,source
sleepdep,2024,3,27,15,0,source
sleepdep,2024,3,28,16,1,source
sleepdep,2024,3,29,16,0,source
sleepdep,2024,3,30,17,1,source
sleepdep,2024,3,31,17,0,source
sleepdep,2024,3,32,18,1,source
sleepdep,2024,3,33,18,0,source
sleepdep,2024,3,34,19,1,source
sleepdep,2024,3,35,19,0,source
sleepdep,2024,3,36,20,1,heldout_final_score
sleepdep,2024,3,37,20,0,heldout_final_score
sleepdep,2024,3,38,21,1,source
sleepdep,2024,3,39,21,0,source
sleepdep,2024,3,40,22,1,source
sleepdep,2024,3,41,22,0,source
sleepdep,2024,3,42,23,0,source
sleepdep,2024,3,43,23,1,source
sleepdep,2024,3,44,24,1,source
sleepdep,2024,3,45,24,0,source
sleepdep,2024,3,46,25,1,heldout_final_score
sleepdep,2024,3,47,25,0,heldout_final_score
sleepdep,2024,3,48,26,1,source
sleepdep,2024,3,49,26,0,source
sleepdep,2024,3,50,27,1,source
sleepdep,2024,3,51,27,0,source
sleepdep,2024,3,52,29,0,source
sleepdep,2024,3,53,29,1,source
sleepdep,2024,3,54,30,0,source
sleepdep,2024,3,55,30,1,source
sleepdep,2024,3,56,31,0,heldout_final_score
sleepdep,2024,3,57,31,1,heldout_final_score
sleepdep,2024,3,58,32,0,source
sleepdep,2024,3,59,32,1,source
sleepdep,2024,3,60,33,0,source
sleepdep,2024,3,61,33,1,source
sleepdep,2024,3,62,34,0,source
sleepdep,2024,3,63,34,1,source
sleepdep,2024,3,64,35,0,source
sleepdep,2024,3,65,35,1,source
sleepdep,2024,3,66,36,0,heldout_final_score
sleepdep,2024,3,67,36,1,heldout_final_score
sleepdep,2024,3,68,37,0,source
sleepdep,2024,3,69,37,1,source
sleepdep,2024,3,70,38,0,source
sleepdep,2024,3,71,38,1,source
sleepdep,2024,4,0,1,0,source
sleepdep,2024,4,1,1,1,source
sleepdep,2024,4,2,2,0,source
sleepdep,2024,4,3,2,1,source
sleepdep,2024,4,4,4,0,source
sleepdep,2024,4,5,4,1,source
sleepdep,2024,4,6,5,0,source
sleepdep,2024,4,7,5,1,source
sleepdep,2024,4,8,6,0,heldout_final_score
sleepdep,2024,4,9,6,1,heldout_final_score
sleepdep,2024,4,10,7,0,source
sleepdep,2024,4,11,7,1,source
sleepdep,2024,4,12,8,1,source
sleepdep,2024,4,13,8,0,source
sleepdep,2024,4,14,9,1,source
sleepdep,2024,4,15,9,0,source
sleepdep,2024,4,16,10,1,source
sleepdep,2024,4,17,10,0,source
sleepdep,2024,4,18,11,1,heldout_final_score
sleepdep,2024,4,19,11,0,heldout_final_score
sleepdep,2024,4,20,12,1,source
sleepdep,2024,4,21,12,0,source
sleepdep,2024,4,22,13,1,source
sleepdep,2024,4,23,13,0,source
sleepdep,2024,4,24,14,1,source
sleepdep,2024,4,25,14,0,source
sleepdep,2024,4,26,15,1,source
sleepdep,2024,4,27,15,0,source
sleepdep,2024,4,28,16,1,heldout_final_score
sleepdep,2024,4,29,16,0,heldout_final_score
sleepdep,2024,4,30,17,1,source
sleepdep,2024,4,31,17,0,source
sleepdep,2024,4,32,18,1,source
sleepdep,2024,4,33,18,0,source
sleepdep,2024,4,34,19,1,source
sleepdep,2024,4,35,19,0,source
sleepdep,2024,4,36,20,1,source
sleepdep,2024,4,37,20,0,source
sleepdep,2024,4,38,21,1,heldout_final_score
sleepdep,2024,4,39,21,0,heldout_final_score
sleepdep,2024,4,40,22,1,source
sleepdep,2024,4,41,22,0,source
sleepdep,2024,4,42,23,0,source
sleepdep,2024,4,43,23,1,source
sleepdep,2024,4,44,24,1,source
sleepdep,2024,4,45,24,0,source
sleepdep,2024,4,46,25,1,source
sleepdep,2024,4,47,25,0,source
sleepdep,2024,4,48,26,1,heldout_final_score
sleepdep,2024,4,49,26,0,heldout_final_score
sleepdep,2024,4,50,27,1,source
sleepdep,2024,4,51,27,0,source
sleepdep,2024,4,52,29,0,source
sleepdep,2024,4,53,29,1,source
sleepdep,2024,4,54,30,0,source
sleepdep,2024,4,55,30,1,source
sleepdep,2024,4,56,31,0,source
sleepdep,2024,4,57,31,1,source
sleepdep,2024,4,58,32,0,heldout_final_score
sleepdep,2024,4,59,32,1,heldout_final_score
sleepdep,2024,4,60,33,0,source
sleepdep,2024,4,61,33,1,source
sleepdep,2024,4,62,34,0,source
sleepdep,2024,4,63,34,1,source
sleepdep,2024,4,64,35,0,source
sleepdep,2024,4,65,35,1,source
sleepdep,2024,4,66,36,0,source
sleepdep,2024,4,67,36,1,source
sleepdep,2024,4,68,37,0,heldout_final_score
sleepdep,2024,4,69,37,1,heldout_final_score
sleepdep,2024,4,70,38,0,source
sleepdep,2024,4,71,38,1,source
