scalarization_id,target,n_trajectories,mean_pairwise_auc,top1_joint_good_rate,auc_positive_side
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,1,18,0.6092352927899749,0.3888888888888889,1
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,2,18,0.6935756913798775,0.4444444444444444,1
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,3,18,0.6090342913259579,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,4,18,0.5348887737382564,0.6666666666666666,1
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,5,18,0.5064973215938866,0.0,1
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,6,18,0.491681857599815,0.5,0
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,7,18,0.5487542891890719,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,8,18,0.6355508516707999,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.5__risk_0.3,9,18,0.6348694429841356,0.9444444444444444,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,1,18,0.6214326577312561,0.3888888888888889,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,2,18,0.705059701056727,0.3888888888888889,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,3,18,0.5975706643732006,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,4,18,0.5405552310798997,0.6666666666666666,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,5,18,0.5200046135767793,0.0,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,6,18,0.5020988359756979,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,7,18,0.537345979302501,0.4444444444444444,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,8,18,0.6296732563901628,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.6__risk_0.2,9,18,0.6353168753926708,1.0,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,1,18,0.6274382926350668,0.3888888888888889,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,2,18,0.714197837263106,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,3,18,0.5773598577795437,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,4,18,0.5566419825564015,0.6666666666666666,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,5,18,0.5394314805489802,0.0,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,6,18,0.5149202596143048,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,7,18,0.5320105096192053,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,8,18,0.6269001836954085,0.6666666666666666,1
leakage_rank_risk__leakage_0.2__rank_0.7__risk_0.1,9,18,0.6293750962020995,1.0,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,1,18,0.6391380912874899,0.4444444444444444,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,2,18,0.7234706716467184,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,3,18,0.5730097225417273,0.3333333333333333,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,4,18,0.565603096406986,0.6666666666666666,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,5,18,0.554964938305643,0.05555555555555555,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,6,18,0.5320703526082897,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,7,18,0.5301515231950015,0.4444444444444444,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,8,18,0.6235212302873172,0.5,1
leakage_rank_risk__leakage_0.2__rank_0.8__risk_0.0,9,18,0.6291379001857096,1.0,1
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,1,18,0.5372281678471674,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,2,18,0.5923262035742929,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,3,18,0.6182737267429297,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,4,18,0.5012606240646136,0.6666666666666666,1
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,5,18,0.45219504069570415,0.16666666666666666,0
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,6,18,0.4653695211993452,0.5,0
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,7,18,0.5400011341315689,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,8,18,0.6583097363489492,0.6666666666666666,1
leakage_rank_risk__leakage_0.3__rank_0.0__risk_0.7,9,18,0.6330622988169216,1.0,1
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,1,18,0.5530888179981528,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,2,18,0.6073380121681339,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,3,18,0.627902849521207,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,4,18,0.5015070623507741,0.6666666666666666,1
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,5,18,0.4623966722964216,0.16666666666666666,0
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,6,18,0.48016355696883356,0.5,0
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,7,18,0.5453963508311334,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,8,18,0.6525047446748568,0.5555555555555556,1
leakage_rank_risk__leakage_0.3__rank_0.1__risk_0.6,9,18,0.6426949223800799,1.0,1
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,1,18,0.570896407187115,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,2,18,0.620639272321446,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,3,18,0.629966162952274,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,4,18,0.5256770739921839,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,5,18,0.48092055890227786,0.16666666666666666,0
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,6,18,0.48726074932443875,0.5,0
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,7,18,0.5520546200980984,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,8,18,0.6512740113537749,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.2__risk_0.5,9,18,0.6533559839448562,1.0,1
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,1,18,0.5847468662606545,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,2,18,0.6437785819833767,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,3,18,0.6272428535411627,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,4,18,0.531030816822917,0.5555555555555556,1
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,5,18,0.49267155737006824,0.1111111111111111,0
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,6,18,0.4954152601260236,0.5,0
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,7,18,0.5457182994139517,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,8,18,0.6423804973942533,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.3__risk_0.4,9,18,0.6547852296394692,0.8888888888888888,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,1,18,0.6011332775890039,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,2,18,0.6695868919320183,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,3,18,0.6079119568702902,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,4,18,0.5429209021003939,0.6666666666666666,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,5,18,0.5182237665578371,0.05555555555555555,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,6,18,0.5031136737070487,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,7,18,0.5321870239261544,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,8,18,0.6346105541659544,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.4__risk_0.3,9,18,0.6576634902846797,0.8888888888888888,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,1,18,0.6163299044582443,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,2,18,0.6906546274550874,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,3,18,0.5900521272652914,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,4,18,0.5533215641137712,0.6666666666666666,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,5,18,0.5371978952842877,0.05555555555555555,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,6,18,0.5140018686469817,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,7,18,0.5279622551361682,0.4444444444444444,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,8,18,0.6302619125721769,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.5__risk_0.2,9,18,0.646481479077681,1.0,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,1,18,0.6319562937550365,0.3888888888888889,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,2,18,0.7045418553413944,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,3,18,0.5762363977943687,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,4,18,0.5639791834585404,0.6666666666666666,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,5,18,0.552815434165869,0.0,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,6,18,0.524124844086551,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,7,18,0.5152422617640009,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,8,18,0.6286090791708232,0.6111111111111112,1
leakage_rank_risk__leakage_0.3__rank_0.6__risk_0.1,9,18,0.6399854315667243,1.0,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,1,18,0.6503100519152623,0.3888888888888889,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,2,18,0.7174059520267544,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,3,18,0.5703213045453385,0.3333333333333333,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,4,18,0.575915611794226,0.8888888888888888,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,5,18,0.5719690144354748,0.05555555555555555,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,6,18,0.5377484196435902,0.5,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,7,18,0.5106551902204077,0.3888888888888889,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,8,18,0.6265015343110775,0.5555555555555556,1
leakage_rank_risk__leakage_0.3__rank_0.7__risk_0.0,9,18,0.6389626945786366,1.0,1
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,1,18,0.5301142366334317,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,2,18,0.5883797594973993,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,3,18,0.616073607015636,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,4,18,0.5130984871896076,0.6666666666666666,1
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,5,18,0.4595497422786232,0.16666666666666666,0
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,6,18,0.48697611433617616,0.5,0
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,7,18,0.5329736447127752,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,8,18,0.6370127039219194,0.6666666666666666,1
leakage_rank_risk__leakage_0.4__rank_0.0__risk_0.6,9,18,0.6081863018707097,1.0,1
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,1,18,0.543287332456419,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,2,18,0.5972089077783412,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,3,18,0.6139072894809608,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,4,18,0.5281860855916963,0.6666666666666666,1
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,5,18,0.477500264681453,0.16666666666666666,0
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,6,18,0.49818081784339074,0.6111111111111112,0
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,7,18,0.5372800790192094,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,8,18,0.6407939942266332,0.6666666666666666,1
leakage_rank_risk__leakage_0.4__rank_0.1__risk_0.5,9,18,0.6185494974975234,1.0,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,1,18,0.5694623673643894,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,2,18,0.6139300364960328,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,3,18,0.604987105062588,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,4,18,0.5508034692897643,0.6111111111111112,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,5,18,0.5006494038338355,0.16666666666666666,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,6,18,0.5122634931696994,0.5555555555555556,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,7,18,0.5328355139224703,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,8,18,0.6410591688686996,0.6666666666666666,1
leakage_rank_risk__leakage_0.4__rank_0.2__risk_0.4,9,18,0.6296070769729774,0.8333333333333334,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,1,18,0.5912022006815321,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,2,18,0.6413516667437134,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,3,18,0.5765101919238392,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,4,18,0.5557069895414425,0.6111111111111112,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,5,18,0.5295005579761587,0.1111111111111111,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,6,18,0.5224346764965347,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,7,18,0.5190219361958491,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,8,18,0.6389924148018182,0.7777777777777778,1
leakage_rank_risk__leakage_0.4__rank_0.3__risk_0.3,9,18,0.6465589265251933,0.8333333333333334,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,1,18,0.6118470016612295,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,2,18,0.661880509680029,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,3,18,0.5575022132993148,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,4,18,0.5693925780712411,0.6666666666666666,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,5,18,0.5537713579140677,0.1111111111111111,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,6,18,0.5289787961828316,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,7,18,0.5122791781487434,0.3888888888888889,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,8,18,0.6331884748853793,0.7777777777777778,1
leakage_rank_risk__leakage_0.4__rank_0.4__risk_0.2,9,18,0.6590998832794601,1.0,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,1,18,0.6397964143108744,0.4444444444444444,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,2,18,0.6764320393744285,0.4444444444444444,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,3,18,0.5458034959091722,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,4,18,0.5825231610972925,0.7777777777777778,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,5,18,0.5702394159861357,0.05555555555555555,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,6,18,0.5393535017482978,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,7,18,0.5024656502917373,0.3888888888888889,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,8,18,0.6278150304676255,0.6111111111111112,1
leakage_rank_risk__leakage_0.4__rank_0.5__risk_0.1,9,18,0.6516798639320711,1.0,1
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,1,18,0.6518993789936706,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,2,18,0.6844820702626849,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,3,18,0.5490535531296401,0.3333333333333333,1
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,4,18,0.5893899568056371,0.8333333333333334,1
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,5,18,0.5826209094305805,0.05555555555555555,1
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,6,18,0.5437292682724952,0.5,1
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,7,18,0.4999788456310195,0.3888888888888889,0
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,8,18,0.6180270698075616,0.5555555555555556,1
leakage_rank_risk__leakage_0.4__rank_0.6__risk_0.0,9,18,0.6411175434809452,1.0,1
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,1,18,0.5325212670908125,0.3333333333333333,1
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,2,18,0.5730410117834419,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,3,18,0.5709073786519439,0.16666666666666666,1
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,4,18,0.5473554839652699,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,5,18,0.4831731523018564,0.16666666666666666,0
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,6,18,0.49914470109631026,0.6666666666666666,0
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,7,18,0.5317684972032798,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,8,18,0.6173915888960136,0.6666666666666666,1
leakage_rank_risk__leakage_0.5__rank_0.0__risk_0.5,9,18,0.5677829705878181,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,1,18,0.5467947376784852,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,2,18,0.5813853134581618,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,3,18,0.5607256935004519,0.3333333333333333,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,4,18,0.5573728140111149,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,5,18,0.5055795523951208,0.16666666666666666,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,6,18,0.5179247875326827,0.6666666666666666,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,7,18,0.5233884955624086,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,8,18,0.6227921162301127,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.1__risk_0.4,9,18,0.5868774877832849,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,1,18,0.5655691950333614,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,2,18,0.5933836988963347,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,3,18,0.5518054727746756,0.3333333333333333,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,4,18,0.5687042793784232,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,5,18,0.5462746927585493,0.16666666666666666,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,6,18,0.522407723774855,0.5555555555555556,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,7,18,0.5099501223414267,0.4444444444444444,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,8,18,0.630525785297606,0.7777777777777778,1
leakage_rank_risk__leakage_0.5__rank_0.2__risk_0.3,9,18,0.6037918160127889,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,1,18,0.5887464177682612,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,2,18,0.6265316155273138,0.3888888888888889,1
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,3,18,0.5332227264594415,0.4444444444444444,1
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,4,18,0.5905044135345205,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,5,18,0.5654249259512417,0.16666666666666666,1
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,6,18,0.5276402953314638,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,7,18,0.4939698787524873,0.4444444444444444,0
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,8,18,0.6267175211330923,0.7222222222222222,1
leakage_rank_risk__leakage_0.5__rank_0.3__risk_0.2,9,18,0.6238386138019654,0.8888888888888888,1
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,1,18,0.6199250407800881,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,2,18,0.6552967416613413,0.3888888888888889,1
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,3,18,0.5155616435809673,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,4,18,0.5915279005045815,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,5,18,0.5792832745361125,0.1111111111111111,1
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,6,18,0.5395235770045231,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,7,18,0.48583179300570617,0.4444444444444444,0
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,8,18,0.6168189099498806,0.6111111111111112,1
leakage_rank_risk__leakage_0.5__rank_0.4__risk_0.1,9,18,0.6371088365549468,0.8333333333333334,1
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,1,18,0.6323023978250846,0.4444444444444444,1
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,2,18,0.6754634108801878,0.3888888888888889,1
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,3,18,0.5129993211967849,0.3888888888888889,1
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,4,18,0.5924346217273017,0.7222222222222222,1
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,5,18,0.5889430306944682,0.1111111111111111,1
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,6,18,0.5535218424361447,0.5,1
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,7,18,0.4800277982886678,0.3888888888888889,0
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,8,18,0.6095568177937449,0.6111111111111112,1
leakage_rank_risk__leakage_0.5__rank_0.5__risk_0.0,9,18,0.6395438293759965,1.0,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,1,18,0.5282406571286598,0.5,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,2,18,0.5448073244555149,0.16666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,3,18,0.5372261259942418,0.16666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,4,18,0.5717977069754046,0.8333333333333334,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,5,18,0.5192896403643861,0.16666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,6,18,0.505794030022702,0.5,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,7,18,0.50785431959345,0.3333333333333333,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,8,18,0.6027762827614824,0.6666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.0__risk_0.4,9,18,0.5376792634226418,0.6666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,1,18,0.5360253591326796,0.3888888888888889,1
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,2,18,0.5652992029314406,0.16666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,3,18,0.5292201983023239,0.5,1
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,4,18,0.5788726666059569,0.8333333333333334,1
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,5,18,0.5426005135352032,0.16666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,6,18,0.5211922423955992,0.5,1
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,7,18,0.4991257373866069,0.3333333333333333,0
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,8,18,0.6080254903162818,0.6666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.1__risk_0.3,9,18,0.556103599034217,0.4444444444444444,1
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,1,18,0.5505396875179345,0.3888888888888889,1
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,2,18,0.5999783270445979,0.3333333333333333,1
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,3,18,0.5123225511963435,0.5,1
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,4,18,0.5843866925355211,0.8333333333333334,1
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,5,18,0.5705302322949382,0.16666666666666666,1
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,6,18,0.528350116008589,0.5,1
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,7,18,0.49024153785023356,0.3888888888888889,0
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,8,18,0.6132714392345494,0.6111111111111112,1
leakage_rank_risk__leakage_0.6__rank_0.2__risk_0.2,9,18,0.5690460405519542,0.3888888888888889,1
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,1,18,0.5728106198419303,0.3333333333333333,1
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,2,18,0.6285537533474596,0.3333333333333333,1
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,3,18,0.49860285480756494,0.5,0
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,4,18,0.6051515053975846,0.8333333333333334,1
leakage_rank_risk__leakage_0.6__rank_0.3__risk_0.1,5,18,0.5872625853460293,0.16666666666666666,1
