dataset,target_subject,token_seed,injtype,is_confirm,alpha,is_alpha_star,lam,k,bacc_orig,bacc_injected,induced_harm,mean_disp,E4_inj_bacc,E4_cln_bacc,E4_raw_rec,E4_netted_rec,E4b_inj_bacc,E4b_cln_bacc,E4b_raw_rec,E4b_netted_rec,E4bO_inj_bacc,E4bO_cln_bacc,E4bO_netted_rec,inj_dominance,vc_overlap,arm_overlap,E3_inj_bacc,E3_cln_bacc,E3_raw_rec,E3_netted_rec,ERASE_inj_bacc,ERASE_cln_bacc,ERASE_raw_rec,ERASE_netted_rec
BNCI2015_001,12,0,covtoken,False,1.0,True,1.0,2,0.525,0.5375,-0.0125,0.0,0.51,0.5825,2.2,6.8,0.535,0.5275,0.2,0.4,0.5475,0.525,-0.8,0.5565,0.6745,0.1079,0.5375,0.525,-0.0,-0.0,0.505,0.5275,2.6,2.8
BNCI2015_001,12,0,covtoken,False,2.0,False,1.0,2,0.525,0.515,0.01,0.0,0.5075,0.5825,-0.75,-6.5,0.52,0.5275,0.5,0.25,0.5,0.525,-1.5,0.5164,0.7046,0.1228,0.5125,0.525,-0.25,-0.25,0.515,0.5275,0.0,-0.25
BNCI2015_001,12,0,covtoken,False,3.0,False,1.0,2,0.525,0.4925,0.0325,0.0,0.49,0.5825,-0.0769,-1.8462,0.52,0.5275,0.8462,0.7692,0.455,0.525,-1.1538,0.5115,0.707,0.1206,0.4925,0.525,0.0,0.0,0.515,0.5275,0.6923,0.6154
BNCI2015_001,12,20260721,varmod,True,1.0,True,1.0,1,0.525,0.5225,0.0025,0.0,0.525,0.5825,1.0,-22.0,0.575,0.5275,21.0,20.0,0.5625,0.525,16.0,1.2292,0.9905,0.1605,0.5225,0.525,0.0,0.0,0.51,0.5275,-5.0,-6.0
BNCI2015_001,12,20260721,varmod,True,2.0,False,1.0,1,0.525,0.5625,-0.0375,0.0,0.56,0.5825,0.0667,1.6,0.56,0.5275,0.0667,0.1333,0.565,0.525,-0.0667,1.0532,0.9995,0.1383,0.5625,0.525,-0.0,-0.0,0.5125,0.5275,1.3333,1.4
BNCI2015_001,12,20260721,varmod,True,3.0,False,1.0,1,0.525,0.4825,0.0425,0.0,0.4775,0.5825,-0.1176,-1.4706,0.55,0.5275,1.5882,1.5294,0.5475,0.525,1.5294,1.0232,0.9999,0.1389,0.4825,0.525,0.0,0.0,0.5125,0.5275,0.7059,0.6471
BNCI2015_001,12,20260721,covtoken,True,1.0,True,1.0,2,0.525,0.5,0.025,0.0,0.49,0.5825,-0.4,-2.7,0.535,0.5275,1.4,1.3,0.5425,0.525,1.7,0.5707,0.683,0.064,0.505,0.525,0.2,0.2,0.51,0.5275,0.4,0.3
BNCI2015_001,12,20260721,covtoken,True,2.0,False,1.0,2,0.525,0.5175,0.0075,0.0,0.5175,0.5825,0.0,-7.6667,0.5375,0.5275,2.6667,2.3333,0.52,0.525,0.3333,0.5272,0.7068,0.0281,0.525,0.525,1.0,1.0,0.5175,0.5275,-0.0,-0.3333
BNCI2015_001,12,20260721,covtoken,True,3.0,False,1.0,2,0.525,0.5,0.025,0.0,0.505,0.5825,0.2,-2.1,0.5275,0.5275,1.1,1.0,0.4875,0.525,-0.5,0.5132,0.7069,0.0247,0.5,0.525,0.0,0.0,0.5125,0.5275,0.5,0.4
BNCI2015_001,12,20260722,varmod,True,1.0,False,1.0,1,0.525,0.5375,-0.0125,0.0,0.525,0.5825,1.0,5.6,0.565,0.5275,-2.2,-2.0,0.5725,0.525,-2.8,1.2228,0.9873,0.1416,0.5375,0.525,-0.0,-0.0,0.52,0.5275,1.4,1.6
BNCI2015_001,12,20260722,varmod,True,2.0,True,1.0,1,0.525,0.5025,0.0225,0.0,0.4925,0.5825,-0.4444,-3.0,0.5425,0.5275,1.7778,1.6667,0.545,0.525,1.8889,1.0513,0.9993,0.1136,0.5025,0.525,0.0,0.0,0.5025,0.5275,0.0,-0.1111
BNCI2015_001,12,20260722,varmod,True,3.0,False,1.0,1,0.525,0.455,0.07,0.0,0.455,0.5825,0.0,-0.8214,0.505,0.5275,0.7143,0.6786,0.505,0.525,0.7143,1.0226,0.9999,0.1157,0.4575,0.525,0.0357,0.0357,0.5,0.5275,0.6429,0.6071
BNCI2015_001,12,20260722,covtoken,True,1.0,True,1.0,2,0.525,0.4575,0.0675,0.0,0.44,0.5825,-0.2593,-1.1111,0.525,0.5275,1.0,0.963,0.53,0.525,1.0741,0.555,0.6416,0.1446,0.4625,0.525,0.0741,0.0741,0.505,0.5275,0.7037,0.6667
BNCI2015_001,12,20260722,covtoken,True,2.0,False,1.0,2,0.525,0.51,0.015,0.0,0.495,0.5825,-1.0,-4.8333,0.5325,0.5275,1.5,1.3333,0.5275,0.525,1.1667,0.5182,0.7047,0.0749,0.51,0.525,0.0,0.0,0.495,0.5275,-1.0,-1.1667
BNCI2015_001,12,20260722,covtoken,True,3.0,False,1.0,2,0.525,0.505,0.02,0.0,0.5125,0.5825,0.375,-2.5,0.545,0.5275,2.0,1.875,0.5125,0.525,0.375,0.5107,0.707,0.0596,0.5025,0.525,-0.125,-0.125,0.5,0.5275,-0.25,-0.375
BNCI2015_001,12,20260723,varmod,True,1.0,False,1.0,1,0.525,0.535,-0.01,0.0,0.52,0.5825,1.5,7.25,0.5375,0.5275,-0.25,-0.0,0.5475,0.525,-1.25,1.2506,0.9899,0.1551,0.5325,0.525,0.25,0.25,0.5125,0.5275,2.25,2.5
BNCI2015_001,12,20260723,varmod,True,2.0,True,1.0,1,0.525,0.51,0.015,0.0,0.5075,0.5825,-0.1667,-4.0,0.525,0.5275,1.0,0.8333,0.5225,0.525,0.8333,1.0585,0.9992,0.1443,0.5075,0.525,-0.1667,-0.1667,0.5125,0.5275,0.1667,0.0
BNCI2015_001,12,20260723,varmod,True,3.0,False,1.0,1,0.525,0.54,-0.015,0.0,0.54,0.5825,-0.0,3.8333,0.5475,0.5275,-0.5,-0.3333,0.5525,0.525,-0.8333,1.0256,0.9998,0.139,0.54,0.525,-0.0,-0.0,0.5125,0.5275,1.8333,2.0
BNCI2015_001,12,20260723,covtoken,True,1.0,False,1.0,2,0.525,0.5425,-0.0175,0.0,0.53,0.5825,0.7143,4.0,0.5475,0.5275,-0.2857,-0.1429,0.5525,0.525,-0.5714,0.608,0.6985,0.2587,0.54,0.525,0.1429,0.1429,0.5125,0.5275,1.7143,1.8571
BNCI2015_001,12,20260723,covtoken,True,2.0,True,1.0,2,0.525,0.5425,-0.0175,0.0,0.535,0.5825,0.4286,3.7143,0.52,0.5275,1.2857,1.4286,0.52,0.525,1.2857,0.5502,0.7041,0.2378,0.545,0.525,-0.1429,-0.1429,0.5125,0.5275,1.7143,1.8571
BNCI2015_001,12,20260723,covtoken,True,3.0,False,1.0,2,0.525,0.5275,-0.0025,0.0,0.525,0.5825,1.0,24.0,0.53,0.5275,-1.0,-0.0,0.525,0.525,1.0,0.5409,0.7027,0.2334,0.525,0.525,1.0,1.0,0.5125,0.5275,6.0,7.0
BNCI2015_001,12,20260724,varmod,True,1.0,False,1.0,2,0.525,0.5,0.025,0.0,0.495,0.5825,-0.2,-2.5,0.54,0.5275,1.6,1.5,0.535,0.525,1.4,1.2253,0.4951,0.16,0.5,0.525,0.0,0.0,0.5125,0.5275,0.5,0.4
BNCI2015_001,12,20260724,varmod,True,2.0,True,1.0,2,0.525,0.505,0.02,0.0,0.51,0.5825,0.25,-2.625,0.54,0.5275,1.75,1.625,0.5325,0.525,1.375,1.0504,0.5001,0.1375,0.505,0.525,0.0,0.0,0.51,0.5275,0.25,0.125
BNCI2015_001,12,20260724,varmod,True,3.0,False,1.0,2,0.525,0.51,0.015,0.0,0.5125,0.5825,0.1667,-3.6667,0.55,0.5275,2.6667,2.5,0.5475,0.525,2.5,1.0228,0.5003,0.1376,0.5125,0.525,0.1667,0.1667,0.51,0.5275,0.0,-0.1667
BNCI2015_001,12,20260724,covtoken,True,1.0,True,1.0,2,0.525,0.5275,-0.0025,0.0,0.515,0.5825,5.0,28.0,0.555,0.5275,-11.0,-10.0,0.55,0.525,-9.0,0.5524,0.5554,0.2075,0.5275,0.525,-0.0,-0.0,0.51,0.5275,7.0,8.0
BNCI2015_001,12,20260724,covtoken,True,2.0,False,1.0,2,0.525,0.485,0.04,0.0,0.4925,0.5825,0.1875,-1.25,0.5475,0.5275,1.5625,1.5,0.5575,0.525,1.8125,0.5143,0.652,0.2267,0.4875,0.525,0.0625,0.0625,0.5125,0.5275,0.6875,0.625
BNCI2015_001,12,20260724,covtoken,True,3.0,False,1.0,2,0.525,0.5175,0.0075,0.0,0.5225,0.5825,0.6667,-7.0,0.5175,0.5275,-0.0,-0.3333,0.535,0.525,2.3333,0.5056,0.7022,0.0663,0.5225,0.525,0.6667,0.6667,0.51,0.5275,-1.0,-1.3333
BNCI2015_001,12,20260725,varmod,True,1.0,True,1.0,2,0.525,0.48,0.045,0.0,0.485,0.5825,0.1111,-1.1667,0.535,0.5275,1.2222,1.1667,0.5275,0.525,1.0556,1.2355,0.4961,0.1612,0.48,0.525,0.0,0.0,0.51,0.5275,0.6667,0.6111
BNCI2015_001,12,20260725,varmod,True,2.0,False,1.0,2,0.525,0.5325,-0.0075,0.0,0.5275,0.5825,0.6667,8.3333,0.5625,0.5275,-4.0,-3.6667,0.56,0.525,-3.6667,1.0565,0.5007,0.1388,0.53,0.525,0.3333,0.3333,0.5125,0.5275,2.6667,3.0
BNCI2015_001,12,20260725,varmod,True,3.0,False,1.0,2,0.525,0.4775,0.0475,0.0,0.465,0.5825,-0.2632,-1.4737,0.5125,0.5275,0.7368,0.6842,0.5125,0.525,0.7368,1.0242,0.5004,0.1373,0.4675,0.525,-0.2105,-0.2105,0.51,0.5275,0.6842,0.6316
BNCI2015_001,12,20260725,covtoken,True,1.0,False,0.5,2,0.525,0.57,-0.045,0.0,0.5625,0.5525,0.1667,0.7778,0.5825,0.525,-0.2778,-0.2778,0.5875,0.525,-0.3889,0.5889,0.695,0.1462,0.57,0.525,-0.0,-0.0,0.515,0.5275,1.2222,1.2778
BNCI2015_001,12,20260725,covtoken,True,2.0,True,0.5,2,0.525,0.515,0.01,0.0,0.51,0.5525,-0.5,-3.25,0.52,0.525,0.5,0.5,0.5125,0.525,-0.25,0.5299,0.7064,0.1475,0.5125,0.525,-0.25,-0.25,0.51,0.5275,-0.5,-0.75
BNCI2015_001,12,20260725,covtoken,True,3.0,False,0.5,2,0.525,0.46,0.065,0.0,0.4575,0.5525,-0.0385,-0.4615,0.4625,0.525,0.0385,0.0385,0.4675,0.525,0.1154,0.5316,0.7037,0.1476,0.46,0.525,0.0,0.0,0.5125,0.5275,0.8077,0.7692
BNCI2015_001,12,20260726,varmod,True,1.0,True,1.0,2,0.525,0.505,0.02,0.0,0.4675,0.5825,-1.875,-4.75,0.53,0.5275,1.25,1.125,0.525,0.525,1.0,1.2682,0.4981,0.1855,0.5075,0.525,0.125,0.125,0.505,0.5275,0.0,-0.125
BNCI2015_001,12,20260726,varmod,True,2.0,False,1.0,2,0.525,0.4875,0.0375,0.0,0.49,0.5825,0.0667,-1.4667,0.525,0.5275,1.0,0.9333,0.525,0.525,1.0,1.0588,0.5003,0.1416,0.4875,0.525,0.0,0.0,0.515,0.5275,0.7333,0.6667
BNCI2015_001,12,20260726,varmod,True,3.0,False,1.0,2,0.525,0.5275,-0.0025,0.0,0.52,0.5825,3.0,26.0,0.545,0.5275,-7.0,-6.0,0.55,0.525,-9.0,1.0254,0.5003,0.1354,0.525,0.525,1.0,1.0,0.51,0.5275,7.0,8.0
BNCI2015_001,12,20260726,covtoken,True,1.0,False,1.0,2,0.525,0.535,-0.01,0.0,0.5125,0.5825,2.25,8.0,0.5425,0.5275,-0.75,-0.5,0.555,0.525,-2.0,0.5673,0.4944,0.2007,0.535,0.525,-0.0,-0.0,0.5175,0.5275,1.75,2.0
BNCI2015_001,12,20260726,covtoken,True,2.0,True,1.0,2,0.525,0.525,0.0,0.0,0.5225,0.5825,,,0.515,0.5275,,,0.53,0.525,,0.5242,0.704,0.2482,0.525,0.525,,,0.515,0.5275,,
BNCI2015_001,12,20260726,covtoken,True,3.0,False,1.0,2,0.525,0.5075,0.0175,0.0,0.51,0.5825,0.1429,-3.1429,0.5225,0.5275,0.8571,0.7143,0.535,0.525,1.5714,0.5122,0.707,0.2449,0.5075,0.525,0.0,0.0,0.5125,0.5275,0.2857,0.1429
BNCI2015_001,12,20260727,varmod,True,1.0,True,1.0,2,0.525,0.5225,0.0025,0.0,0.5175,0.5825,-2.0,-25.0,0.56,0.5275,15.0,14.0,0.5675,0.525,18.0,1.2026,0.4955,0.1293,0.53,0.525,3.0,3.0,0.515,0.5275,-3.0,-4.0
BNCI2015_001,12,20260727,varmod,True,2.0,False,1.0,2,0.525,0.49,0.035,0.0,0.4875,0.5825,-0.0714,-1.7143,0.55,0.5275,1.7143,1.6429,0.5475,0.525,1.6429,1.0468,0.501,0.1182,0.49,0.525,0.0,0.0,0.4975,0.5275,0.2143,0.1429
BNCI2015_001,12,20260727,varmod,True,3.0,False,1.0,2,0.525,0.535,-0.01,0.0,0.535,0.5825,-0.0,5.75,0.555,0.5275,-2.0,-1.75,0.555,0.525,-2.0,1.0205,0.5002,0.1127,0.5425,0.525,-0.75,-0.75,0.5,0.5275,3.5,3.75
BNCI2015_001,12,20260727,covtoken,True,1.0,True,0.5,2,0.525,0.5325,-0.0075,0.0,0.53,0.5525,0.3333,4.0,0.5575,0.525,-3.3333,-3.3333,0.565,0.525,-4.3333,0.5689,0.6961,0.1226,0.54,0.525,-1.0,-1.0,0.51,0.5275,3.0,3.3333
BNCI2015_001,12,20260727,covtoken,True,2.0,False,0.5,2,0.525,0.4625,0.0625,0.0,0.46,0.5525,-0.04,-0.48,0.4625,0.525,0.0,0.0,0.4625,0.525,0.0,0.5291,0.7065,0.116,0.4625,0.525,0.0,0.0,0.4975,0.5275,0.56,0.52
BNCI2015_001,12,20260727,covtoken,True,3.0,False,0.5,2,0.525,0.49,0.035,0.0,0.4875,0.5525,-0.0714,-0.8571,0.4975,0.525,0.2143,0.2143,0.495,0.525,0.1429,0.5231,0.7056,0.1193,0.49,0.525,0.0,0.0,0.5,0.5275,0.2857,0.2143
BNCI2015_001,12,20260728,varmod,True,1.0,True,1.0,2,0.525,0.5375,-0.0125,0.0,0.51,0.5825,2.2,6.8,0.54,0.5275,-0.2,-0.0,0.5475,0.525,-0.8,1.2343,0.4959,0.1683,0.5375,0.525,-0.0,-0.0,0.5125,0.5275,2.0,2.2
BNCI2015_001,12,20260728,varmod,True,2.0,False,1.0,2,0.525,0.495,0.03,0.0,0.4975,0.5825,0.0833,-1.8333,0.555,0.5275,2.0,1.9167,0.5525,0.525,1.9167,1.0546,0.5,0.1407,0.5,0.525,0.1667,0.1667,0.51,0.5275,0.5,0.4167
BNCI2015_001,12,20260728,varmod,True,3.0,False,1.0,2,0.525,0.5125,0.0125,0.0,0.51,0.5825,-0.2,-4.8,0.5375,0.5275,2.0,1.8,0.5375,0.525,2.0,1.0235,0.5011,0.1385,0.515,0.525,0.2,0.2,0.51,0.5275,-0.2,-0.4
BNCI2015_001,12,20260728,covtoken,True,1.0,True,1.0,2,0.525,0.495,0.03,0.0,0.5,0.5825,0.1667,-1.75,0.54,0.5275,1.5,1.4167,0.555,0.525,2.0,0.553,0.606,0.0457,0.5025,0.525,0.25,0.25,0.5125,0.5275,0.5833,0.5
BNCI2015_001,12,20260728,covtoken,True,2.0,False,1.0,2,0.525,0.5,0.025,0.0,0.5025,0.5825,0.1,-2.2,0.525,0.5275,1.0,0.9,0.515,0.525,0.6,0.5084,0.5845,0.0315,0.4975,0.525,-0.1,-0.1,0.51,0.5275,0.4,0.3
BNCI2015_001,12,20260728,covtoken,True,3.0,False,1.0,2,0.525,0.5075,0.0175,0.0,0.495,0.5825,-0.7143,-4.0,0.52,0.5275,0.7143,0.5714,0.5125,0.525,0.2857,0.5102,0.7069,0.0994,0.505,0.525,-0.1429,-0.1429,0.5125,0.5275,0.2857,0.1429
BNCI2015_001,1,0,varmod,False,1.0,False,1.0,2,0.5925,0.6375,-0.045,0.0,0.58,0.67,1.2778,3.0,0.5775,0.59,1.3333,1.2778,0.58,0.5925,1.2778,1.0141,0.5223,0.4581,0.6425,0.5925,-0.1111,-0.1111,0.54,0.5725,2.1667,1.7222
BNCI2015_001,1,0,varmod,False,2.0,True,1.0,2,0.5925,0.5325,0.06,0.0,0.5325,0.67,0.0,-1.2917,0.5325,0.59,0.0,0.0417,0.5325,0.5925,0.0,1.0041,0.5012,0.4045,0.5325,0.5925,0.0,0.0,0.535,0.5725,0.0417,0.375
BNCI2015_001,1,0,varmod,False,3.0,False,1.0,2,0.5925,0.53,0.0625,0.0,0.535,0.67,0.08,-1.16,0.545,0.59,0.24,0.28,0.545,0.5925,0.24,1.002,0.5032,0.409,0.53,0.5925,0.0,0.0,0.535,0.5725,0.08,0.4
BNCI2015_001,1,0,covtoken,False,1.0,False,1.0,1,0.5925,0.6125,-0.02,0.0,0.5425,0.67,3.5,7.375,0.6125,0.59,-0.0,-0.125,0.565,0.5925,2.375,0.9647,0.0302,0.1141,0.615,0.5925,-0.125,-0.125,0.61,0.5725,0.125,-0.875
BNCI2015_001,1,0,covtoken,False,2.0,True,1.0,1,0.5925,0.5175,0.075,0.0,0.5225,0.67,0.0667,-0.9667,0.575,0.59,0.7667,0.8,0.5425,0.5925,0.3333,0.966,0.4714,0.1287,0.52,0.5925,0.0333,0.0333,0.5775,0.5725,0.8,1.0667
BNCI2015_001,1,0,covtoken,False,3.0,False,1.0,1,0.5925,0.505,0.0875,0.0,0.5125,0.67,0.0857,-0.8,0.5625,0.59,0.6571,0.6857,0.535,0.5925,0.3429,0.954,0.5602,0.1576,0.505,0.5925,0.0,0.0,0.56,0.5725,0.6286,0.8571
BNCI2015_001,1,20260721,varmod,True,1.0,True,0.5,1,0.5925,0.6225,-0.03,0.0,0.6075,0.6225,0.5,1.5,0.6075,0.59,0.5,0.4167,0.61,0.5925,0.4167,1.0489,0.9949,0.4724,0.6225,0.5925,-0.0,-0.0,0.5375,0.5725,2.8333,2.1667
BNCI2015_001,1,20260721,varmod,True,2.0,False,0.5,1,0.5925,0.5225,0.07,0.0,0.5275,0.6225,0.0714,-0.3571,0.5575,0.59,0.5,0.5357,0.5575,0.5925,0.5,1.0149,0.9996,0.417,0.5225,0.5925,0.0,0.0,0.54,0.5725,0.25,0.5357
BNCI2015_001,1,20260721,varmod,True,3.0,False,0.5,1,0.5925,0.4975,0.095,0.0,0.495,0.6225,-0.0263,-0.3421,0.5025,0.59,0.0526,0.0789,0.5025,0.5925,0.0526,1.0068,0.9999,0.4026,0.4975,0.5925,0.0,0.0,0.54,0.5725,0.4474,0.6579
BNCI2015_001,1,20260721,covtoken,True,1.0,True,1.0,2,0.5925,0.6,-0.0075,0.0,0.52,0.67,10.6667,21.0,0.56,0.59,5.3333,5.0,0.57,0.5925,4.0,0.5054,0.6955,0.4503,0.5975,0.5925,0.3333,0.3333,0.54,0.5725,8.0,5.3333
BNCI2015_001,1,20260721,covtoken,True,2.0,False,1.0,2,0.5925,0.52,0.0725,0.0,0.5475,0.67,0.3793,-0.6897,0.545,0.59,0.3448,0.3793,0.555,0.5925,0.4828,0.4977,0.7022,0.4217,0.5175,0.5925,-0.0345,-0.0345,0.54,0.5725,0.2759,0.5517
BNCI2015_001,1,20260721,covtoken,True,3.0,False,1.0,2,0.5925,0.5,0.0925,0.0,0.505,0.67,0.0541,-0.7838,0.53,0.59,0.3243,0.3514,0.5375,0.5925,0.4054,0.5026,0.707,0.4355,0.495,0.5925,-0.0541,-0.0541,0.54,0.5725,0.4324,0.6486
BNCI2015_001,1,20260722,varmod,True,1.0,False,1.0,1,0.5925,0.6125,-0.02,0.0,0.555,0.67,2.875,6.75,0.5675,0.59,2.25,2.125,0.575,0.5925,1.875,1.0572,0.9947,0.4481,0.6125,0.5925,-0.0,-0.0,0.54,0.5725,3.625,2.625
BNCI2015_001,1,20260722,varmod,True,2.0,True,1.0,1,0.5925,0.545,0.0475,0.0,0.555,0.67,0.2105,-1.4211,0.55,0.59,0.1053,0.1579,0.55,0.5925,0.1053,1.0153,0.9998,0.4102,0.545,0.5925,0.0,0.0,0.54,0.5725,-0.1053,0.3158
BNCI2015_001,1,20260722,varmod,True,3.0,False,1.0,1,0.5925,0.5,0.0925,0.0,0.51,0.67,0.1081,-0.7297,0.5575,0.59,0.6216,0.6486,0.5575,0.5925,0.6216,1.0069,0.9999,0.3995,0.5,0.5925,0.0,0.0,0.54,0.5725,0.4324,0.6486
BNCI2015_001,1,20260722,covtoken,True,1.0,True,1.0,2,0.5925,0.63,-0.0375,0.0,0.55,0.67,2.1333,4.2,0.565,0.59,1.7333,1.6667,0.575,0.5925,1.4667,0.5173,0.6998,0.1321,0.6275,0.5925,0.0667,0.0667,0.545,0.5725,2.2667,1.7333
BNCI2015_001,1,20260722,covtoken,True,2.0,False,1.0,2,0.5925,0.5475,0.045,0.0,0.5675,0.67,0.4444,-1.2778,0.545,0.59,-0.0556,0.0,0.56,0.5925,0.2778,0.514,0.7031,0.2158,0.5575,0.5925,0.2222,0.2222,0.5425,0.5725,-0.1111,0.3333
BNCI2015_001,1,20260722,covtoken,True,3.0,False,1.0,2,0.5925,0.5525,0.04,0.0,0.5575,0.67,0.125,-1.8125,0.5325,0.59,-0.5,-0.4375,0.5525,0.5925,0.0,0.5129,0.7019,0.2197,0.5525,0.5925,0.0,0.0,0.54,0.5725,-0.3125,0.1875
BNCI2015_001,1,20260723,varmod,True,1.0,False,1.0,2,0.5925,0.635,-0.0425,0.0,0.555,0.67,1.8824,3.7059,0.5675,0.59,1.5882,1.5294,0.5725,0.5925,1.4706,1.0149,0.5217,0.4573,0.635,0.5925,-0.0,-0.0,0.54,0.5725,2.2353,1.7647
BNCI2015_001,1,20260723,varmod,True,2.0,True,1.0,2,0.5925,0.535,0.0575,0.0,0.5425,0.67,0.1304,-1.2174,0.5475,0.59,0.2174,0.2609,0.55,0.5925,0.2609,1.0046,0.5055,0.4143,0.54,0.5925,0.087,0.087,0.535,0.5725,0.0,0.3478
BNCI2015_001,1,20260723,varmod,True,3.0,False,1.0,2,0.5925,0.53,0.0625,0.0,0.535,0.67,0.08,-1.16,0.555,0.59,0.4,0.44,0.5575,0.5925,0.44,1.0021,0.5037,0.4093,0.53,0.5925,0.0,0.0,0.535,0.5725,0.08,0.4
BNCI2015_001,1,20260723,covtoken,True,1.0,True,0.5,1,0.5925,0.605,-0.0125,0.0,0.5775,0.6225,2.2,4.6,0.615,0.59,-0.8,-1.0,0.6,0.5925,0.4,0.9573,0.4595,0.2091,0.605,0.5925,-0.0,-0.0,0.5925,0.5725,1.0,-0.6
BNCI2015_001,1,20260723,covtoken,True,2.0,False,0.5,1,0.5925,0.535,0.0575,0.0,0.5375,0.6225,0.0435,-0.4783,0.575,0.59,0.6957,0.7391,0.61,0.5925,1.3043,0.9083,0.7792,0.3208,0.535,0.5925,0.0,0.0,0.5325,0.5725,-0.0435,0.3043
BNCI2015_001,1,20260723,covtoken,True,3.0,False,0.5,1,0.5925,0.545,0.0475,0.0,0.5425,0.6225,-0.0526,-0.6842,0.5575,0.59,0.2632,0.3158,0.555,0.5925,0.2105,0.893,0.7558,0.3097,0.545,0.5925,0.0,0.0,0.555,0.5725,0.2105,0.6316
BNCI2015_001,1,20260724,varmod,True,1.0,True,0.5,1,0.5925,0.62,-0.0275,0.0,0.5925,0.6225,1.0,2.0909,0.595,0.59,0.9091,0.8182,0.5925,0.5925,1.0,1.0609,0.9972,0.3067,0.62,0.5925,-0.0,-0.0,0.5375,0.5725,3.0,2.2727
BNCI2015_001,1,20260724,varmod,True,2.0,False,0.5,1,0.5925,0.5175,0.075,0.0,0.5175,0.6225,0.0,-0.4,0.56,0.59,0.5667,0.6,0.56,0.5925,0.5667,1.0157,0.9997,0.2831,0.5175,0.5925,0.0,0.0,0.535,0.5725,0.2333,0.5
BNCI2015_001,1,20260724,varmod,True,3.0,False,0.5,1,0.5925,0.515,0.0775,0.0,0.5175,0.6225,0.0323,-0.3548,0.52,0.59,0.0645,0.0968,0.52,0.5925,0.0645,1.0071,1.0,0.2762,0.5125,0.5925,-0.0323,-0.0323,0.5375,0.5725,0.2903,0.5484
BNCI2015_001,1,20260724,covtoken,True,1.0,True,1.0,2,0.5925,0.5975,-0.005,0.0,0.54,0.67,11.5,27.0,0.56,0.59,7.5,7.0,0.5525,0.5925,9.0,0.5202,0.5672,0.2329,0.5975,0.5925,-0.0,-0.0,0.545,0.5725,10.5,6.5
BNCI2015_001,1,20260724,covtoken,True,2.0,False,1.0,2,0.5925,0.525,0.0675,0.0,0.525,0.67,0.0,-1.1481,0.56,0.59,0.5185,0.5556,0.555,0.5925,0.4444,0.5082,0.7069,0.3228,0.525,0.5925,0.0,0.0,0.545,0.5725,0.2963,0.5926
BNCI2015_001,1,20260724,covtoken,True,3.0,False,1.0,2,0.5925,0.51,0.0825,0.0,0.515,0.67,0.0606,-0.8788,0.57,0.59,0.7273,0.7576,0.5575,0.5925,0.5758,0.5051,0.707,0.3197,0.5075,0.5925,-0.0303,-0.0303,0.5425,0.5725,0.3939,0.6364
BNCI2015_001,1,20260725,varmod,True,1.0,True,0.5,2,0.5925,0.6225,-0.03,0.0,0.6075,0.6225,0.5,1.5,0.625,0.59,-0.0833,-0.1667,0.63,0.5925,-0.25,1.0115,0.5093,0.4416,0.6225,0.5925,-0.0,-0.0,0.5475,0.5725,2.5,1.8333
BNCI2015_001,1,20260725,varmod,True,2.0,False,0.5,2,0.5925,0.515,0.0775,0.0,0.5075,0.6225,-0.0968,-0.4839,0.5725,0.59,0.7419,0.7742,0.5775,0.5925,0.8065,1.0044,0.5019,0.4095,0.52,0.5925,0.0645,0.0645,0.535,0.5725,0.2581,0.5161
BNCI2015_001,1,20260725,varmod,True,3.0,False,0.5,2,0.5925,0.5075,0.085,0.0,0.5075,0.6225,0.0,-0.3529,0.5225,0.59,0.1765,0.2059,0.5225,0.5925,0.1765,1.0021,0.5014,0.4058,0.5075,0.5925,0.0,0.0,0.5375,0.5725,0.3529,0.5882
BNCI2015_001,1,20260725,covtoken,True,1.0,True,1.0,2,0.5925,0.6075,-0.015,0.0,0.6,0.67,0.5,5.6667,0.555,0.59,3.5,3.3333,0.5475,0.5925,4.0,0.565,0.6957,0.2534,0.61,0.5925,-0.1667,-0.1667,0.5475,0.5725,4.0,2.6667
BNCI2015_001,1,20260725,covtoken,True,2.0,False,1.0,2,0.5925,0.5525,0.04,0.0,0.5375,0.67,-0.375,-2.3125,0.5475,0.59,-0.125,-0.0625,0.5525,0.5925,0.0,0.5501,0.6981,0.2322,0.555,0.5925,0.0625,0.0625,0.5425,0.5725,-0.25,0.25
BNCI2015_001,1,20260725,covtoken,True,3.0,False,1.0,2,0.5925,0.525,0.0675,0.0,0.52,0.67,-0.0741,-1.2222,0.5425,0.59,0.2593,0.2963,0.535,0.5925,0.1481,0.5486,0.6972,0.2317,0.5325,0.5925,0.1111,0.1111,0.54,0.5725,0.2222,0.5185
BNCI2015_001,1,20260726,varmod,True,1.0,False,1.0,1,0.5925,0.6025,-0.01,0.0,0.5425,0.67,6.0,13.75,0.57,0.59,3.25,3.0,0.5725,0.5925,3.0,1.0626,0.9939,0.2975,0.6025,0.5925,-0.0,-0.0,0.5425,0.5725,6.0,4.0
BNCI2015_001,1,20260726,varmod,True,2.0,True,1.0,1,0.5925,0.555,0.0375,0.0,0.54,0.67,-0.4,-2.4667,0.565,0.59,0.2667,0.3333,0.565,0.5925,0.2667,1.0166,0.9998,0.2861,0.555,0.5925,0.0,0.0,0.535,0.5725,-0.5333,-0.0
