dataset,target_subject_id,budget,construction_pool_rows_lower_bound,construction_pool_rows_upper_bound,support_basis,available,disposition,replacement_sampling,budget_substitution,target_deleted
PhysionetMI,48,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,48,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,48,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,48,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,95,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,95,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,95,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,95,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,95,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,74,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,74,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,74,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,74,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,74,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,4,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,4,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,4,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,4,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,4,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,69,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,69,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,69,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,69,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,69,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,76,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,76,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,76,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,76,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,76,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,17,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,17,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,17,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,17,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,17,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,1,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,1,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,1,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,1,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,1,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,63,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,63,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,63,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,63,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,63,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,78,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,78,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,78,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,78,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,78,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,57,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,57,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,57,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,57,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,57,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,41,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,41,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,41,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,41,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,41,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,96,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,96,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,96,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,96,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,96,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,15,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,15,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,15,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,15,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,15,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,10,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,10,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,10,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,10,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,10,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,30,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,30,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,30,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,30,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,30,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,45,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,45,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,45,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,45,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,45,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,97,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,97,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,97,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,97,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,97,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,75,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,75,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,75,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,75,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,75,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,33,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,33,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,33,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,33,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,33,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,22,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,22,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,22,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,22,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,22,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,16,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,16,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,16,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,16,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,16,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,60,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,60,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,60,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,60,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,60,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,7,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,7,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,7,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,7,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,7,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,80,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,80,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,80,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,80,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,80,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,42,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,42,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,42,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,42,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,42,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,47,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,47,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,47,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,47,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,47,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,104,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,104,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,104,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,104,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,104,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,13,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,13,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,13,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,13,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,13,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,36,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,36,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,36,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,36,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,36,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
PhysionetMI,29,4,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,29,8,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,29,16,18,30,9_to_15_per_class_locked_metadata,1,AVAILABLE_WITHOUT_REPLACEMENT,0,0,0
PhysionetMI,29,32,18,30,9_to_15_per_class_locked_metadata,0,INPUT_UNAVAILABLE,0,0,0
PhysionetMI,29,FULL,18,30,9_to_15_per_class_locked_metadata,1,CELL_SPECIFIC_FULL_CONSTRUCTION_POOL,0,0,0
