dataset,method,seed,fold,target_subject,representation,k,task_head_alignment,head_replay_ok
BNCI2015_001,cdan,2,2,3,graph_z,1,0.007753180192964954,True
BNCI2015_001,cdan,2,2,3,graph_z,2,0.012354517599969372,True
BNCI2015_001,cdan,2,2,3,graph_z,4,0.11014487058979153,True
BNCI2015_001,cdan,2,2,3,graph_z,8,0.15642157000543885,True
BNCI2015_001,cdan,2,3,4,graph_z,1,0.010041672988355422,True
BNCI2015_001,cdan,2,3,4,graph_z,2,0.01466074771607516,True
BNCI2015_001,cdan,2,3,4,graph_z,4,0.05266095757737268,True
BNCI2015_001,cdan,2,3,4,graph_z,8,0.09301394913235636,True
BNCI2015_001,cdan,2,4,5,graph_z,1,0.003513286286353737,True
BNCI2015_001,cdan,2,4,5,graph_z,2,0.0190616166141009,True
BNCI2015_001,cdan,2,4,5,graph_z,4,0.052211198683900055,True
BNCI2015_001,cdan,2,4,5,graph_z,8,0.10680582056219454,True
BNCI2015_001,cdan,2,5,6,graph_z,1,0.0005966142931269128,True
BNCI2015_001,cdan,2,5,6,graph_z,2,0.012167069763557739,True
BNCI2015_001,cdan,2,5,6,graph_z,4,0.038039396563050255,True
BNCI2015_001,cdan,2,5,6,graph_z,8,0.16464509618084935,True
BNCI2015_001,cdan,2,6,7,graph_z,1,0.004169132160531727,True
BNCI2015_001,cdan,2,6,7,graph_z,2,0.028214655993844533,True
BNCI2015_001,cdan,2,6,7,graph_z,4,0.04435923839959018,True
BNCI2015_001,cdan,2,6,7,graph_z,8,0.11729943035456657,True
BNCI2015_001,cdan,2,7,8,graph_z,1,0.004310304959645713,True
BNCI2015_001,cdan,2,7,8,graph_z,2,0.007801111871936897,True
BNCI2015_001,cdan,2,7,8,graph_z,4,0.014489862941413523,True
BNCI2015_001,cdan,2,7,8,graph_z,8,0.04792561260692992,True
BNCI2015_001,cdan,2,8,9,graph_z,1,0.011566433096649087,True
BNCI2015_001,cdan,2,8,9,graph_z,2,0.01662118762100798,True
BNCI2015_001,cdan,2,8,9,graph_z,4,0.02888361632142478,True
BNCI2015_001,cdan,2,8,9,graph_z,8,0.1279756703019594,True
BNCI2015_001,cdan,2,9,10,graph_z,1,0.00025505700919410446,True
BNCI2015_001,cdan,2,9,10,graph_z,2,0.03672808324265273,True
BNCI2015_001,cdan,2,9,10,graph_z,4,0.10381137809240625,True
BNCI2015_001,cdan,2,9,10,graph_z,8,0.2608589522771043,True
