replicate,p1_subject_delta,p2_task_nll_delta,p3_overlap_delta
2815,3.870592018537425,-0.029977932670235408,-0.01078220884408064
2816,3.641637401700108,-0.03305902751034795,-0.022059071617708596
2817,3.7468110373786283,0.0037276224246376444,-0.02233010530751524
2818,3.6923892550367565,-0.002464206920852252,-0.014891439290360922
2819,3.774537730279647,-0.030519523198666132,-0.011078870951158823
2820,3.715570163450027,-0.007877823737723055,-0.012711811827712301
2821,3.3050878235332988,-0.04458501022315753,-0.011646414143966496
2822,3.5291360539705234,-0.0017798227199063987,-0.015315449229021134
2823,3.471178730441772,-0.012063843645150119,-0.019066782449921195
2824,3.6257598730925196,-0.006933444023021096,-0.02164954847567818
2825,3.4387283126252437,-0.03541170709302266,-0.017179735996279602
2826,3.5906668037110516,-0.05026184023664326,-0.01686952021920061
2827,3.7245501032242956,-0.030063873254587925,-0.016535031756637078
2828,3.4537805465613216,-0.01628254985428379,-0.013301093413578036
2829,3.7708894874723855,0.008328336365745148,-0.01782300938797828
2830,3.561410791000072,-0.01047141266438567,-0.0062684866937213896
2831,3.535703076846956,-0.012769154547251471,-0.007774810456956462
2832,3.788852297555442,-0.01628431844377909,-0.021342016778476226
2833,3.598051350860146,-0.03368436318562518,-0.015512942141647026
2834,3.5721480791465527,-0.019683714403909036,-0.013953076026284397
2835,3.639343423379788,-0.031836979203270666,-0.011988094137003948
2836,3.6100914940952418,0.00025684987576335416,-0.013430753837331905
2837,3.669055975108075,-0.028044108823883196,-0.01115211090547049
2838,3.7109164894876425,-0.01281678103924877,-0.016569824280233653
2839,3.5673931652354267,-0.010785746174903466,-0.01131210547196499
2840,3.492869412645576,-0.016052907404267014,-0.012061630248254861
2841,3.660900476002254,-0.004130853371587584,-0.016877567668097837
2842,3.6794412878087566,-0.05692334184512671,-0.0209989613585838
2843,3.2428406226311637,-0.0008889907120481766,-0.016766648569045778
2844,3.730709411753422,-0.028267028280706707,-0.020938022948566462
2845,3.5736472720655454,0.015379993697823835,-0.017056090067721002
2846,3.4226388975758915,-0.007111583024889789,-0.013330361282901805
2847,3.795531767223359,-0.02093386245376161,-0.007215462136683198
2848,3.3932558993613853,-0.03881066781007414,-0.02731563389737153
2849,3.7492506018862835,-0.030072561597547676,-0.013080636809937471
2850,3.453284027956125,-0.04350922408241775,-0.01359507765753544
2851,3.6616336832296588,-0.021464252593404343,-0.015370568152316622
2852,3.5780978403852997,-0.013311013894063084,-0.011677232015603896
2853,3.4446744326963277,-0.008436631061102595,-0.014850965622089145
2854,3.749525980287223,0.01641814529384744,-0.018443134147077243
2855,3.588019778712188,-0.044643875470271155,-0.015834568496999785
2856,3.5243357136544082,-0.036110285831678635,-0.02183093344460818
2857,3.5800832187981744,-0.010762289320855878,-0.017767997176448537
2858,3.6571326882026844,-0.04821741640611199,-0.009057948971390908
2859,3.5911071896691604,-0.03678466803263314,-0.016592279080443598
2860,3.5324475585467843,-0.01466376039501105,-0.008675421431543515
2861,3.7442614826824676,-0.04142638444426883,-0.0142469996811296
2862,3.614580944312655,0.01948714330657486,-0.009001680689945075
2863,3.5603024311045877,-0.015179712957494651,-0.012887664527092946
2864,3.582944689018772,-0.02195155185732567,-0.016274129292815964
2865,3.4954590601577644,-0.026188374865606878,-0.011286838920121577
2866,3.4740632046463906,-0.01849367765557286,-0.007908739455687975
2867,3.6405089207094337,-0.03443111344514227,-0.00974461088923263
2868,3.561736957480811,-0.02751809056412524,-0.01651743716202194
2869,3.4091111099492237,-0.041869675082339075,-0.01712684290491459
2870,3.61556295648543,-0.005911833160901381,-0.017007200119316696
2871,3.58647004832204,-0.03856288008967068,-0.02428776633915583
2872,3.7282326778243213,0.009801336243203007,-0.017274253121571725
2873,3.6757129752029205,-0.03035941663785202,-0.011634381945222056
2874,3.5426816967601136,-0.0316715272515089,-0.018956297514573433
2875,3.55650770895653,-0.05259032852765255,-0.010845066371857639
2876,3.463428438304308,-0.057100280082349464,-0.02885434070427733
2877,3.6360786518726913,-0.02518002078655046,-0.015519868652008866
2878,3.613239906109764,-0.028892085422090652,-0.010256265603438692
2879,3.6365966987225278,0.00011956766283116593,-0.02031950023406089
2880,3.6699926904905746,-0.0022510956186736486,-0.011701335981014995
2881,3.4476026766885037,-0.012615325962418655,-0.0010557637056531621
2882,3.3714660367625635,-0.02230173972443783,-0.021792814111325342
2883,3.568737640124626,-0.04480987041794249,-0.022070351154121367
2884,3.5051074129335484,-0.04530053088989261,-0.014857790201283652
2885,3.6906929821300323,-0.03040396850666305,-0.012746252184074894
2886,3.606593838906122,-0.022300471301240687,-0.014240192781573686
2887,3.617179221622827,-0.016955873055104487,-0.020628565805350278
2888,3.3299625438480485,-0.0210313713851753,-0.011958081202096356
2889,3.5845238837562654,-0.011683132753108616,-0.013504568395477735
2890,3.658510112588563,-0.008160434864038724,-0.014340775496321168
2891,3.5057979541278677,-0.012606507051600602,-0.018925186093401873
2892,3.549768272646281,-0.012456567522594941,-0.0113208509241145
2893,3.388328854375346,-0.01332767937804391,-0.008541248647910882
2894,3.5222669998291023,-0.04074001773036562,-0.015606276358033484
2895,3.729934982532064,-0.006699735912169658,-0.009972202710054764
2896,3.4742362602890298,-0.03636144035590183,-0.02026884878139318
2897,3.6186268413735037,-0.012346451671610748,-0.018905052217110363
2898,3.6779208543919073,0.016734707810842853,-0.010781108079534248
2899,3.6713615315027917,-0.022402818942978353,-0.01889948824597008
2900,3.60618980927779,-0.031213304444807743,-0.0028825747318995953
2901,3.605224148016653,-0.0077612515728913145,-0.023939582571224905
2902,3.639178514575768,-0.03325074484746304,-0.0076442728140809005
2903,3.482595335992707,-0.044396283354306565,-0.006837688174699451
2904,3.5777060457682013,-0.0349053606317824,-0.015321309355025736
2905,3.6702432689037625,-0.03947988411147163,-0.008764888963530122
2906,3.543697861748943,-0.030424892417315164,-0.01149669336069219
2907,3.744445630868832,-0.013674630611779204,-0.02275651961701888
2908,3.5275048765698678,-0.010970846914024168,-0.009087543373130863
2909,3.6465955295784287,-0.012396050357617483,-0.016225780220982148
2910,3.7909160972639806,-0.03695722834402959,-0.009403449523732507
2911,3.473347114442335,0.017748702173589148,-0.015997472903761533
2912,3.638384674987391,0.021921893088319155,-0.011770416943942156
2913,3.6574993072797373,-0.033632845681172974,-0.010975598581585089
2914,3.6111598110916137,-0.03689392953122583,-0.013519545154616931
2915,3.5507446255053656,-0.014798593381506908,-0.01803464634271974
2916,3.731256633443123,-0.02485647560548898,-0.011893687415320105
2917,3.52897653597039,-0.033743461797068,-0.017912546950224092
2918,3.6548502772459903,-0.043808727956660576,-0.021118671734830695
2919,3.399988141385743,0.004463555140156394,-0.014602910210226527
2920,3.5619773620185873,-0.048437887015646997,-0.010850922428809907
2921,3.5223076088892196,-0.017444973924469753,-0.015860134951702347
2922,3.5254014001308898,-0.049067554115752365,-0.026198282482639928
2923,3.5790314843670252,-0.011867776098077432,-0.00972065005165677
2924,3.473356390798084,-0.010910883365001567,-0.02415239848609521
2925,3.582907857545962,-0.030658609513884993,-0.011221637926132913
2926,3.594174943129282,-0.0011669268999159321,-0.0010285730933857068
2927,3.64460009708432,-0.030354531442128074,-0.021518899849395562
2928,3.68768592262796,-0.035768729904087415,-0.015459543031196538
2929,3.5765304968993084,-0.019015942108259853,-0.014915799983717514
2930,3.5724602879313623,-0.014557215793483014,-0.016498605421161727
2931,3.565793652047055,-0.014573616386833077,-0.011494406421285523
2932,3.5055061255803155,0.003125761109197267,-0.009906036066057188
2933,3.5329961052350582,-0.009592456156639173,-0.011668271679795637
2934,3.563832454805144,0.0014235179090946737,-0.011092247495533034
2935,3.724662993161274,-0.0323661388029981,-0.010561776058018172
2936,3.6573558360854594,0.0033893019498179022,-0.0077506587586409215
2937,3.7300858341154033,-0.0191407175156324,-0.012077883587746849
2938,3.547633008255203,-0.03757167630107938,-0.00427400119607433
2939,3.4886197724271364,-0.02439321421453089,-0.005034723665858054
2940,3.646220270048774,-0.005340790363411951,-0.011664357854432907
2941,3.5329409225446593,-0.012373927434810472,-0.020094235827956677
2942,3.485867080247725,-0.029949580850909818,-0.01585646110251161
2943,3.6359157184025976,-0.034082943497003804,-0.004195065502277842
2944,3.6715349314955197,-0.01775152258882029,-0.016609740921345414
2945,3.770687413554495,-6.648722107938099e-05,-0.005729140665378114
2946,3.6649650812336576,-0.03029079671427226,-0.021715464478679454
2947,3.461600088307707,-0.017616493223888696,-0.023113322518526675
2948,3.870883561217576,-0.01737960701628216,-0.018013028100145097
2949,3.3818876389132195,-0.02565418608441883,-0.013033177970667338
2950,3.6908191396406798,-0.01353461819951951,-0.01379512947723607
2951,3.714700626103401,-0.03684328361402667,-0.00754868797887525
2952,3.4922421558745596,0.01757293807998428,-0.0034618472822091906
2953,3.642944525193884,-0.004145415634702498,-0.009058867271267802
2954,3.5682594731055866,-0.010946813421748747,-0.01277751659513177
2955,3.6047719743034317,0.0010148848405924227,-0.01204744337495462
2956,3.4356773429222107,-0.0007596813806345359,-0.01558675891357866
2957,3.550629966307171,-0.0447835278351425,-0.007947216337255172
2958,3.6193251555269743,-0.04227445567616517,-0.00959385474786718
2959,3.6817451125167984,-0.0006718077533469646,-0.014947028557842232
2960,3.452006871579939,-0.014804932867083842,-0.024293176510175013
2961,3.5985372470506305,-0.0015134377916039554,-0.01895619580574766
2962,3.658840502250761,-0.04441553650070729,-0.005231408573868598
2963,3.7158224980499073,-0.019021966800041312,-0.00895386209660945
2964,3.6538694679454293,-0.013179597750353267,-0.013444645962930685
2965,3.4542422670889463,-0.013324012178165034,-0.017538354006771173
2966,3.5729810250799194,-0.014118991682662507,-0.01898225067807752
2967,3.4844519673983854,-0.016929554686107462,-0.015366782426303235
2968,3.536015943867989,-0.060042676138507556,-0.011062950006630694
2969,3.5471669276526314,-0.023394092354726226,-0.012394165475070284
2970,3.5017531894988654,-0.0437698696925386,-0.004441344955557439
2971,3.5519619950822334,-0.00828392662458688,-0.011801314663426682
2972,3.707192214062427,-0.020424213074709208,-0.019527966130212373
2973,3.6859890182492974,-0.02012984350600755,-0.008983437462831447
2974,3.6173139319125145,-0.02016404049778897,-0.01995648093238727
2975,3.537761360271276,-0.026750612643544613,-0.015364608717675646
2976,3.4782396596522807,-0.03280966597505497,-0.015735706079233174
2977,3.515416243284973,-0.00630713591322829,-0.018499478460958823
2978,3.5619136068510073,0.017992382465449985,-0.015699059038555497
2979,3.754717557948664,0.002727943877529615,-0.013947473571391852
2980,3.5502004306126564,-0.028409808168452955,-0.01017429553931399
2981,3.533109735046641,0.003989830329639066,-0.0035460489644715057
2982,3.4479182308916303,-0.00649466368645335,-0.017074207860121652
2983,3.513642456158683,-0.033979333179921856,-0.004505480273308795
2984,3.456390642532641,-0.021747252367481096,-0.008494382041950011
2985,3.6563480438943072,-0.026635574800366157,-0.014553094583327698
2986,3.6031659589100355,-0.014688144723133512,-0.00615899899224337
2987,3.7340968240423518,-0.014120158393836846,-0.021438116186096368
2988,3.6297119187699023,-0.03405592233885546,-0.019508951674344296
2989,3.562990867212953,-0.038783907915814986,-0.008118902503046487
2990,3.6060346935245056,-0.04370229080490029,-0.012561616152229824
2991,3.606552690458954,-0.015112113988774656,-0.013560020628438904
2992,3.4441323833631463,-0.035556614014399024,-0.014225679601629734
2993,3.6111500170026662,-0.02029414458773715,-0.01312772465101279
2994,3.7394057278934696,-0.02215435306115543,-0.012014182411293851
2995,3.6085188757827638,-0.05461045898956973,-0.01681029283097143
2996,3.4345138976308727,-0.05185339453890547,-0.01841633219306892
2997,3.355505389598053,-0.01880033418802629,-0.01999776669888059
2998,3.540619882229424,-0.04595393885597243,-0.0067212317499941165
2999,3.707167346636103,-0.01874936903784219,-0.016296138851038346
3000,3.6806640111747684,-0.04061430182674952,-0.01907157747325903
3001,3.4265550680127594,-0.014315012111907777,-0.008976095652230828
3002,3.4666773588007693,-0.02587803631710095,-0.013124908773441395
3003,3.5894643690711434,-0.015350704374160973,-0.012094700422822211
3004,3.809265707728816,-0.007385772365120946,-0.020032645803324235
3005,3.4056458121703077,-0.035579415082749755,-0.00894267085661234
3006,3.5673116870531727,-0.019680562805379775,-0.00914073696868923
3007,3.4626683301294134,-0.029247085374776383,-0.00473683959550561
3008,3.542949864748478,-0.0007526539206677008,-0.015580389232416107
3009,3.3762881939440925,-0.0350120319441114,-0.010888927576941949
3010,3.437137623569602,-0.050714507571658185,-0.016937966346576502
3011,3.4541986847669373,-0.0027310110416731703,-0.0038182306576470607
3012,3.5478649289147612,-0.039917844033488414,-0.015510054213011243
3013,3.6443936862392907,-0.030066704779285303,-0.02957230294696942
3014,3.686838990069501,-0.059424712204200425,-0.012511716540463555
3015,3.503734847785478,-0.007445213616684043,-0.0075431840244640745
3016,3.6802545422762005,-0.014938821397685764,-0.018780308231733957
3017,3.5813908610895533,-0.019991921131030654,-0.019195568397568547
3018,3.586606095797574,-0.03126137431950893,-0.009965034296671692
3019,3.554389907162104,-0.0368435419241222,-0.019573514273871155
3020,3.470834890281782,-0.025054793695125088,-0.02221736940692769
3021,3.728370839903198,-0.029542471915786184,-0.009917754887239769
3022,3.780665851270223,-0.01976839976625966,-0.02101905372273008
3023,3.7651675792509702,-0.011955975246839667,-0.013932645977802666
3024,3.4361119261458937,-0.06004843189984177,-0.014154532594406573
3025,3.5766821674350773,-0.047345162911518024,-0.01750570611884924
3026,3.7613189232834463,-0.005704469584831617,-0.0209283387344732
3027,3.508496480112713,-0.0439348353241118,-0.009788153612589164
3028,3.6655010026869848,-0.0313854306812309,-0.011428687362221426
3029,3.5846122534034013,-0.03963127636980435,-0.016732304396861974
3030,3.787233207780911,-0.008354626916938113,-0.02123135459421696
3031,3.5283899683021542,-0.015189405115490384,-0.020343584382950485
3032,3.6748182055339935,-0.02967608797425214,-0.02037146552249609
3033,3.5702850128040744,-0.0042046395807937564,-0.015480830918014003
3034,3.4942156995503213,-0.033358421165465835,-0.019056170139522807
3035,3.5285204003366366,-0.01615132534913455,-0.005240471112239752
3036,3.6387801597662195,-0.013480662263538168,-0.014551962725356572
3037,3.4626370188308755,-0.01910955650303503,-0.019351110895663864
3038,3.781982099097407,-0.02355220416232573,-0.012965253990246069
3039,3.564321204045271,0.0184722540053186,-0.021334978662752135
3040,3.682339224959733,-0.010147555735989577,-0.0030053752628024302
3041,3.614827274466996,0.0024261650082624264,-0.015247915870071682
3042,3.639896190782733,-0.023030024681863548,-0.01883908491814251
3043,3.707730069358987,0.01666129899018598,-0.023302839192031258
3044,3.640492681331929,-0.010460349941756153,-0.021091849536980473
3045,3.4140733178818286,-0.02499627897497536,-0.019058842493538994
3046,3.5287496686775,-0.008183976207932986,-0.0023601867672950402
3047,3.5393888533183024,-0.013337947370447356,-0.011088613664809382
3048,3.450818674475657,-0.02481743610877052,-0.015162933329500212
3049,3.495933730379517,-0.00893845351118161,-0.010945528993572595
3050,3.4841815333646666,-0.02399856908357778,-0.011763381945382255
3051,3.4321522639458495,-0.03123866999917846,-0.014013788878032823
3052,3.644947264397695,0.007546025210037666,-0.010989878677239669
3053,3.482827219568061,-0.015197552287249394,-0.019654386006948594
3054,3.632933519482717,-0.04981539508700816,-0.00962604302120957
3055,3.5438514942716957,-0.003585407626296444,-0.017369658828595688
3056,3.4833410113986165,-0.0064058896910057506,-0.01454020602563513
3057,3.6761566918984627,-0.03219851647910765,-0.018983523918234595
3058,3.3981310115682457,-0.02048849879161807,-0.015061503595500559
3059,3.694766733925141,-0.02437157340271634,-0.009753141502159807
3060,3.6914924791536814,-0.0101612807868241,-0.015595851235801886
3061,3.4654747806548,-0.006607837786746007,-0.009994065896785673
3062,3.4952086284243413,-0.009745950620862143,-0.023469933307889167
3063,3.684041717622566,-0.012162547791741307,-0.023663893824384975
3064,3.7236612745416946,0.006906175474848286,-0.007316296123084324
3065,3.5636334320003566,-0.014297759412523092,-0.0162548492779955
3066,3.62507813526405,0.00043384969314264055,-0.011256411674781076
3067,3.7360541478583125,-0.051105683778537525,-0.010826409414239381
3068,3.8305335525757336,0.0005590765055205615,-0.011413175869211215
3069,3.6081042665141365,0.010223766658909561,-0.017202938801775182
3070,3.6492512597431714,-0.04415306254822493,-0.005357304766294639
3071,3.625017083784511,-0.00734923716770286,-0.015572762027034514
3072,3.7947352597542765,0.0046190124931349,-0.022756903481531445
3073,3.6203164943333963,-0.020393202667468024,-0.010779479967164624
3074,3.4763364900155924,-0.022746147666818928,-0.00992356258274463
3075,3.2936698692683115,-0.005823544212198328,-0.011465442521816662
3076,3.565294469898905,-0.010598448146982964,-0.01247152724258676
3077,3.4636248262828047,-0.02783396807485472,-0.01235526970245715
3078,3.5027321923025596,-0.014920244133558747,-0.009609623674734113
3079,3.7067007115025783,-0.02151863160186407,-0.017886848179080598
3080,3.6474306907346215,-0.04227756727287213,-0.015831618023600065
3081,3.625985783427442,-0.009982445852250166,-0.018155198518374233
3082,3.3711329471038516,-0.03317503715562209,-0.012206899127269178
3083,3.518645500951331,-0.04453777889992416,-0.01344481420702923
3084,3.7187112674196987,-0.03835413745686056,-0.009747440640801616
3085,3.5606315158867674,0.011234247104550121,-0.013873530455614708
3086,3.571297279503794,-0.0029694385591017003,-0.0052010165615681385
3087,3.7128969839115262,-0.008530428846159399,-0.018192914685945277
3088,3.6086720164767496,-0.02171058327789188,-0.007658421522608223
3089,3.4194110790791807,-0.03106099406843965,-0.015305785796496062
3090,3.406598448543674,-0.0028155295068108543,-0.016480747872985885
3091,3.7160183332617995,-0.021275026134282893,-0.010677045420288328
3092,3.6699387149599767,-0.033679432148238764,-0.019492085449559434
3093,3.5950241872621063,-0.022935395819867477,-0.012441472396739834
3094,3.467350233713215,-0.02358546557689989,-0.003016186646109101
3095,3.458940876650535,-0.012949860967220506,-0.017468619578054057
3096,3.466673151318157,-0.05248979175724555,-0.01112906645683695
3097,3.6651188251060822,-0.04122928178810792,-0.023263402344540392
3098,3.624456253703753,-0.024558119027761727,-0.01889499209046051
3099,3.62768182566175,-0.05343700391772943,-0.017294897386532938
3100,3.608243620421111,0.005489899799131059,-0.009671706780251484
3101,3.5502416165661046,-0.02000045413924445,-0.01471612219080895
3102,3.5669550044294827,0.007551305911000394,-0.01714024666899626
3103,3.4984499994505147,0.002393714823001769,-0.011231618171650571
3104,3.6902461511010376,-0.02480732520306894,-0.018568841279947037
3105,3.819437952766684,-0.024110775975457077,-0.023839274747049197
3106,3.6416303999938546,-0.017913089383425174,-0.013730167104788488
3107,3.807504685790007,-0.03120220114061345,-0.018587314389679123
3108,3.674420744666032,-0.012977883581100969,-0.011092287708010691
3109,3.4889754888601643,-0.011636936174214796,-0.011982939886141401
3110,3.396557094127649,-0.008649891910157415,-0.013244273685669744
3111,3.4907855125508043,-0.02165853243622884,-0.016136572992330633
3112,3.678214116410286,0.015492597713291367,-0.014260901173322717
3113,3.7175309379056505,0.01779817292828323,-0.027691822859326448
3114,3.346665601473806,-0.0271446881922639,-0.01465796343151211
3115,3.636536187887247,-0.046459927899756615,-0.013782891519707342
3116,3.502372374043496,-0.03929011409661287,-0.012731748956966094
3117,3.6737377231172657,-0.009552891673599628,-0.01630086441142042
3118,3.7515330894923666,-0.005573864533033213,-0.014954835004757926
3119,3.924253705227871,-0.023629050974328436,-0.01576143237704839
3120,3.518068499694844,-0.03450281863393556,-0.015615732012265765
3121,3.68739855821908,0.007702069502324882,-0.01008021016085818
3122,3.5307918913586773,-0.026262584747292816,-0.012256078051636546
3123,3.7013417009510032,-0.004074007278451308,-0.012835627583345253
3124,3.502863484248456,-0.008609674039623094,-0.017082795362892915
3125,3.552002887751022,-0.04455844300767131,-0.014068139377399917
3126,3.6075920125798078,-0.031242593001834962,-0.010211226557336844
3127,3.404777068207652,-0.001961320292325208,-0.005651550691903911
3128,3.504261638415908,-0.029046668228370986,-9.040827034009769e-05
3129,3.5153700780143224,-0.009668976384565209,-0.010866880128367663
3130,3.460442200508374,-0.021751412583964846,-0.008442135547529359
3131,3.6425003448099176,-0.03245285830925981,-0.013195165551991433
3132,3.6544609412676743,-0.03272533263854793,-0.02719331586101771
3133,3.6785116193338823,-0.04885380353620361,-0.010346688466390527
3134,3.4901371560668424,-0.03670898121163768,-0.01564433140293345
3135,3.593749714214133,-0.014297518222469385,-0.003767687009620019
3136,3.6879032934867677,-0.04863700550822525,-0.004676834788687613
3137,3.805245371933748,-0.020324593757769627,-0.01636901855599299
3138,3.437984037565209,-0.021552492330243478,-0.011750382913289812
3139,3.547136989269549,-0.04860670513996235,-0.0073396853646262375
3140,3.6850843494726835,-0.041185285432217444,-0.02340456230602106
3141,3.575043725555875,-0.010047218054539453,-0.015077513542475222
3142,3.5889833348046714,-0.008649365792462671,-0.00776041648579669
3143,3.672748197385704,-0.03129865078875138,-0.009674960884860709
3144,3.5322740522359863,-0.023788829918607757,-0.010264591975300781
3145,3.5898653837338874,-0.0523747021575347,-0.013191810518202347
3146,3.6578823600023194,-0.022213290446225553,-0.0175280749141609
3147,3.5852475010475815,-0.03984333200087553,-0.004809376228687108
3148,3.574656744945902,-0.013112094352359716,-0.016117881438952198
3149,3.3930500704174866,-0.011078432716180142,-0.016375598286189785
3150,3.5669046003506772,-0.046371299205774985,-0.015516766843415391
3151,3.642147153343032,0.016910762346264985,-0.014002360281991387
3152,3.750558020486289,-0.04038400209197279,-0.014264952352427234
3153,3.4712413799632382,0.0005984102593759033,-0.008845566582395315
3154,3.5924189072289785,0.008295406177718956,-0.015064474537665906
3155,3.5027144670562618,-0.011199907704882328,-0.012295437129510728
3156,3.5075406896474766,-0.05170472209650301,-0.013746944388689283
3157,3.606473103067014,-0.011867910709441709,-0.027703748453053446
3158,3.4742117131831822,-0.021362213362121185,-0.01957321750062407
3159,3.4987159232792817,-0.038602250083632494,-0.006000407551802332
3160,3.7236401932346066,-0.018781123015121803,-0.013620782783558612
3161,3.6216239132879156,-0.04329046887470955,-0.013034361713858592
3162,3.38433870530856,-0.03009057837148532,-0.017629524301148756
3163,3.506116638831942,-0.011682403875267422,-0.014454165361961431
3164,3.4183667930284205,-0.027268381695402244,-0.016314742348722076
3165,3.5042915167194906,-0.01322094260716744,-0.012988255710189245
3166,3.5571383243433874,-0.03189983360982174,-0.006694135029110301
3167,3.6894758951895623,-0.013717111669940163,-0.013379250562463006
3168,3.328109293846472,-0.013345867534741096,-0.013352560529089879
3169,3.7557805607958556,-0.037726480245495964,-0.012544299028429774
3170,3.6757199727967347,-0.010532921288130215,-0.018178083587889783
3171,3.5548906352375313,0.00025709986576183397,-0.012789717365585578
3172,3.7086290782527414,-0.04333810164843799,-0.015278324498954804
3173,3.4952593790344872,-0.027035187784497428,-0.011789670298443487
3174,3.7225897658047407,-0.027215826949188227,-0.01880895796746902
3175,3.5793695118269784,-0.018949231401727218,-0.005701741964554127
3176,3.7307959931062094,-0.03335159433567414,-0.013676573344298195
3177,3.6025471189228826,-0.037490219461432606,-0.015939154464742752
3178,3.570043970619344,-0.005352946945808679,-0.0170025161115647
3179,3.591894843439716,-0.03608992741870898,-0.01541400277210607
3180,3.447064129897532,-0.02466055603936601,-0.013001661763064744
3181,3.4863444540620794,-0.01912274288300031,-0.016745626129868706
3182,3.683188564762756,-0.020679388592863113,-0.02193530736679998
3183,3.6266169024675374,-0.018100866937257543,-0.009885421073057832
3184,3.57978428987826,0.0022125814967282054,-0.013020077213758804
3185,3.527610470553835,-0.037357936357266475,-0.015846409250366702
3186,3.7982651534966925,-0.0035015035318841647,-0.004749448322649674
3187,3.4858737021775053,-0.004258397908836198,-0.008390270685058317
3188,3.525497650333511,-0.05141065423404356,-0.013046945957789765
3189,3.83191999117565,-0.02617925825282974,-0.014815802777345604
3190,3.7000415623296665,-0.051541206561243946,-0.013925793224256914
3191,3.7338538289782015,-0.028787918434549642,-0.019659599194702518
3192,3.486700559132347,-0.011798924391656307,-0.016216431701740558
3193,3.5294491249217517,-0.008128722745501804,-0.014197782702784465
3194,3.6704177886192197,0.00486033212460768,-0.017588442102139824
3195,3.5324557822240816,0.002580866725267139,-0.017193237253169402
3196,3.4789132405063596,-0.03584692171972481,-0.008020409547897709
3197,3.5173504393398645,0.008326400498251285,-0.024808226953229883
3198,3.5419091017479283,-0.032195784967061325,-0.013514807088691207
3199,3.7257388980048525,-0.018362753743139226,-0.016748101909597267
3200,3.5556364774293274,-0.002032683375826849,-0.015037842223792584
3201,3.55910386469694,0.0035291061337505703,-0.008248698243953231
3202,3.323123087719113,-0.02359695053876143,-0.01342422076674217
3203,3.6288437746434807,-0.02094130485982193,-0.012687386126237161
3204,3.3924440732558767,-0.019103224996606993,-0.01853137058746117
3205,3.51833080173206,-0.024297320453527504,-0.017002503157697735
3206,3.627066979517762,-0.024233433910508584,-0.014777030993698644
3207,3.4596712302941457,-0.007480754294669989,-0.00031851070148653654
3208,3.628092431910426,-0.038811397361898425,-0.02452791447051195
3209,3.5926600831406192,-0.04692469156919943,-0.02106658438491747
3210,3.579159227383102,0.0163825761836085,-0.008728670207489925
3211,3.6110674029121106,-0.03912678399514169,-0.01679887960087438
3212,3.4946407442705416,-0.013733443830793224,-0.01868059061820394
3213,3.6107280759866898,-0.016221800556114108,-0.005992490719830615
3214,3.7780695675505256,0.013842609435000153,-0.013382790984802957
3215,3.7844260136106436,0.008936185061759083,-0.01210001554657044
3216,3.612760190749764,0.00039198834290088413,-0.011987994570201724
3217,3.567841981205077,-0.01672417752363975,-0.01847007569480683
3218,3.70224146252989,-0.01271366724262002,-0.015755757900462016
3219,3.6882801426261764,-0.018242411728629282,-0.01209578698571662
3220,3.5575549817300254,-0.043528638235466044,-0.020097661199554476
3221,3.7352102063881274,0.009462075126613012,-0.025862758602892052
3222,3.639088267323597,0.008820852676081792,-0.01175936708895314
3223,3.6508481775175614,0.006671214922681745,-0.023900810556229626
3224,3.6799444708284463,-0.020619325435335067,-0.01815147005795135
3225,3.4365754875180827,-0.00918733339084099,-0.013127574980796398
3226,3.793387213383199,-0.032801733666325106,-0.011000731707565083
3227,3.6153558874203546,-0.05558920858109362,-0.013080982735626731
3228,3.70149801575827,-0.03795854116188169,-0.013205425223392422
3229,3.519065091063492,-0.0156933976933904,-0.007349031753790817
3230,3.5389495395761825,-0.051891583198981905,-0.012258359614507514
3231,3.5915976442412423,-0.005088526843258556,-0.022744361203547492
3232,3.6357718315026037,-0.04635252442880944,-0.011893264681889924
3233,3.4406713612879436,-0.036024993336691846,-0.012323939163909739
3234,3.545584810194875,-0.03622273923907171,-0.013880026285850246
3235,3.6100380787703803,-0.03234301027382491,-0.021379505541930174
3236,3.592412380234666,-0.03275083868394901,-0.01817530090284957
3237,3.700439586325097,-0.0016780147154560332,-0.019517119349712862
3238,3.6599584703930614,-0.024358461628192885,-0.01780357283802694
3239,3.68070433035169,-0.00611457517330205,-0.01562335244959703
3240,3.6100915676464878,-0.026632656571513813,-0.02354266235456327
3241,3.4756601926793715,-0.0017979156307013078,-0.008049686122472036
3242,3.5005955226868615,-0.009621601551360381,-0.011329699371048094
3243,3.5912968056541046,-0.03195002509470424,-0.013801277939998101
3244,3.6426732917660063,-0.019775845563222205,-0.015213050815197623
3245,3.694085176498107,-0.04067381972757245,-0.019166718349272034
3246,3.57923462336597,-0.03609985881305411,-0.014752654513540294
3247,3.7764861807144277,-0.03695208407012629,-0.01935711340921488
3248,3.641544790700716,-0.007773668735763906,-0.0237428926552614
3249,3.6451810763201458,-0.03682434741966034,-0.00874443524019912
3250,3.522691075074124,0.0033307486421847443,-0.013171371847172843
3251,3.570939659042199,-0.0408506522176495,-0.022572996643368613
3252,3.5485644852856244,0.003799542170112691,-0.015606659362949565
3253,3.4743129073157624,-0.021848277249239434,-0.010366686414828758
3254,3.6677447791146736,-0.04101459946667907,-0.016972098950403813
3255,3.7436329954703806,-0.027876844021346603,-0.012475436653955785
3256,3.6202307309582267,0.007321601487975116,-0.01597754202544254
