score_name,group_type,group_key,n_covered,oracle_hit_or_ceiling,score_hit_within_covered_set,underuse_gap,rank_of_oracle_positive_under_score,score_percentile_of_oracle_positive,source_score_orientation,target_labels_diagnostic_only,diagnostic_underuse_only,no_checkpoint_recommendation
C19_robust_core,trajectory,2|1|0|S0_full_support,21,1.0,1.0,0.0,5,0.8,higher,1,1,1
selection_leakage,trajectory,2|1|0|S2_rare_cells,21,1.0,1.0,0.0,20,0.050000000000000044,lower,1,1,1
R_src,trajectory,2|1|0|S2_rare_cells,21,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,2|1|0|S2_rare_cells,21,1.0,1.0,0.0,6,0.75,higher,1,1,1
C19_robust_core,trajectory,2|1|0|S2_rare_cells,21,1.0,1.0,0.0,6,0.75,higher,1,1,1
selection_leakage,trajectory,2|1|0|S3_nonestimable_cells,21,1.0,1.0,0.0,20,0.050000000000000044,lower,1,1,1
R_src,trajectory,2|1|0|S3_nonestimable_cells,21,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,2|1|0|S3_nonestimable_cells,21,1.0,1.0,0.0,5,0.8,higher,1,1,1
C19_robust_core,trajectory,2|1|0|S3_nonestimable_cells,21,1.0,1.0,0.0,5,0.8,higher,1,1,1
selection_leakage,trajectory,2|1|1|S0_full_support,27,1.0,0.0,1.0,4,0.8846153846153846,lower,1,1,1
R_src,trajectory,2|1|1|S0_full_support,27,1.0,0.0,1.0,21,0.23076923076923073,lower,1,1,1
C30_source_rank,trajectory,2|1|1|S0_full_support,27,1.0,0.0,1.0,6,0.8076923076923077,higher,1,1,1
C19_robust_core,trajectory,2|1|1|S0_full_support,27,1.0,0.0,1.0,6,0.8076923076923077,higher,1,1,1
selection_leakage,trajectory,2|1|1|S2_rare_cells,27,1.0,0.0,1.0,4,0.8846153846153846,lower,1,1,1
R_src,trajectory,2|1|1|S2_rare_cells,27,1.0,0.0,1.0,21,0.23076923076923073,lower,1,1,1
C30_source_rank,trajectory,2|1|1|S2_rare_cells,27,1.0,0.0,1.0,8,0.7307692307692308,higher,1,1,1
C19_robust_core,trajectory,2|1|1|S2_rare_cells,27,1.0,0.0,1.0,8,0.7307692307692308,higher,1,1,1
selection_leakage,trajectory,2|1|1|S3_nonestimable_cells,27,1.0,0.0,1.0,4,0.8846153846153846,lower,1,1,1
R_src,trajectory,2|1|1|S3_nonestimable_cells,27,1.0,0.0,1.0,21,0.23076923076923073,lower,1,1,1
C30_source_rank,trajectory,2|1|1|S3_nonestimable_cells,27,1.0,0.0,1.0,6,0.8076923076923077,higher,1,1,1
C19_robust_core,trajectory,2|1|1|S3_nonestimable_cells,27,1.0,0.0,1.0,6,0.8076923076923077,higher,1,1,1
selection_leakage,trajectory,2|2|0|S0_full_support,26,1.0,1.0,0.0,26,0.0,lower,1,1,1
R_src,trajectory,2|2|0|S0_full_support,26,1.0,0.0,1.0,12,0.56,lower,1,1,1
C30_source_rank,trajectory,2|2|0|S0_full_support,26,1.0,0.0,1.0,4,0.88,higher,1,1,1
C19_robust_core,trajectory,2|2|0|S0_full_support,26,1.0,0.0,1.0,4,0.88,higher,1,1,1
selection_leakage,trajectory,2|2|0|S2_rare_cells,26,1.0,1.0,0.0,26,0.0,lower,1,1,1
R_src,trajectory,2|2|0|S2_rare_cells,26,1.0,0.0,1.0,12,0.56,lower,1,1,1
C30_source_rank,trajectory,2|2|0|S2_rare_cells,26,1.0,0.0,1.0,9,0.6799999999999999,higher,1,1,1
C19_robust_core,trajectory,2|2|0|S2_rare_cells,26,1.0,0.0,1.0,9,0.6799999999999999,higher,1,1,1
selection_leakage,trajectory,2|2|0|S3_nonestimable_cells,26,1.0,1.0,0.0,26,0.0,lower,1,1,1
R_src,trajectory,2|2|0|S3_nonestimable_cells,26,1.0,0.0,1.0,12,0.56,lower,1,1,1
C30_source_rank,trajectory,2|2|0|S3_nonestimable_cells,26,1.0,0.0,1.0,7,0.76,higher,1,1,1
C19_robust_core,trajectory,2|2|0|S3_nonestimable_cells,26,1.0,0.0,1.0,7,0.76,higher,1,1,1
selection_leakage,trajectory,2|2|1|S0_full_support,33,1.0,0.0,1.0,3,0.9375,lower,1,1,1
R_src,trajectory,2|2|1|S0_full_support,33,1.0,0.0,1.0,3,0.9375,lower,1,1,1
C30_source_rank,trajectory,2|2|1|S0_full_support,33,1.0,0.0,1.0,4,0.90625,higher,1,1,1
C19_robust_core,trajectory,2|2|1|S0_full_support,33,1.0,0.0,1.0,4,0.90625,higher,1,1,1
selection_leakage,trajectory,2|2|1|S2_rare_cells,33,1.0,0.0,1.0,3,0.9375,lower,1,1,1
R_src,trajectory,2|2|1|S2_rare_cells,33,1.0,0.0,1.0,3,0.9375,lower,1,1,1
C30_source_rank,trajectory,2|2|1|S2_rare_cells,33,1.0,0.0,1.0,4,0.90625,higher,1,1,1
C19_robust_core,trajectory,2|2|1|S2_rare_cells,33,1.0,0.0,1.0,4,0.90625,higher,1,1,1
selection_leakage,trajectory,2|2|1|S3_nonestimable_cells,33,1.0,0.0,1.0,3,0.9375,lower,1,1,1
R_src,trajectory,2|2|1|S3_nonestimable_cells,33,1.0,0.0,1.0,3,0.9375,lower,1,1,1
C30_source_rank,trajectory,2|2|1|S3_nonestimable_cells,33,1.0,0.0,1.0,4,0.90625,higher,1,1,1
C19_robust_core,trajectory,2|2|1|S3_nonestimable_cells,33,1.0,0.0,1.0,4,0.90625,higher,1,1,1
selection_leakage,trajectory,2|3|0|S0_full_support,22,1.0,0.0,1.0,20,0.09523809523809523,lower,1,1,1
R_src,trajectory,2|3|0|S0_full_support,22,1.0,1.0,0.0,2,0.9523809523809523,lower,1,1,1
C30_source_rank,trajectory,2|3|0|S0_full_support,22,1.0,1.0,0.0,16,0.2857142857142857,higher,1,1,1
C19_robust_core,trajectory,2|3|0|S0_full_support,22,1.0,1.0,0.0,16,0.2857142857142857,higher,1,1,1
selection_leakage,trajectory,2|3|0|S2_rare_cells,22,1.0,0.0,1.0,20,0.09523809523809523,lower,1,1,1
R_src,trajectory,2|3|0|S2_rare_cells,22,1.0,1.0,0.0,2,0.9523809523809523,lower,1,1,1
C30_source_rank,trajectory,2|3|0|S2_rare_cells,22,1.0,1.0,0.0,16,0.2857142857142857,higher,1,1,1
C19_robust_core,trajectory,2|3|0|S2_rare_cells,22,1.0,1.0,0.0,16,0.2857142857142857,higher,1,1,1
selection_leakage,trajectory,2|3|0|S3_nonestimable_cells,22,1.0,0.0,1.0,20,0.09523809523809523,lower,1,1,1
R_src,trajectory,2|3|0|S3_nonestimable_cells,22,1.0,1.0,0.0,2,0.9523809523809523,lower,1,1,1
C30_source_rank,trajectory,2|3|0|S3_nonestimable_cells,22,1.0,1.0,0.0,16,0.2857142857142857,higher,1,1,1
C19_robust_core,trajectory,2|3|0|S3_nonestimable_cells,22,1.0,1.0,0.0,16,0.2857142857142857,higher,1,1,1
selection_leakage,trajectory,2|3|1|S0_full_support,34,1.0,0.0,1.0,23,0.33333333333333337,lower,1,1,1
R_src,trajectory,2|3|1|S0_full_support,34,1.0,0.0,1.0,7,0.8181818181818181,lower,1,1,1
C30_source_rank,trajectory,2|3|1|S0_full_support,34,1.0,0.0,1.0,4,0.9090909090909091,higher,1,1,1
C19_robust_core,trajectory,2|3|1|S0_full_support,34,1.0,0.0,1.0,4,0.9090909090909091,higher,1,1,1
selection_leakage,trajectory,2|3|1|S2_rare_cells,34,1.0,0.0,1.0,23,0.33333333333333337,lower,1,1,1
R_src,trajectory,2|3|1|S2_rare_cells,34,1.0,0.0,1.0,7,0.8181818181818181,lower,1,1,1
C30_source_rank,trajectory,2|3|1|S2_rare_cells,34,1.0,0.0,1.0,4,0.9090909090909091,higher,1,1,1
C19_robust_core,trajectory,2|3|1|S2_rare_cells,34,1.0,0.0,1.0,4,0.9090909090909091,higher,1,1,1
selection_leakage,trajectory,2|3|1|S3_nonestimable_cells,34,1.0,0.0,1.0,23,0.33333333333333337,lower,1,1,1
R_src,trajectory,2|3|1|S3_nonestimable_cells,34,1.0,0.0,1.0,7,0.8181818181818181,lower,1,1,1
C30_source_rank,trajectory,2|3|1|S3_nonestimable_cells,34,1.0,0.0,1.0,4,0.9090909090909091,higher,1,1,1
C19_robust_core,trajectory,2|3|1|S3_nonestimable_cells,34,1.0,0.0,1.0,4,0.9090909090909091,higher,1,1,1
selection_leakage,trajectory,2|4|0|S0_full_support,31,1.0,1.0,0.0,23,0.2666666666666667,lower,1,1,1
R_src,trajectory,2|4|0|S0_full_support,31,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,2|4|0|S0_full_support,31,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,2|4|0|S0_full_support,31,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,2|4|0|S2_rare_cells,31,1.0,1.0,0.0,23,0.2666666666666667,lower,1,1,1
R_src,trajectory,2|4|0|S2_rare_cells,31,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,2|4|0|S2_rare_cells,31,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,2|4|0|S2_rare_cells,31,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,2|4|0|S3_nonestimable_cells,31,1.0,1.0,0.0,23,0.2666666666666667,lower,1,1,1
R_src,trajectory,2|4|0|S3_nonestimable_cells,31,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,trajectory,2|4|0|S3_nonestimable_cells,31,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,2|4|0|S3_nonestimable_cells,31,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,2|4|1|S0_full_support,20,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,2|4|1|S0_full_support,20,1.0,1.0,0.0,2,0.9473684210526316,lower,1,1,1
C30_source_rank,trajectory,2|4|1|S0_full_support,20,1.0,1.0,0.0,2,0.9473684210526316,higher,1,1,1
C19_robust_core,trajectory,2|4|1|S0_full_support,20,1.0,1.0,0.0,2,0.9473684210526316,higher,1,1,1
selection_leakage,trajectory,2|4|1|S2_rare_cells,20,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,2|4|1|S2_rare_cells,20,1.0,1.0,0.0,2,0.9473684210526316,lower,1,1,1
C30_source_rank,trajectory,2|4|1|S2_rare_cells,20,1.0,1.0,0.0,5,0.7894736842105263,higher,1,1,1
C19_robust_core,trajectory,2|4|1|S2_rare_cells,20,1.0,1.0,0.0,5,0.7894736842105263,higher,1,1,1
selection_leakage,trajectory,2|4|1|S3_nonestimable_cells,20,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,2|4|1|S3_nonestimable_cells,20,1.0,1.0,0.0,2,0.9473684210526316,lower,1,1,1
C30_source_rank,trajectory,2|4|1|S3_nonestimable_cells,20,1.0,1.0,0.0,2,0.9473684210526316,higher,1,1,1
C19_robust_core,trajectory,2|4|1|S3_nonestimable_cells,20,1.0,1.0,0.0,2,0.9473684210526316,higher,1,1,1
selection_leakage,trajectory,2|5|0|S0_full_support,22,0.0,0.0,0.0,20,0.09523809523809523,lower,1,1,1
R_src,trajectory,2|5|0|S0_full_support,22,0.0,0.0,0.0,20,0.09523809523809523,lower,1,1,1
C30_source_rank,trajectory,2|5|0|S0_full_support,22,0.0,0.0,0.0,7,0.7142857142857143,higher,1,1,1
C19_robust_core,trajectory,2|5|0|S0_full_support,22,0.0,0.0,0.0,7,0.7142857142857143,higher,1,1,1
selection_leakage,trajectory,2|5|0|S2_rare_cells,22,0.0,0.0,0.0,15,0.33333333333333337,lower,1,1,1
R_src,trajectory,2|5|0|S2_rare_cells,22,0.0,0.0,0.0,19,0.1428571428571429,lower,1,1,1
C30_source_rank,trajectory,2|5|0|S2_rare_cells,22,0.0,0.0,0.0,8,0.6666666666666667,higher,1,1,1
C19_robust_core,trajectory,2|5|0|S2_rare_cells,22,0.0,0.0,0.0,8,0.6666666666666667,higher,1,1,1
selection_leakage,trajectory,2|5|0|S3_nonestimable_cells,22,0.0,0.0,0.0,20,0.09523809523809523,lower,1,1,1
R_src,trajectory,2|5|0|S3_nonestimable_cells,22,0.0,0.0,0.0,20,0.09523809523809523,lower,1,1,1
C30_source_rank,trajectory,2|5|0|S3_nonestimable_cells,22,0.0,0.0,0.0,8,0.6666666666666667,higher,1,1,1
C19_robust_core,trajectory,2|5|0|S3_nonestimable_cells,22,0.0,0.0,0.0,8,0.6666666666666667,higher,1,1,1
selection_leakage,trajectory,2|5|1|S0_full_support,25,0.0,0.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,2|5|1|S0_full_support,25,0.0,0.0,0.0,12,0.5416666666666667,lower,1,1,1
C30_source_rank,trajectory,2|5|1|S0_full_support,25,0.0,0.0,0.0,12,0.5416666666666667,higher,1,1,1
C19_robust_core,trajectory,2|5|1|S0_full_support,25,0.0,0.0,0.0,12,0.5416666666666667,higher,1,1,1
selection_leakage,trajectory,2|5|1|S2_rare_cells,25,0.0,0.0,0.0,23,0.08333333333333337,lower,1,1,1
R_src,trajectory,2|5|1|S2_rare_cells,25,0.0,0.0,0.0,7,0.75,lower,1,1,1
C30_source_rank,trajectory,2|5|1|S2_rare_cells,25,0.0,0.0,0.0,2,0.9583333333333334,higher,1,1,1
C19_robust_core,trajectory,2|5|1|S2_rare_cells,25,0.0,0.0,0.0,2,0.9583333333333334,higher,1,1,1
selection_leakage,trajectory,2|5|1|S3_nonestimable_cells,25,0.0,0.0,0.0,4,0.875,lower,1,1,1
R_src,trajectory,2|5|1|S3_nonestimable_cells,25,0.0,0.0,0.0,19,0.25,lower,1,1,1
C30_source_rank,trajectory,2|5|1|S3_nonestimable_cells,25,0.0,0.0,0.0,7,0.75,higher,1,1,1
C19_robust_core,trajectory,2|5|1|S3_nonestimable_cells,25,0.0,0.0,0.0,7,0.75,higher,1,1,1
selection_leakage,trajectory,2|6|0|S0_full_support,23,1.0,0.0,1.0,18,0.2272727272727273,lower,1,1,1
R_src,trajectory,2|6|0|S0_full_support,23,1.0,0.0,1.0,10,0.5909090909090908,lower,1,1,1
C30_source_rank,trajectory,2|6|0|S0_full_support,23,1.0,0.0,1.0,16,0.31818181818181823,higher,1,1,1
C19_robust_core,trajectory,2|6|0|S0_full_support,23,1.0,0.0,1.0,16,0.31818181818181823,higher,1,1,1
selection_leakage,trajectory,2|6|0|S2_rare_cells,23,1.0,0.0,1.0,18,0.2272727272727273,lower,1,1,1
R_src,trajectory,2|6|0|S2_rare_cells,23,1.0,0.0,1.0,10,0.5909090909090908,lower,1,1,1
C30_source_rank,trajectory,2|6|0|S2_rare_cells,23,1.0,0.0,1.0,20,0.13636363636363635,higher,1,1,1
C19_robust_core,trajectory,2|6|0|S2_rare_cells,23,1.0,0.0,1.0,20,0.13636363636363635,higher,1,1,1
selection_leakage,trajectory,2|6|0|S3_nonestimable_cells,23,1.0,0.0,1.0,18,0.2272727272727273,lower,1,1,1
R_src,trajectory,2|6|0|S3_nonestimable_cells,23,1.0,0.0,1.0,10,0.5909090909090908,lower,1,1,1
C30_source_rank,trajectory,2|6|0|S3_nonestimable_cells,23,1.0,0.0,1.0,17,0.2727272727272727,higher,1,1,1
C19_robust_core,trajectory,2|6|0|S3_nonestimable_cells,23,1.0,0.0,1.0,17,0.2727272727272727,higher,1,1,1
selection_leakage,trajectory,2|6|1|S0_full_support,20,1.0,1.0,0.0,15,0.26315789473684215,lower,1,1,1
R_src,trajectory,2|6|1|S0_full_support,20,1.0,1.0,0.0,5,0.7894736842105263,lower,1,1,1
C30_source_rank,trajectory,2|6|1|S0_full_support,20,1.0,1.0,0.0,5,0.7894736842105263,higher,1,1,1
C19_robust_core,trajectory,2|6|1|S0_full_support,20,1.0,1.0,0.0,5,0.7894736842105263,higher,1,1,1
selection_leakage,trajectory,2|6|1|S2_rare_cells,20,1.0,1.0,0.0,15,0.26315789473684215,lower,1,1,1
R_src,trajectory,2|6|1|S2_rare_cells,20,1.0,1.0,0.0,5,0.7894736842105263,lower,1,1,1
C30_source_rank,trajectory,2|6|1|S2_rare_cells,20,1.0,1.0,0.0,6,0.736842105263158,higher,1,1,1
C19_robust_core,trajectory,2|6|1|S2_rare_cells,20,1.0,1.0,0.0,6,0.736842105263158,higher,1,1,1
selection_leakage,trajectory,2|6|1|S3_nonestimable_cells,20,1.0,1.0,0.0,15,0.26315789473684215,lower,1,1,1
R_src,trajectory,2|6|1|S3_nonestimable_cells,20,1.0,1.0,0.0,5,0.7894736842105263,lower,1,1,1
C30_source_rank,trajectory,2|6|1|S3_nonestimable_cells,20,1.0,1.0,0.0,6,0.736842105263158,higher,1,1,1
C19_robust_core,trajectory,2|6|1|S3_nonestimable_cells,20,1.0,1.0,0.0,6,0.736842105263158,higher,1,1,1
selection_leakage,trajectory,2|7|0|S0_full_support,21,1.0,0.0,1.0,11,0.5,lower,1,1,1
R_src,trajectory,2|7|0|S0_full_support,21,1.0,0.0,1.0,6,0.75,lower,1,1,1
C30_source_rank,trajectory,2|7|0|S0_full_support,21,1.0,0.0,1.0,16,0.25,higher,1,1,1
C19_robust_core,trajectory,2|7|0|S0_full_support,21,1.0,0.0,1.0,16,0.25,higher,1,1,1
selection_leakage,trajectory,2|7|0|S2_rare_cells,21,1.0,0.0,1.0,11,0.5,lower,1,1,1
R_src,trajectory,2|7|0|S2_rare_cells,21,1.0,0.0,1.0,6,0.75,lower,1,1,1
C30_source_rank,trajectory,2|7|0|S2_rare_cells,21,1.0,0.0,1.0,19,0.09999999999999998,higher,1,1,1
C19_robust_core,trajectory,2|7|0|S2_rare_cells,21,1.0,0.0,1.0,19,0.09999999999999998,higher,1,1,1
selection_leakage,trajectory,2|7|0|S3_nonestimable_cells,21,1.0,0.0,1.0,11,0.5,lower,1,1,1
R_src,trajectory,2|7|0|S3_nonestimable_cells,21,1.0,0.0,1.0,6,0.75,lower,1,1,1
C30_source_rank,trajectory,2|7|0|S3_nonestimable_cells,21,1.0,0.0,1.0,21,0.0,higher,1,1,1
C19_robust_core,trajectory,2|7|0|S3_nonestimable_cells,21,1.0,0.0,1.0,21,0.0,higher,1,1,1
selection_leakage,trajectory,2|7|1|S0_full_support,23,1.0,1.0,0.0,11,0.5454545454545454,lower,1,1,1
R_src,trajectory,2|7|1|S0_full_support,23,1.0,1.0,0.0,3,0.9090909090909091,lower,1,1,1
C30_source_rank,trajectory,2|7|1|S0_full_support,23,1.0,1.0,0.0,2,0.9545454545454546,higher,1,1,1
C19_robust_core,trajectory,2|7|1|S0_full_support,23,1.0,1.0,0.0,2,0.9545454545454546,higher,1,1,1
selection_leakage,trajectory,2|7|1|S2_rare_cells,23,1.0,1.0,0.0,11,0.5454545454545454,lower,1,1,1
R_src,trajectory,2|7|1|S2_rare_cells,23,1.0,1.0,0.0,3,0.9090909090909091,lower,1,1,1
C30_source_rank,trajectory,2|7|1|S2_rare_cells,23,1.0,1.0,0.0,9,0.6363636363636364,higher,1,1,1
C19_robust_core,trajectory,2|7|1|S2_rare_cells,23,1.0,1.0,0.0,9,0.6363636363636364,higher,1,1,1
selection_leakage,trajectory,2|7|1|S3_nonestimable_cells,23,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,2|7|1|S3_nonestimable_cells,23,1.0,1.0,0.0,7,0.7272727272727273,lower,1,1,1
C30_source_rank,trajectory,2|7|1|S3_nonestimable_cells,23,1.0,1.0,0.0,13,0.4545454545454546,higher,1,1,1
C19_robust_core,trajectory,2|7|1|S3_nonestimable_cells,23,1.0,1.0,0.0,13,0.4545454545454546,higher,1,1,1
selection_leakage,trajectory,2|8|0|S0_full_support,23,0.0,0.0,0.0,18,0.2272727272727273,lower,1,1,1
R_src,trajectory,2|8|0|S0_full_support,23,0.0,0.0,0.0,3,0.9090909090909091,lower,1,1,1
C30_source_rank,trajectory,2|8|0|S0_full_support,23,0.0,0.0,0.0,4,0.8636363636363636,higher,1,1,1
C19_robust_core,trajectory,2|8|0|S0_full_support,23,0.0,0.0,0.0,4,0.8636363636363636,higher,1,1,1
selection_leakage,trajectory,2|8|0|S2_rare_cells,23,0.0,0.0,0.0,18,0.2272727272727273,lower,1,1,1
R_src,trajectory,2|8|0|S2_rare_cells,23,0.0,0.0,0.0,3,0.9090909090909091,lower,1,1,1
C30_source_rank,trajectory,2|8|0|S2_rare_cells,23,0.0,0.0,0.0,2,0.9545454545454546,higher,1,1,1
C19_robust_core,trajectory,2|8|0|S2_rare_cells,23,0.0,0.0,0.0,2,0.9545454545454546,higher,1,1,1
selection_leakage,trajectory,2|8|0|S3_nonestimable_cells,23,0.0,0.0,0.0,18,0.2272727272727273,lower,1,1,1
R_src,trajectory,2|8|0|S3_nonestimable_cells,23,0.0,0.0,0.0,3,0.9090909090909091,lower,1,1,1
C30_source_rank,trajectory,2|8|0|S3_nonestimable_cells,23,0.0,0.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,2|8|0|S3_nonestimable_cells,23,0.0,0.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,2|8|1|S0_full_support,18,0.0,1.0,-1.0,13,0.2941176470588235,lower,1,1,1
R_src,trajectory,2|8|1|S0_full_support,18,0.0,0.0,0.0,2,0.9411764705882353,lower,1,1,1
C30_source_rank,trajectory,2|8|1|S0_full_support,18,0.0,1.0,-1.0,2,0.9411764705882353,higher,1,1,1
C19_robust_core,trajectory,2|8|1|S0_full_support,18,0.0,1.0,-1.0,2,0.9411764705882353,higher,1,1,1
selection_leakage,trajectory,2|8|1|S2_rare_cells,18,0.0,1.0,-1.0,13,0.2941176470588235,lower,1,1,1
R_src,trajectory,2|8|1|S2_rare_cells,18,0.0,0.0,0.0,2,0.9411764705882353,lower,1,1,1
C30_source_rank,trajectory,2|8|1|S2_rare_cells,18,0.0,0.0,0.0,4,0.8235294117647058,higher,1,1,1
C19_robust_core,trajectory,2|8|1|S2_rare_cells,18,0.0,0.0,0.0,4,0.8235294117647058,higher,1,1,1
selection_leakage,trajectory,2|8|1|S3_nonestimable_cells,18,0.0,1.0,-1.0,13,0.2941176470588235,lower,1,1,1
R_src,trajectory,2|8|1|S3_nonestimable_cells,18,0.0,0.0,0.0,2,0.9411764705882353,lower,1,1,1
C30_source_rank,trajectory,2|8|1|S3_nonestimable_cells,18,0.0,1.0,-1.0,2,0.9411764705882353,higher,1,1,1
C19_robust_core,trajectory,2|8|1|S3_nonestimable_cells,18,0.0,1.0,-1.0,2,0.9411764705882353,higher,1,1,1
selection_leakage,trajectory,2|9|0|S0_full_support,24,1.0,0.0,1.0,18,0.26086956521739135,lower,1,1,1
R_src,trajectory,2|9|0|S0_full_support,24,1.0,1.0,0.0,7,0.7391304347826086,lower,1,1,1
C30_source_rank,trajectory,2|9|0|S0_full_support,24,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,2|9|0|S0_full_support,24,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,2|9|0|S2_rare_cells,24,1.0,0.0,1.0,18,0.26086956521739135,lower,1,1,1
R_src,trajectory,2|9|0|S2_rare_cells,24,1.0,1.0,0.0,7,0.7391304347826086,lower,1,1,1
C30_source_rank,trajectory,2|9|0|S2_rare_cells,24,1.0,1.0,0.0,2,0.9565217391304348,higher,1,1,1
C19_robust_core,trajectory,2|9|0|S2_rare_cells,24,1.0,1.0,0.0,2,0.9565217391304348,higher,1,1,1
selection_leakage,trajectory,2|9|0|S3_nonestimable_cells,24,1.0,0.0,1.0,18,0.26086956521739135,lower,1,1,1
R_src,trajectory,2|9|0|S3_nonestimable_cells,24,1.0,1.0,0.0,7,0.7391304347826086,lower,1,1,1
C30_source_rank,trajectory,2|9|0|S3_nonestimable_cells,24,1.0,1.0,0.0,3,0.9130434782608696,higher,1,1,1
C19_robust_core,trajectory,2|9|0|S3_nonestimable_cells,24,1.0,1.0,0.0,3,0.9130434782608696,higher,1,1,1
selection_leakage,trajectory,2|9|1|S0_full_support,30,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,2|9|1|S0_full_support,30,1.0,1.0,0.0,3,0.9310344827586207,lower,1,1,1
C30_source_rank,trajectory,2|9|1|S0_full_support,30,1.0,1.0,0.0,1,1.0,higher,1,1,1
C19_robust_core,trajectory,2|9|1|S0_full_support,30,1.0,1.0,0.0,1,1.0,higher,1,1,1
selection_leakage,trajectory,2|9|1|S2_rare_cells,30,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,2|9|1|S2_rare_cells,30,1.0,1.0,0.0,3,0.9310344827586207,lower,1,1,1
C30_source_rank,trajectory,2|9|1|S2_rare_cells,30,1.0,1.0,0.0,2,0.9655172413793104,higher,1,1,1
C19_robust_core,trajectory,2|9|1|S2_rare_cells,30,1.0,1.0,0.0,2,0.9655172413793104,higher,1,1,1
selection_leakage,trajectory,2|9|1|S3_nonestimable_cells,30,1.0,1.0,0.0,1,1.0,lower,1,1,1
R_src,trajectory,2|9|1|S3_nonestimable_cells,30,1.0,1.0,0.0,3,0.9310344827586207,lower,1,1,1
C30_source_rank,trajectory,2|9|1|S3_nonestimable_cells,30,1.0,1.0,0.0,2,0.9655172413793104,higher,1,1,1
C19_robust_core,trajectory,2|9|1|S3_nonestimable_cells,30,1.0,1.0,0.0,2,0.9655172413793104,higher,1,1,1
selection_leakage,seed,0,1260,1.0,0.0,1.0,40,0.9690230341540905,lower,1,1,1
R_src,seed,0,1260,1.0,1.0,0.0,184,0.8546465448768864,lower,1,1,1
C30_source_rank,seed,0,1260,1.0,0.0,1.0,28,0.9785544082605242,higher,1,1,1
C19_robust_core,seed,0,1260,1.0,0.0,1.0,28,0.9785544082605242,higher,1,1,1
selection_leakage,seed,1,1215,1.0,0.0,1.0,148,0.8789126853377265,lower,1,1,1
R_src,seed,1,1215,1.0,0.0,1.0,4,0.9975288303130149,lower,1,1,1
C30_source_rank,seed,1,1215,1.0,0.0,1.0,102,0.9168039538714992,higher,1,1,1
C19_robust_core,seed,1,1215,1.0,0.0,1.0,102,0.9168039538714992,higher,1,1,1
selection_leakage,seed,2,1329,1.0,1.0,0.0,49,0.963855421686747,lower,1,1,1
R_src,seed,2,1329,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,seed,2,1329,1.0,1.0,0.0,15,0.9894578313253012,higher,1,1,1
C19_robust_core,seed,2,1329,1.0,1.0,0.0,15,0.9894578313253012,higher,1,1,1
selection_leakage,level,0,1863,1.0,0.0,1.0,88,0.9532760472610097,lower,1,1,1
R_src,level,0,1863,1.0,1.0,0.0,1,1.0,lower,1,1,1
C30_source_rank,level,0,1863,1.0,1.0,0.0,25,0.9871106337271751,higher,1,1,1
C19_robust_core,level,0,1863,1.0,1.0,0.0,25,0.9871106337271751,higher,1,1,1
selection_leakage,level,1,1941,1.0,1.0,0.0,52,0.9737113402061855,lower,1,1,1
R_src,level,1,1941,1.0,0.0,1.0,280,0.8561855670103093,lower,1,1,1
C30_source_rank,level,1,1941,1.0,0.0,1.0,58,0.9706185567010309,higher,1,1,1
C19_robust_core,level,1,1941,1.0,0.0,1.0,58,0.9706185567010309,higher,1,1,1
selection_leakage,regime,S0_full_support,1268,1.0,0.0,1.0,47,0.9636937647987371,lower,1,1,1
R_src,regime,S0_full_support,1268,1.0,0.0,1.0,2,0.9992107340173638,lower,1,1,1
C30_source_rank,regime,S0_full_support,1268,1.0,0.0,1.0,26,0.9802683504340963,higher,1,1,1
C19_robust_core,regime,S0_full_support,1268,1.0,0.0,1.0,26,0.9802683504340963,higher,1,1,1
