number_id,value,units,seed,method,endpoint,aggregation,cluster,source_artifact,source_row_key,source_field,rounding_rule,allowed_interpretation
c82_seed4_B3_coverage_top5,0.25,proportion,4,B3,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B3,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B3_coverage_top10,0.5,proportion,4,B3,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B3,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B3_target_count,8,targets,4,B3,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B3,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_B3_context_count,16,contexts,4,B3,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B3,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_mean_standardized_regret,0.43622598833231857,proportion,4,B4O,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_mean_selected_utility,0.5537760416666666,proportion,4,B4O,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_source_relative_regret_gain,0.36859727184736396,proportion,4,B4O,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_top1,0.0,proportion,4,B4O,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_top5,0.0625,proportion,4,B4O,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_top10,0.1875,proportion,4,B4O,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_coverage_top1,0.0625,proportion,4,B4O,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_coverage_top5,0.3125,proportion,4,B4O,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_coverage_top10,0.5625,proportion,4,B4O,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_target_count,8,targets,4,B4O,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_B4O_context_count,16,contexts,4,B4O,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4O,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_mean_standardized_regret,0.6653223898433219,proportion,4,B4S,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_mean_selected_utility,0.34791666666666665,proportion,4,B4S,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_source_relative_regret_gain,0.1395008703363606,proportion,4,B4S,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_top1,0.0,proportion,4,B4S,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_top5,0.0625,proportion,4,B4S,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_top10,0.1875,proportion,4,B4S,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_coverage_top1,0.0625,proportion,4,B4S,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_coverage_top5,0.3125,proportion,4,B4S,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_coverage_top10,0.5625,proportion,4,B4S,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_target_count,8,targets,4,B4S,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_B4S_context_count,16,contexts,4,B4S,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=B4S,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_S1_mean_standardized_regret,0.8048232601796825,proportion,4,S1,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_mean_selected_utility,0.22213541666666667,proportion,4,S1,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_source_relative_regret_gain,0.0,proportion,4,S1,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_top1,0.0,proportion,4,S1,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_top5,0.0,proportion,4,S1,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_top10,0.0,proportion,4,S1,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_coverage_top1,0.0,proportion,4,S1,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_coverage_top5,0.0,proportion,4,S1,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_coverage_top10,0.0,proportion,4,S1,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S1_target_count,8,targets,4,S1,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_S1_context_count,16,contexts,4,S1,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S1,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_S2_mean_standardized_regret,0.7511831739965471,proportion,4,S2,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_mean_selected_utility,0.27083333333333337,proportion,4,S2,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_source_relative_regret_gain,0.05364008618313543,proportion,4,S2,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_top1,0.0,proportion,4,S2,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_top5,0.0,proportion,4,S2,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_top10,0.0,proportion,4,S2,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_coverage_top1,0.0,proportion,4,S2,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_coverage_top5,0.0,proportion,4,S2,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_coverage_top10,0.0625,proportion,4,S2,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_S2_target_count,8,targets,4,S2,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_S2_context_count,16,contexts,4,S2,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=S2,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U1_mean_standardized_regret,0.8929213720555298,proportion,4,U1,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_mean_selected_utility,0.13645833333333335,proportion,4,U1,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_source_relative_regret_gain,-0.08809811187584726,proportion,4,U1,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_top1,0.0,proportion,4,U1,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_top5,0.0,proportion,4,U1,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_top10,0.0,proportion,4,U1,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_coverage_top1,0.0,proportion,4,U1,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_coverage_top5,0.0,proportion,4,U1,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_coverage_top10,0.0,proportion,4,U1,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U1_target_count,8,targets,4,U1,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U1_context_count,16,contexts,4,U1,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U1,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U2_mean_standardized_regret,0.9036117710186337,proportion,4,U2,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_mean_selected_utility,0.12838541666666667,proportion,4,U2,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_source_relative_regret_gain,-0.09878851083895113,proportion,4,U2,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_top1,0.0,proportion,4,U2,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_top5,0.0,proportion,4,U2,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_top10,0.0,proportion,4,U2,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_coverage_top1,0.0,proportion,4,U2,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_coverage_top5,0.0,proportion,4,U2,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_coverage_top10,0.0,proportion,4,U2,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U2_target_count,8,targets,4,U2,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U2_context_count,16,contexts,4,U2,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U2,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U3_mean_standardized_regret,0.821105690726313,proportion,4,U3,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_mean_selected_utility,0.19453125,proportion,4,U3,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_source_relative_regret_gain,-0.016282430546630478,proportion,4,U3,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_top1,0.0,proportion,4,U3,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_top5,0.0,proportion,4,U3,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_top10,0.0,proportion,4,U3,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_coverage_top1,0.0,proportion,4,U3,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_coverage_top5,0.25,proportion,4,U3,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_coverage_top10,0.3125,proportion,4,U3,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U3_target_count,8,targets,4,U3,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U3_context_count,16,contexts,4,U3,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U3,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U4_mean_standardized_regret,0.7477983367700073,proportion,4,U4,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_mean_selected_utility,0.27265625000000004,proportion,4,U4,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_source_relative_regret_gain,0.05702492340967524,proportion,4,U4,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_top1,0.0,proportion,4,U4,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_top5,0.0,proportion,4,U4,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_top10,0.0,proportion,4,U4,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_coverage_top1,0.0,proportion,4,U4,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_coverage_top5,0.0,proportion,4,U4,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_coverage_top10,0.0,proportion,4,U4,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U4_target_count,8,targets,4,U4,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U4_context_count,16,contexts,4,U4,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U4,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U5_mean_standardized_regret,0.7661732914334574,proportion,4,U5,mean_standardized_regret,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,mean_standardized_regret,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_mean_selected_utility,0.25520833333333337,proportion,4,U5,mean_selected_utility,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,mean_selected_utility,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_source_relative_regret_gain,0.03864996874622517,proportion,4,U5,source_relative_regret_gain,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,source_relative_regret_gain,preserve_full_artifact_precision; display_six_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_top1,0.0,proportion,4,U5,top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_top5,0.0,proportion,4,U5,top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_top10,0.0,proportion,4,U5,top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_coverage_top1,0.0,proportion,4,U5,coverage_top1,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,coverage_top1,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_coverage_top5,0.0,proportion,4,U5,coverage_top5,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,coverage_top5,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_coverage_top10,0.0,proportion,4,U5,coverage_top10,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,coverage_top10,preserve_full_artifact_precision; display_four_decimals_half_even,"Frozen-field, target-cluster summary only."
c82_seed4_U5_target_count,8,targets,4,U5,target_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,target_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
c82_seed4_U5_context_count,16,contexts,4,U5,context_count,full_eight_target_panel,target,oaci/reports/c82e_tables/seed_specific_method_results.csv,seed=4|method_id=U5,context_count,exact_integer_from_committed_artifact,"Frozen-field, target-cluster summary only."
