trial_id,subject,session,record,trial,split,label,windows,first_window,last_window,trial_label_constant,window_chronology_contiguous
7_3_20180422.cnt-5,7,3,7_3_20180422.cnt,5,val,4,239,0,238,True,True
7_3_20180422.cnt-6,7,3,7_3_20180422.cnt,6,val,0,84,0,83,True,True
7_3_20180422.cnt-7,7,3,7_3_20180422.cnt,7,val,3,72,0,71,True,True
7_3_20180422.cnt-8,7,3,7_3_20180422.cnt,8,val,2,228,0,227,True,True
7_3_20180422.cnt-9,7,3,7_3_20180422.cnt,9,val,1,285,0,284,True,True
7_3_20180422.cnt-10,7,3,7_3_20180422.cnt,10,test,3,220,0,219,True,True
7_3_20180422.cnt-11,7,3,7_3_20180422.cnt,11,test,4,118,0,117,True,True
7_3_20180422.cnt-12,7,3,7_3_20180422.cnt,12,test,1,207,0,206,True,True
7_3_20180422.cnt-13,7,3,7_3_20180422.cnt,13,test,2,131,0,130,True,True
7_3_20180422.cnt-14,7,3,7_3_20180422.cnt,14,test,0,178,0,177,True,True
8_1_20180717.cnt-0,8,1,8_1_20180717.cnt,0,train,4,72,0,71,True,True
8_1_20180717.cnt-1,8,1,8_1_20180717.cnt,1,train,1,96,0,95,True,True
8_1_20180717.cnt-2,8,1,8_1_20180717.cnt,2,train,3,237,0,236,True,True
8_1_20180717.cnt-3,8,1,8_1_20180717.cnt,3,train,2,187,0,186,True,True
8_1_20180717.cnt-4,8,1,8_1_20180717.cnt,4,train,0,147,0,146,True,True
8_1_20180717.cnt-5,8,1,8_1_20180717.cnt,5,val,4,258,0,257,True,True
8_1_20180717.cnt-6,8,1,8_1_20180717.cnt,6,val,1,297,0,296,True,True
8_1_20180717.cnt-7,8,1,8_1_20180717.cnt,7,val,3,69,0,68,True,True
8_1_20180717.cnt-8,8,1,8_1_20180717.cnt,8,val,2,264,0,263,True,True
8_1_20180717.cnt-9,8,1,8_1_20180717.cnt,9,val,0,141,0,140,True,True
8_1_20180717.cnt-10,8,1,8_1_20180717.cnt,10,test,4,174,0,173,True,True
8_1_20180717.cnt-11,8,1,8_1_20180717.cnt,11,test,1,172,0,171,True,True
8_1_20180717.cnt-12,8,1,8_1_20180717.cnt,12,test,3,234,0,233,True,True
8_1_20180717.cnt-13,8,1,8_1_20180717.cnt,13,test,2,240,0,239,True,True
8_1_20180717.cnt-14,8,1,8_1_20180717.cnt,14,test,0,155,0,154,True,True
8_2_20180802.cnt-0,8,2,8_2_20180802.cnt,0,train,2,237,0,236,True,True
8_2_20180802.cnt-1,8,2,8_2_20180802.cnt,1,train,1,189,0,188,True,True
8_2_20180802.cnt-2,8,2,8_2_20180802.cnt,2,train,3,66,0,65,True,True
8_2_20180802.cnt-3,8,2,8_2_20180802.cnt,3,train,0,127,0,126,True,True
8_2_20180802.cnt-4,8,2,8_2_20180802.cnt,4,train,4,131,0,130,True,True
8_2_20180802.cnt-5,8,2,8_2_20180802.cnt,5,val,4,59,0,58,True,True
8_2_20180802.cnt-6,8,2,8_2_20180802.cnt,6,val,0,240,0,239,True,True
8_2_20180802.cnt-7,8,2,8_2_20180802.cnt,7,val,3,230,0,229,True,True
8_2_20180802.cnt-8,8,2,8_2_20180802.cnt,8,val,2,120,0,119,True,True
8_2_20180802.cnt-9,8,2,8_2_20180802.cnt,9,val,1,99,0,98,True,True
8_2_20180802.cnt-10,8,2,8_2_20180802.cnt,10,test,3,187,0,186,True,True
8_2_20180802.cnt-11,8,2,8_2_20180802.cnt,11,test,4,116,0,115,True,True
8_2_20180802.cnt-12,8,2,8_2_20180802.cnt,12,test,1,95,0,94,True,True
8_2_20180802.cnt-13,8,2,8_2_20180802.cnt,13,test,2,219,0,218,True,True
8_2_20180802.cnt-14,8,2,8_2_20180802.cnt,14,test,0,76,0,75,True,True
8_3_20180726.cnt-0,8,3,8_3_20180726.cnt,0,train,2,291,0,290,True,True
8_3_20180726.cnt-1,8,3,8_3_20180726.cnt,1,train,1,65,0,64,True,True
8_3_20180726.cnt-2,8,3,8_3_20180726.cnt,2,train,3,165,0,164,True,True
8_3_20180726.cnt-3,8,3,8_3_20180726.cnt,3,train,0,90,0,89,True,True
8_3_20180726.cnt-4,8,3,8_3_20180726.cnt,4,train,4,52,0,51,True,True
8_3_20180726.cnt-5,8,3,8_3_20180726.cnt,5,val,4,239,0,238,True,True
8_3_20180726.cnt-6,8,3,8_3_20180726.cnt,6,val,0,84,0,83,True,True
8_3_20180726.cnt-7,8,3,8_3_20180726.cnt,7,val,3,72,0,71,True,True
8_3_20180726.cnt-8,8,3,8_3_20180726.cnt,8,val,2,228,0,227,True,True
8_3_20180726.cnt-9,8,3,8_3_20180726.cnt,9,val,1,285,0,284,True,True
8_3_20180726.cnt-10,8,3,8_3_20180726.cnt,10,test,3,220,0,219,True,True
8_3_20180726.cnt-11,8,3,8_3_20180726.cnt,11,test,4,118,0,117,True,True
8_3_20180726.cnt-12,8,3,8_3_20180726.cnt,12,test,1,207,0,206,True,True
8_3_20180726.cnt-13,8,3,8_3_20180726.cnt,13,test,2,131,0,130,True,True
8_3_20180726.cnt-14,8,3,8_3_20180726.cnt,14,test,0,178,0,177,True,True
9_1_20180724.cnt-0,9,1,9_1_20180724.cnt,0,train,4,72,0,71,True,True
9_1_20180724.cnt-1,9,1,9_1_20180724.cnt,1,train,1,96,0,95,True,True
9_1_20180724.cnt-2,9,1,9_1_20180724.cnt,2,train,3,237,0,236,True,True
9_1_20180724.cnt-3,9,1,9_1_20180724.cnt,3,train,2,187,0,186,True,True
9_1_20180724.cnt-4,9,1,9_1_20180724.cnt,4,train,0,147,0,146,True,True
9_1_20180724.cnt-5,9,1,9_1_20180724.cnt,5,val,4,258,0,257,True,True
9_1_20180724.cnt-6,9,1,9_1_20180724.cnt,6,val,1,297,0,296,True,True
9_1_20180724.cnt-7,9,1,9_1_20180724.cnt,7,val,3,69,0,68,True,True
9_1_20180724.cnt-8,9,1,9_1_20180724.cnt,8,val,2,264,0,263,True,True
9_1_20180724.cnt-9,9,1,9_1_20180724.cnt,9,val,0,141,0,140,True,True
9_1_20180724.cnt-10,9,1,9_1_20180724.cnt,10,test,4,174,0,173,True,True
9_1_20180724.cnt-11,9,1,9_1_20180724.cnt,11,test,1,172,0,171,True,True
9_1_20180724.cnt-12,9,1,9_1_20180724.cnt,12,test,3,234,0,233,True,True
9_1_20180724.cnt-13,9,1,9_1_20180724.cnt,13,test,2,240,0,239,True,True
9_1_20180724.cnt-14,9,1,9_1_20180724.cnt,14,test,0,155,0,154,True,True
9_2_20180804.cnt-0,9,2,9_2_20180804.cnt,0,train,2,237,0,236,True,True
9_2_20180804.cnt-1,9,2,9_2_20180804.cnt,1,train,1,189,0,188,True,True
9_2_20180804.cnt-2,9,2,9_2_20180804.cnt,2,train,3,66,0,65,True,True
9_2_20180804.cnt-3,9,2,9_2_20180804.cnt,3,train,0,127,0,126,True,True
9_2_20180804.cnt-4,9,2,9_2_20180804.cnt,4,train,4,131,0,130,True,True
9_2_20180804.cnt-5,9,2,9_2_20180804.cnt,5,val,4,59,0,58,True,True
9_2_20180804.cnt-6,9,2,9_2_20180804.cnt,6,val,0,240,0,239,True,True
9_2_20180804.cnt-7,9,2,9_2_20180804.cnt,7,val,3,230,0,229,True,True
9_2_20180804.cnt-8,9,2,9_2_20180804.cnt,8,val,2,120,0,119,True,True
9_2_20180804.cnt-9,9,2,9_2_20180804.cnt,9,val,1,99,0,98,True,True
9_2_20180804.cnt-10,9,2,9_2_20180804.cnt,10,test,3,187,0,186,True,True
9_2_20180804.cnt-11,9,2,9_2_20180804.cnt,11,test,4,116,0,115,True,True
9_2_20180804.cnt-12,9,2,9_2_20180804.cnt,12,test,1,95,0,94,True,True
9_2_20180804.cnt-13,9,2,9_2_20180804.cnt,13,test,2,219,0,218,True,True
9_2_20180804.cnt-14,9,2,9_2_20180804.cnt,14,test,0,76,0,75,True,True
9_3_20180728.cnt-0,9,3,9_3_20180728.cnt,0,train,2,291,0,290,True,True
9_3_20180728.cnt-1,9,3,9_3_20180728.cnt,1,train,1,65,0,64,True,True
9_3_20180728.cnt-2,9,3,9_3_20180728.cnt,2,train,3,165,0,164,True,True
9_3_20180728.cnt-3,9,3,9_3_20180728.cnt,3,train,0,90,0,89,True,True
9_3_20180728.cnt-4,9,3,9_3_20180728.cnt,4,train,4,52,0,51,True,True
9_3_20180728.cnt-5,9,3,9_3_20180728.cnt,5,val,4,239,0,238,True,True
9_3_20180728.cnt-6,9,3,9_3_20180728.cnt,6,val,0,84,0,83,True,True
9_3_20180728.cnt-7,9,3,9_3_20180728.cnt,7,val,3,72,0,71,True,True
9_3_20180728.cnt-8,9,3,9_3_20180728.cnt,8,val,2,228,0,227,True,True
9_3_20180728.cnt-9,9,3,9_3_20180728.cnt,9,val,1,285,0,284,True,True
9_3_20180728.cnt-10,9,3,9_3_20180728.cnt,10,test,3,220,0,219,True,True
9_3_20180728.cnt-11,9,3,9_3_20180728.cnt,11,test,4,118,0,117,True,True
9_3_20180728.cnt-12,9,3,9_3_20180728.cnt,12,test,1,207,0,206,True,True
9_3_20180728.cnt-13,9,3,9_3_20180728.cnt,13,test,2,131,0,130,True,True
9_3_20180728.cnt-14,9,3,9_3_20180728.cnt,14,test,0,178,0,177,True,True
