dataset,panel,training_seed,level,regime,epoch,trajectory_order,historical_unit_id,operative_unit_id,identity_unchanged,level_intervention_id,C84C_reusable
Lee2019_MI,B,6,0,OACI,49,10,c84v2_00a125abe985116d72ec392f94a331ef,c84v2_00a125abe985116d72ec392f94a331ef,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,54,11,c84v2_353ed680c3f0fd8e030a175bdafd0b37,c84v2_353ed680c3f0fd8e030a175bdafd0b37,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,59,12,c84v2_18f6ef59c2963548241d75ea8aaa2a8f,c84v2_18f6ef59c2963548241d75ea8aaa2a8f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,64,13,c84v2_7f4d0ef9740cf2b4af96daec655f49df,c84v2_7f4d0ef9740cf2b4af96daec655f49df,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,69,14,c84v2_93cb79ce091b304cf6240fd3deebc5d2,c84v2_93cb79ce091b304cf6240fd3deebc5d2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,74,15,c84v2_e4124a5f92a711cff7894b1de26cc1fc,c84v2_e4124a5f92a711cff7894b1de26cc1fc,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,79,16,c84v2_fb1f67d17d86f55cdb528d78da966041,c84v2_fb1f67d17d86f55cdb528d78da966041,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,84,17,c84v2_d00bf01179a276912cf0f089c391a5fd,c84v2_d00bf01179a276912cf0f089c391a5fd,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,89,18,c84v2_1ac9f3ddab98c1dfd67825c137d97276,c84v2_1ac9f3ddab98c1dfd67825c137d97276,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,94,19,c84v2_9aa759df989b2b02617b77d2b12c32ce,c84v2_9aa759df989b2b02617b77d2b12c32ce,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,99,20,c84v2_993c83bed4df1270e0d619565b5a08eb,c84v2_993c83bed4df1270e0d619565b5a08eb,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,104,21,c84v2_4b77519de44566acd901bcaebde559ef,c84v2_4b77519de44566acd901bcaebde559ef,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,109,22,c84v2_45e07f0b51bfcabe94feeb05f9adb10e,c84v2_45e07f0b51bfcabe94feeb05f9adb10e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,114,23,c84v2_fd6728549e922d383e61cd3a1e1cbe17,c84v2_fd6728549e922d383e61cd3a1e1cbe17,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,119,24,c84v2_586472e10ff85daa3da9f39311aec7fe,c84v2_586472e10ff85daa3da9f39311aec7fe,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,124,25,c84v2_612f6f69f088df98d8890d991d3f6c6d,c84v2_612f6f69f088df98d8890d991d3f6c6d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,129,26,c84v2_0906fc509d5f52c86514d61a5124d8bb,c84v2_0906fc509d5f52c86514d61a5124d8bb,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,134,27,c84v2_e9e9b1679de1c4dbbfe9c5025eeb8279,c84v2_e9e9b1679de1c4dbbfe9c5025eeb8279,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,139,28,c84v2_24b769bc6101fb1b1d5b42d83c701cb8,c84v2_24b769bc6101fb1b1d5b42d83c701cb8,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,144,29,c84v2_497979fa7e7280d573bc5a1be435ef07,c84v2_497979fa7e7280d573bc5a1be435ef07,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,149,30,c84v2_ebf244e55a771ba9bf5289ac428644aa,c84v2_ebf244e55a771ba9bf5289ac428644aa,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,154,31,c84v2_6db59473eccc76a24d22f1c44ec5c8ca,c84v2_6db59473eccc76a24d22f1c44ec5c8ca,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,159,32,c84v2_90eb5436de84233c6cd5be48c2fea105,c84v2_90eb5436de84233c6cd5be48c2fea105,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,164,33,c84v2_023ea7043db77dfac02e9b5d3e2817b7,c84v2_023ea7043db77dfac02e9b5d3e2817b7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,169,34,c84v2_abbb5a19ec46f6d5c62ebf39b7b8c724,c84v2_abbb5a19ec46f6d5c62ebf39b7b8c724,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,174,35,c84v2_876833f2c98b44aaa92673169208dee9,c84v2_876833f2c98b44aaa92673169208dee9,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,179,36,c84v2_83b9643b5e6d09ed9d2e37fe7db6af2c,c84v2_83b9643b5e6d09ed9d2e37fe7db6af2c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,184,37,c84v2_853c1fea78650195bf0f87e5642d8ac3,c84v2_853c1fea78650195bf0f87e5642d8ac3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,189,38,c84v2_9f18a3cda9f2a5ffde30805c62dd5139,c84v2_9f18a3cda9f2a5ffde30805c62dd5139,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,194,39,c84v2_6d6ff1e60152f9004f68228b24b286ba,c84v2_6d6ff1e60152f9004f68228b24b286ba,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,OACI,199,40,c84v2_42a306ce142f97913cd5fa5f57125358,c84v2_42a306ce142f97913cd5fa5f57125358,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,4,1,c84v2_6d6bf75143a822dea457558213790303,c84v2_6d6bf75143a822dea457558213790303,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,9,2,c84v2_52e7b152363a624626e5da9e8c43ece5,c84v2_52e7b152363a624626e5da9e8c43ece5,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,14,3,c84v2_023cb30e17c320eab7ddedb79ed61de7,c84v2_023cb30e17c320eab7ddedb79ed61de7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,19,4,c84v2_ee2e8146eedb97f73c5fa5a524867aff,c84v2_ee2e8146eedb97f73c5fa5a524867aff,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,24,5,c84v2_20f9bfc4ab555dd1dd9df2bd36c7ce03,c84v2_20f9bfc4ab555dd1dd9df2bd36c7ce03,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,29,6,c84v2_2e0766574cdcd69daccf95f27804443d,c84v2_2e0766574cdcd69daccf95f27804443d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,34,7,c84v2_028b2d1d1703217040228a60b75c1cab,c84v2_028b2d1d1703217040228a60b75c1cab,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,39,8,c84v2_9dc12ae0e67a3849adbd864dedb40335,c84v2_9dc12ae0e67a3849adbd864dedb40335,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,44,9,c84v2_4a4e166b970ff4db83dacc98ef72ad34,c84v2_4a4e166b970ff4db83dacc98ef72ad34,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,49,10,c84v2_35f1cf84ea2ae42ef90b2c1031015cb5,c84v2_35f1cf84ea2ae42ef90b2c1031015cb5,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,54,11,c84v2_605d0976bff4482972f7f882178fc71b,c84v2_605d0976bff4482972f7f882178fc71b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,59,12,c84v2_90d6ebc9dba0c90e51cfb79fe55bfb49,c84v2_90d6ebc9dba0c90e51cfb79fe55bfb49,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,64,13,c84v2_2e4668cf4fb75011851a14cf321c4b31,c84v2_2e4668cf4fb75011851a14cf321c4b31,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,69,14,c84v2_d3615b9683cf0f665b621bf878054206,c84v2_d3615b9683cf0f665b621bf878054206,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,74,15,c84v2_b1b9825833e9145f660a5dba39671ef6,c84v2_b1b9825833e9145f660a5dba39671ef6,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,79,16,c84v2_9e85b6d08d36deee888473e299f6124a,c84v2_9e85b6d08d36deee888473e299f6124a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,84,17,c84v2_cc3f7228b736dfa8e789267deaff4b9b,c84v2_cc3f7228b736dfa8e789267deaff4b9b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,89,18,c84v2_1395d979b7e60f4dc242f517ec51035a,c84v2_1395d979b7e60f4dc242f517ec51035a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,94,19,c84v2_a2152a66a7c6258a3472906c06d2b1d7,c84v2_a2152a66a7c6258a3472906c06d2b1d7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,99,20,c84v2_f3c067206d19c21460e581ed8342189c,c84v2_f3c067206d19c21460e581ed8342189c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,104,21,c84v2_932d3a3d409ad411f4e593e7914c032c,c84v2_932d3a3d409ad411f4e593e7914c032c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,109,22,c84v2_f02e221b4e4f53e344f4d2d82c310777,c84v2_f02e221b4e4f53e344f4d2d82c310777,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,114,23,c84v2_7dccacefe0d652342d9ba06ae674515c,c84v2_7dccacefe0d652342d9ba06ae674515c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,119,24,c84v2_d63fbdf4daebe0dc3a2b4772b8756bb6,c84v2_d63fbdf4daebe0dc3a2b4772b8756bb6,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,124,25,c84v2_67776642cb450e3478da15ee922a112e,c84v2_67776642cb450e3478da15ee922a112e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,129,26,c84v2_677cfa9ab0b3b7ec8d7d0a869e6e4bbd,c84v2_677cfa9ab0b3b7ec8d7d0a869e6e4bbd,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,134,27,c84v2_d86442b2e4b21329999afa3143fa87fe,c84v2_d86442b2e4b21329999afa3143fa87fe,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,139,28,c84v2_8da12c1f88afc349889f6df5d9c8182d,c84v2_8da12c1f88afc349889f6df5d9c8182d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,144,29,c84v2_6e4ec1096bc6c1b7a7f5c1a003bddfec,c84v2_6e4ec1096bc6c1b7a7f5c1a003bddfec,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,149,30,c84v2_03f8fb769be7a5d106301198f8eea6b8,c84v2_03f8fb769be7a5d106301198f8eea6b8,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,154,31,c84v2_ec80b1f772118c6a92e46a5cd374cb4d,c84v2_ec80b1f772118c6a92e46a5cd374cb4d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,159,32,c84v2_18ef1bd4ece4571b36b2428d661b382b,c84v2_18ef1bd4ece4571b36b2428d661b382b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,164,33,c84v2_556b727e36b1edaafaa48446c5a415d6,c84v2_556b727e36b1edaafaa48446c5a415d6,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,169,34,c84v2_729b9cf13c9848314c6f8283a4659763,c84v2_729b9cf13c9848314c6f8283a4659763,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,174,35,c84v2_a9109f429afd47d4a7f1ca2ea7a3e0f4,c84v2_a9109f429afd47d4a7f1ca2ea7a3e0f4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,179,36,c84v2_f7956e286416b10bc12476cae10d4c8c,c84v2_f7956e286416b10bc12476cae10d4c8c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,184,37,c84v2_a1f7dce3f2d66d2cc546edaa6aad9dac,c84v2_a1f7dce3f2d66d2cc546edaa6aad9dac,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,189,38,c84v2_bde5d690892413a587b0a800b6885968,c84v2_bde5d690892413a587b0a800b6885968,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,194,39,c84v2_8206a6a0234f4b7ec1855c739ab84e35,c84v2_8206a6a0234f4b7ec1855c739ab84e35,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Lee2019_MI,B,6,0,SRC,199,40,c84v2_2c0626b48f0c3f46bc9235d3516d67d4,c84v2_2c0626b48f0c3f46bc9235d3516d67d4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,0
Cho2017,A,5,0,ERM,199,0,c84v2_385a892d09aafb68300c5641c4a30674,c84v2_385a892d09aafb68300c5641c4a30674,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,4,1,c84v2_f77bb08cb2f793872157059ef3194132,c84v2_f77bb08cb2f793872157059ef3194132,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,9,2,c84v2_78e7350808670a01b11680b71ef590b8,c84v2_78e7350808670a01b11680b71ef590b8,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,14,3,c84v2_8c69bfdedc4781fd52c4c4cad33203e3,c84v2_8c69bfdedc4781fd52c4c4cad33203e3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,19,4,c84v2_2d4ea23794a6e78589599f68375c6f98,c84v2_2d4ea23794a6e78589599f68375c6f98,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,24,5,c84v2_f7ef398e2b0a5b0e6685de90df97d09b,c84v2_f7ef398e2b0a5b0e6685de90df97d09b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,29,6,c84v2_e00a2d923e313c6cd26d425ef9bc1665,c84v2_e00a2d923e313c6cd26d425ef9bc1665,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,34,7,c84v2_9c5b9a9aaa665457d7db7ea1625ce1e4,c84v2_9c5b9a9aaa665457d7db7ea1625ce1e4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,39,8,c84v2_f2b756d5415e1f5b2c8f62ccf71f78f3,c84v2_f2b756d5415e1f5b2c8f62ccf71f78f3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,44,9,c84v2_184d52af6a5b240f31cb25de25dfd61d,c84v2_184d52af6a5b240f31cb25de25dfd61d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,49,10,c84v2_2ff05a4ae7b0f6cdf2ad80b50ce76567,c84v2_2ff05a4ae7b0f6cdf2ad80b50ce76567,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,54,11,c84v2_5eed5cae572582c7b39738e7c9c296cc,c84v2_5eed5cae572582c7b39738e7c9c296cc,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,59,12,c84v2_0a558ccf2a37fcacf47ca0c7c355373a,c84v2_0a558ccf2a37fcacf47ca0c7c355373a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,64,13,c84v2_777ae12ff65ab3d9499a8748ce1b33ca,c84v2_777ae12ff65ab3d9499a8748ce1b33ca,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,69,14,c84v2_27f06deb05343184483a63c111d2185c,c84v2_27f06deb05343184483a63c111d2185c,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,74,15,c84v2_ee54a0574c3a3aaffcead139af01d49b,c84v2_ee54a0574c3a3aaffcead139af01d49b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,79,16,c84v2_f3f2ff5a86fb812c90cc0ef8975d244f,c84v2_f3f2ff5a86fb812c90cc0ef8975d244f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,84,17,c84v2_51c3087f222152fa9a9638fbd98d7fa2,c84v2_51c3087f222152fa9a9638fbd98d7fa2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,89,18,c84v2_ba98df384d53f24bfd5ef416ee14cc86,c84v2_ba98df384d53f24bfd5ef416ee14cc86,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,94,19,c84v2_e50c4e4d25339644a0e56c94a5dc7e51,c84v2_e50c4e4d25339644a0e56c94a5dc7e51,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,99,20,c84v2_769fa6d68387d1e54b44a42cd88b17a7,c84v2_769fa6d68387d1e54b44a42cd88b17a7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,104,21,c84v2_93bf80e0a2418c414508d7281d03d52b,c84v2_93bf80e0a2418c414508d7281d03d52b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,109,22,c84v2_9ea379b399a961857d6a7ece3cc65f2d,c84v2_9ea379b399a961857d6a7ece3cc65f2d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,114,23,c84v2_79dbcfdf22f7fe0a849e864990be94a7,c84v2_79dbcfdf22f7fe0a849e864990be94a7,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,119,24,c84v2_ef9c68a958bb6174170e3a3b03c54bcf,c84v2_ef9c68a958bb6174170e3a3b03c54bcf,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,124,25,c84v2_cc7faf5bcc47e4caf9e1a10e7ba78645,c84v2_cc7faf5bcc47e4caf9e1a10e7ba78645,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,129,26,c84v2_197eedb1b8af93d00062b272ef6491ee,c84v2_197eedb1b8af93d00062b272ef6491ee,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,134,27,c84v2_ba1555b82b3b28ef37d56b570ba60d75,c84v2_ba1555b82b3b28ef37d56b570ba60d75,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,139,28,c84v2_b8dd875c06650a6e09a3b5b5fbc05d77,c84v2_b8dd875c06650a6e09a3b5b5fbc05d77,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,144,29,c84v2_c617d4c531dd6af8d778550b551b53d2,c84v2_c617d4c531dd6af8d778550b551b53d2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,149,30,c84v2_7c1abd06cce9cf988956ffacd203d4ea,c84v2_7c1abd06cce9cf988956ffacd203d4ea,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,154,31,c84v2_d2529c23ce2ad247f5e0225337c09f38,c84v2_d2529c23ce2ad247f5e0225337c09f38,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,159,32,c84v2_52f10f8e1faa401145d60c59a8605466,c84v2_52f10f8e1faa401145d60c59a8605466,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,164,33,c84v2_90ff0871477e999fe5c54c76e903efa4,c84v2_90ff0871477e999fe5c54c76e903efa4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,169,34,c84v2_bfd9974b25ca073c23b288dd15a347f2,c84v2_bfd9974b25ca073c23b288dd15a347f2,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,174,35,c84v2_ea069f722495e4eedb5486ddb8874aaa,c84v2_ea069f722495e4eedb5486ddb8874aaa,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,179,36,c84v2_6008d5c16a8057c7078a06c6b5a2342b,c84v2_6008d5c16a8057c7078a06c6b5a2342b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,184,37,c84v2_c26435164105ec2958e0d063816dbd63,c84v2_c26435164105ec2958e0d063816dbd63,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,189,38,c84v2_b9dd7f5ea92d1cfcdffa973ffb71765d,c84v2_b9dd7f5ea92d1cfcdffa973ffb71765d,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,194,39,c84v2_5f0fe559c3367407732c1215fbd3baf4,c84v2_5f0fe559c3367407732c1215fbd3baf4,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,OACI,199,40,c84v2_f9173b148cb187227322ae2e67bb387a,c84v2_f9173b148cb187227322ae2e67bb387a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,4,1,c84v2_97e10f6cf40cb12e987c3f536ad79bbc,c84v2_97e10f6cf40cb12e987c3f536ad79bbc,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,9,2,c84v2_080fe10796e65588d3c1bec82573645f,c84v2_080fe10796e65588d3c1bec82573645f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,14,3,c84v2_4c53427fd5f8d67b6bac00964311c1be,c84v2_4c53427fd5f8d67b6bac00964311c1be,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,19,4,c84v2_75b73960a8cc5bcd23fb44c6d6daa709,c84v2_75b73960a8cc5bcd23fb44c6d6daa709,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,24,5,c84v2_f8391f5917d590350b9eb6d5518139e3,c84v2_f8391f5917d590350b9eb6d5518139e3,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,29,6,c84v2_51d66edc618e709b37240c891d71e277,c84v2_51d66edc618e709b37240c891d71e277,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,34,7,c84v2_de0de57620c4f27164bcfb0cbb7a9301,c84v2_de0de57620c4f27164bcfb0cbb7a9301,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,39,8,c84v2_2d72470f9a9ff2b0587d735c60775f13,c84v2_2d72470f9a9ff2b0587d735c60775f13,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,44,9,c84v2_bdd179e6602e221d004fbe28f3f9edde,c84v2_bdd179e6602e221d004fbe28f3f9edde,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,49,10,c84v2_b9d02992bf58faf15e6a6e5f265f144b,c84v2_b9d02992bf58faf15e6a6e5f265f144b,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,54,11,c84v2_d8f76b452056bfb98aef9957a6d7635a,c84v2_d8f76b452056bfb98aef9957a6d7635a,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,59,12,c84v2_1be3b8fde0f026221f78c667cbccbc8e,c84v2_1be3b8fde0f026221f78c667cbccbc8e,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,64,13,c84v2_d3c78f9a6f4caed562ea02eef6999b81,c84v2_d3c78f9a6f4caed562ea02eef6999b81,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,69,14,c84v2_b8518f3c3eabdea55be72c97da7ed128,c84v2_b8518f3c3eabdea55be72c97da7ed128,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,74,15,c84v2_eb7057e6bb2490c1498a6c505d181bad,c84v2_eb7057e6bb2490c1498a6c505d181bad,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
Cho2017,A,5,0,SRC,79,16,c84v2_a5677bd6d3bda79c3658c9778eb89e7f,c84v2_a5677bd6d3bda79c3658c9778eb89e7f,1,C84_LEVEL0_FULL_SOURCE_PANEL_V1,1
