dataset,target_subject,token_seed,gamma,pt_task_drop_vs_H0,pt_task_drop_vs_shuffle,pt_task_drop_vs_random,pt_l5_conflict,pt_l5_conflict_minus_shuffle,pt_l5_conflict_minus_random,pt_l4_conflict_minus_shuffle,pt_l5_shuffle_max
BNCI2015_001,11,20260728,0.4,0.2364,0.1127,0.2093,-0.0657,-0.0576,-0.075,0.0139,0.0536
BNCI2015_001,12,20260728,0.0,0.0,0.0,0.0,0.0364,0.0,0.0,0.0,0.0364
BNCI2015_001,12,20260728,0.2,0.0371,0.009,0.0307,0.06,0.0077,0.0321,-0.0019,0.0971
BNCI2015_001,12,20260728,0.4,0.1786,-0.0129,0.1257,0.065,0.0496,0.0536,0.0866,0.1
BNCI2015_001,1,20260728,0.0,0.0,0.0,0.0,0.0025,0.0,0.0,0.0,0.0025
BNCI2015_001,1,20260728,0.2,-0.0069,0.0077,0.0106,-0.0237,-0.0451,-0.0319,0.03,0.05
BNCI2015_001,1,20260728,0.4,0.0487,0.0234,0.0869,-0.0731,-0.0735,-0.08,0.0882,0.0437
BNCI2015_001,2,20260728,0.0,0.0,0.0,0.0,0.1193,0.0,0.0,0.0,0.1193
BNCI2015_001,2,20260728,0.2,0.0393,0.0049,0.0407,0.0914,0.0054,-0.0207,0.0095,0.1864
BNCI2015_001,2,20260728,0.4,0.0479,-0.0249,0.01,0.1357,0.0326,0.0671,0.0451,0.1871
BNCI2015_001,3,20260728,0.0,0.0,0.0,0.0,0.0963,0.0,0.0,0.0,0.0963
BNCI2015_001,3,20260728,0.2,0.05,-0.0056,0.0306,0.0825,-0.005,0.0,-0.0046,0.1162
BNCI2015_001,3,20260728,0.4,0.1456,-0.0414,0.015,0.0712,0.0551,0.0225,-0.0199,0.035
BNCI2015_001,4,20260728,0.0,0.0,0.0,0.0,0.1093,0.0,0.0,0.0,0.1093
BNCI2015_001,4,20260728,0.2,0.0129,-0.0107,0.0129,0.135,0.0669,0.0421,0.0881,0.1543
BNCI2015_001,4,20260728,0.4,0.035,-0.0533,0.0171,0.2007,0.1386,0.1379,0.0758,0.125
BNCI2015_001,5,20260728,0.0,0.0,0.0,0.0,-0.0171,0.0,0.0,0.0,-0.0171
BNCI2015_001,5,20260728,0.2,-0.0143,-0.0407,-0.0157,0.0036,0.0139,0.0057,-0.0269,-0.0014
BNCI2015_001,5,20260728,0.4,0.0393,-0.0429,0.0079,-0.0364,-0.0253,-0.035,-0.0119,0.05
BNCI2015_001,6,20260728,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,-0.01
BNCI2015_001,6,20260728,0.2,-0.0007,0.0083,0.0007,-0.0157,-0.0386,0.0057,-0.0154,0.0343
BNCI2015_001,6,20260728,0.4,0.0836,-0.0071,0.055,-0.0229,-0.0087,-0.0121,0.0298,0.0271
BNCI2015_001,7,20260728,0.0,0.0,0.0,0.0,-0.0183,0.0,0.0,0.0,-0.0183
BNCI2015_001,7,20260728,0.2,0.0475,0.0228,0.0783,-0.0992,-0.0925,-0.09,0.0858,0.0692
BNCI2015_001,7,20260728,0.4,0.095,-0.0268,0.0467,-0.0425,-0.0938,-0.0333,0.0914,0.2375
BNCI2015_001,8,20260728,0.0,0.0,0.0,0.0,0.1342,0.0,0.0,0.0,0.1342
BNCI2015_001,8,20260728,0.2,0.0217,-0.002,0.0358,0.0717,-0.0593,-0.0658,-0.0445,0.1958
BNCI2015_001,8,20260728,0.4,0.1183,0.0102,0.09,-0.0142,-0.1348,-0.1325,-0.0378,0.1883
BNCI2015_001,9,20260728,0.0,0.0,0.0,0.0,0.0064,0.0,0.0,0.0,0.0064
BNCI2015_001,9,20260728,0.2,0.0364,-0.005,0.0143,0.0129,0.0057,0.0221,0.0179,0.0329
BNCI2015_001,9,20260728,0.4,0.1257,-0.0436,0.0364,0.0736,0.0773,0.0564,0.0068,0.0571
