dataset,target_subject,token_seed,gamma,c_d,n_swaps,achieved_conflict_frac,global_Py_delta,shuffle_nsw_mean
BNCI2015_001,5,20260726,0.2,"{0: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 9: 1, 10: 0}",360,0.2,0,344.0
BNCI2015_001,5,20260726,0.4,"{0: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 9: 1, 10: 0}",720,0.4,0,688.0
BNCI2015_001,6,20260726,0.0,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,6,20260726,0.2,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 8: 0, 10: 0}",160,0.0889,0,184.0
BNCI2015_001,6,20260726,0.4,"{0: 0, 2: 0, 3: 1, 4: 0, 5: 1, 6: 0, 8: 0, 10: 0}",320,0.1778,0,336.0
BNCI2015_001,7,20260726,0.0,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,7,20260726,0.2,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 7: 1, 8: 0, 10: 0}",280,0.1474,0,288.0
BNCI2015_001,7,20260726,0.4,"{0: 0, 1: 1, 2: 0, 4: 0, 5: 1, 7: 1, 8: 0, 10: 0}",560,0.2947,0,544.0
BNCI2015_001,8,20260726,0.0,"{0: 0, 1: 1, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1}",0,0.0,0,0.0
BNCI2015_001,8,20260726,0.2,"{0: 0, 1: 1, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1}",280,0.1556,0,272.0
BNCI2015_001,8,20260726,0.4,"{0: 0, 1: 1, 2: 0, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1}",560,0.3111,0,544.0
BNCI2015_001,9,20260726,0.0,"{0: 0, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,9,20260726,0.2,"{0: 0, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",160,0.0889,0,168.0
BNCI2015_001,9,20260726,0.4,"{0: 0, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 10: 0}",320,0.1778,0,352.0
BNCI2014_001,1,20260727,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",0,0.0,0,0.0
BNCI2014_001,1,20260727,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,1,20260727,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",690,0.3993,0,632.4
BNCI2014_001,2,20260727,0.0,"{2: 2, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,2,20260727,0.2,"{2: 2, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,2,20260727,0.4,"{2: 2, 3: 3, 4: 0, 5: 1, 6: 2, 7: 3}",546,0.316,0,626.8
BNCI2014_001,3,20260727,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",0,0.0,0,0.0
BNCI2014_001,3,20260727,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,3,20260727,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",604,0.3495,0,621.2
BNCI2014_001,4,20260727,0.0,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,4,20260727,0.2,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,4,20260727,0.4,"{1: 1, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",690,0.3993,0,575.2
BNCI2014_001,5,20260727,0.0,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",0,0.0,0,0.0
BNCI2014_001,5,20260727,0.2,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",345,0.1997,0,345.0
BNCI2014_001,5,20260727,0.4,"{0: 0, 1: 1, 3: 3, 4: 0, 5: 1, 6: 2}",632,0.3657,0,626.8
BNCI2014_001,6,20260727,0.0,"{0: 0, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,6,20260727,0.2,"{0: 0, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,6,20260727,0.4,"{0: 0, 2: 2, 3: 3, 4: 0, 6: 2, 7: 3}",632,0.3657,0,690.0
BNCI2014_001,7,20260727,0.0,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,7,20260727,0.2,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,7,20260727,0.4,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",632,0.3657,0,638.0
BNCI2014_001,8,20260727,0.0,"{0: 0, 1: 1, 2: 2, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,8,20260727,0.2,"{0: 0, 1: 1, 2: 2, 4: 0, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,8,20260727,0.4,"{0: 0, 1: 1, 2: 2, 4: 0, 6: 2, 7: 3}",604,0.3495,0,621.2
BNCI2014_001,9,20260727,0.0,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,9,20260727,0.2,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,9,20260727,0.4,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",604,0.3495,0,580.8
BNCI2015_001,10,20260727,0.0,"{0: 0, 1: 1, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1}",0,0.0,0,0.0
BNCI2015_001,10,20260727,0.2,"{0: 0, 1: 1, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1}",320,0.1778,0,352.0
BNCI2015_001,10,20260727,0.4,"{0: 0, 1: 1, 3: 1, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1}",640,0.3556,0,704.0
BNCI2015_001,11,20260727,0.0,"{1: 1, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,11,20260727,0.2,"{1: 1, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",280,0.1474,0,304.0
BNCI2015_001,11,20260727,0.4,"{1: 1, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",560,0.2947,0,576.0
BNCI2015_001,12,20260727,0.0,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,12,20260727,0.2,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",280,0.1474,0,280.0
BNCI2015_001,12,20260727,0.4,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",560,0.2947,0,592.0
BNCI2015_001,1,20260727,0.0,"{0: 0, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,1,20260727,0.2,"{0: 0, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1, 10: 0}",280,0.1474,0,288.0
BNCI2015_001,1,20260727,0.4,"{0: 0, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1, 10: 0}",560,0.2947,0,576.0
BNCI2015_001,2,20260727,0.0,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",0,0.0,0,0.0
BNCI2015_001,2,20260727,0.2,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",240,0.1333,0,272.0
BNCI2015_001,2,20260727,0.4,"{1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",480,0.2667,0,512.0
BNCI2015_001,3,20260727,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1}",0,0.0,0,0.0
BNCI2015_001,3,20260727,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1}",360,0.1895,0,360.0
BNCI2015_001,3,20260727,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1}",720,0.3789,0,720.0
BNCI2015_001,4,20260727,0.0,"{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 9: 1}",0,0.0,0,0.0
BNCI2015_001,4,20260727,0.2,"{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 9: 1}",280,0.1474,0,288.0
BNCI2015_001,4,20260727,0.4,"{1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0, 9: 1}",560,0.2947,0,560.0
BNCI2015_001,5,20260727,0.0,"{0: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,5,20260727,0.2,"{0: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",280,0.1556,0,256.0
BNCI2015_001,5,20260727,0.4,"{0: 0, 4: 0, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",560,0.3111,0,528.0
BNCI2015_001,6,20260727,0.0,"{0: 0, 1: 1, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,6,20260727,0.2,"{0: 0, 1: 1, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",360,0.1895,0,360.0
BNCI2015_001,6,20260727,0.4,"{0: 0, 1: 1, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",720,0.3789,0,704.0
BNCI2015_001,7,20260727,0.0,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,7,20260727,0.2,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",400,0.2,0,368.0
BNCI2015_001,7,20260727,0.4,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",800,0.4,0,784.0
BNCI2015_001,8,20260727,0.0,"{0: 0, 2: 0, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,8,20260727,0.2,"{0: 0, 2: 0, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",240,0.1333,0,272.0
BNCI2015_001,8,20260727,0.4,"{0: 0, 2: 0, 3: 1, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",480,0.2667,0,544.0
BNCI2015_001,9,20260727,0.0,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,9,20260727,0.2,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",320,0.1684,0,328.0
BNCI2015_001,9,20260727,0.4,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 9: 1, 10: 0}",640,0.3368,0,592.0
BNCI2014_001,1,20260728,0.0,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,1,20260728,0.2,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",345,0.1997,0,345.0
BNCI2014_001,1,20260728,0.4,"{1: 1, 2: 2, 4: 0, 5: 1, 6: 2, 7: 3}",604,0.3495,0,620.8
BNCI2014_001,2,20260728,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",0,0.0,0,0.0
BNCI2014_001,2,20260728,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,2,20260728,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",604,0.3495,0,609.6
BNCI2014_001,3,20260728,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 6: 2}",0,0.0,0,0.0
BNCI2014_001,3,20260728,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 6: 2}",345,0.1997,0,322.0
BNCI2014_001,3,20260728,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 6: 2}",604,0.3495,0,655.6
BNCI2014_001,4,20260728,0.0,"{0: 0, 2: 2, 3: 3, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,4,20260728,0.2,"{0: 0, 2: 2, 3: 3, 5: 1, 6: 2, 7: 3}",230,0.1331,0,345.0
BNCI2014_001,4,20260728,0.4,"{0: 0, 2: 2, 3: 3, 5: 1, 6: 2, 7: 3}",690,0.3993,0,655.6
BNCI2014_001,5,20260728,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",0,0.0,0,0.0
BNCI2014_001,5,20260728,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,5,20260728,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 4: 0, 7: 3}",632,0.3657,0,626.8
BNCI2014_001,6,20260728,0.0,"{0: 0, 1: 1, 2: 2, 4: 0, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,6,20260728,0.2,"{0: 0, 1: 1, 2: 2, 4: 0, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,6,20260728,0.4,"{0: 0, 1: 1, 2: 2, 4: 0, 6: 2, 7: 3}",604,0.3495,0,609.6
BNCI2014_001,7,20260728,0.0,"{1: 1, 2: 2, 3: 3, 5: 1, 6: 2, 7: 3}",0,0.0,0,0.0
BNCI2014_001,7,20260728,0.2,"{1: 1, 2: 2, 3: 3, 5: 1, 6: 2, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,7,20260728,0.4,"{1: 1, 2: 2, 3: 3, 5: 1, 6: 2, 7: 3}",690,0.3993,0,690.0
BNCI2014_001,8,20260728,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",0,0.0,0,0.0
BNCI2014_001,8,20260728,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,8,20260728,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",604,0.3495,0,603.6
BNCI2014_001,9,20260728,0.0,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",0,0.0,0,0.0
BNCI2014_001,9,20260728,0.2,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",345,0.1997,0,322.0
BNCI2014_001,9,20260728,0.4,"{0: 0, 1: 1, 2: 2, 3: 3, 5: 1, 7: 3}",632,0.3657,0,598.0
BNCI2015_001,10,20260728,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,10,20260728,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 10: 0}",360,0.2,0,328.0
BNCI2015_001,10,20260728,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 10: 0}",720,0.4,0,672.0
BNCI2015_001,11,20260728,0.0,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",0,0.0,0,0.0
BNCI2015_001,11,20260728,0.2,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",240,0.1333,0,272.0
BNCI2015_001,11,20260728,0.4,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 9: 1}",480,0.2667,0,544.0
BNCI2015_001,12,20260728,0.0,"{0: 0, 1: 1, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,12,20260728,0.2,"{0: 0, 1: 1, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",320,0.1684,0,272.0
BNCI2015_001,12,20260728,0.4,"{0: 0, 1: 1, 4: 0, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",640,0.3368,0,560.0
BNCI2015_001,1,20260728,0.0,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,1,20260728,0.2,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",360,0.2,0,344.0
BNCI2015_001,1,20260728,0.4,"{1: 1, 2: 0, 3: 1, 5: 1, 6: 0, 7: 1, 8: 0, 10: 0}",720,0.4,0,704.0
BNCI2015_001,2,20260728,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 9: 1}",0,0.0,0,0.0
BNCI2015_001,2,20260728,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 9: 1}",280,0.1474,0,280.0
BNCI2015_001,2,20260728,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 9: 1}",560,0.2947,0,576.0
BNCI2015_001,3,20260728,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0}",0,0.0,0,0.0
BNCI2015_001,3,20260728,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0}",360,0.2,0,320.0
BNCI2015_001,3,20260728,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 7: 1, 8: 0}",720,0.4,0,704.0
BNCI2015_001,4,20260728,0.0,"{0: 0, 2: 0, 3: 1, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,4,20260728,0.2,"{0: 0, 2: 0, 3: 1, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",280,0.1474,0,272.0
BNCI2015_001,4,20260728,0.4,"{0: 0, 2: 0, 3: 1, 4: 0, 7: 1, 8: 0, 9: 1, 10: 0}",560,0.2947,0,560.0
BNCI2015_001,5,20260728,0.0,"{0: 0, 1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,5,20260728,0.2,"{0: 0, 1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 9: 1, 10: 0}",360,0.1895,0,352.0
BNCI2015_001,5,20260728,0.4,"{0: 0, 1: 1, 3: 1, 4: 0, 5: 1, 6: 0, 9: 1, 10: 0}",720,0.3789,0,720.0
BNCI2015_001,6,20260728,0.0,"{0: 0, 1: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,6,20260728,0.2,"{0: 0, 1: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",320,0.1684,0,288.0
BNCI2015_001,6,20260728,0.4,"{0: 0, 1: 1, 4: 0, 5: 1, 6: 0, 8: 0, 9: 1, 10: 0}",640,0.3368,0,560.0
BNCI2015_001,7,20260728,0.0,"{1: 1, 2: 0, 3: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",0,0.0,0,0.0
BNCI2015_001,7,20260728,0.2,"{1: 1, 2: 0, 3: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",400,0.2,0,384.0
BNCI2015_001,7,20260728,0.4,"{1: 1, 2: 0, 3: 1, 6: 0, 7: 1, 8: 0, 9: 1, 10: 0}",800,0.4,0,768.0
BNCI2015_001,8,20260728,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 8: 0, 10: 0}",0,0.0,0,0.0
BNCI2015_001,8,20260728,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 8: 0, 10: 0}",280,0.1474,0,288.0
BNCI2015_001,8,20260728,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 5: 1, 8: 0, 10: 0}",560,0.2947,0,560.0
BNCI2015_001,9,20260728,0.0,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1}",0,0.0,0,0.0
BNCI2015_001,9,20260728,0.2,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1}",360,0.2,0,360.0
BNCI2015_001,9,20260728,0.4,"{0: 0, 1: 1, 2: 0, 3: 1, 4: 0, 6: 0, 7: 1, 9: 1}",720,0.4,0,688.0
